event_id	loci	Proximal_Site	TCGA-E9-A1RC-01A-11R-A157-07	TCGA-BH-A18N-01A-11R-A12D-07	TCGA-E9-A1R7-01A-11R-A14M-07	TCGA-GI-A2C9-01A-11R-A21T-07	TCGA-BH-A0AZ-01A-21R-A12P-07	TCGA-BH-A0DH-01A-11R-A084-07	TCGA-BH-A0B8-01A-21R-A056-07	TCGA-BH-A1EV-01A-11R-A137-07	TCGA-E9-A1RH-01A-21R-A169-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-BH-A0BM-01A-11R-A056-07	TCGA-E2-A1L7-01A-11R-A144-07	TCGA-BH-A0BV-01A-11R-A00Z-07	TCGA-BH-A18S-01A-11R-A12D-07	TCGA-BH-A0DP-01A-21R-A056-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-BH-A0H9-01A-11R-A056-07	TCGA-BH-A18P-01A-11R-A12D-07	TCGA-BH-A18U-01A-21R-A12D-07	TCGA-BH-A0BT-01A-11R-A12P-07	TCGA-BH-A0E1-01A-11R-A056-07	TCGA-AC-A23H-01A-11R-A157-07	TCGA-BH-A209-01A-11R-A157-07	TCGA-BH-A0DK-01A-21R-A056-07	TCGA-E9-A1RF-01A-11R-A157-07	TCGA-BH-A203-01A-12R-A169-07	TCGA-BH-A18L-01A-32R-A12D-07	TCGA-A7-A0DC-01A-11R-A00Z-07	TCGA-A7-A0DC-01B-04R-A22O-07	TCGA-AC-A2FF-01A-11R-A17B-07	TCGA-BH-A0AY-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-E2-A153-01A-12R-A12D-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-BH-A0E0-01A-11R-A056-07	TCGA-BH-A0DT-01A-21R-A12D-07	TCGA-BH-A18R-01A-11R-A12D-07	TCGA-E9-A1N9-01A-11R-A14D-07	TCGA-E2-A15I-01A-21R-A137-07	TCGA-AC-A2FB-01A-11R-A17B-07	TCGA-BH-A0BQ-01A-21R-A115-07	TCGA-BH-A0B7-01A-12R-A115-07	TCGA-BH-A0C3-01A-21R-A12P-07	TCGA-BH-A18Q-01A-12R-A12D-07	TCGA-E9-A1N6-01A-11R-A144-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-E2-A1LB-01A-11R-A144-07	TCGA-A7-A0DB-01A-11R-A277-07	TCGA-A7-A0DB-01A-11R-A00Z-07	TCGA-A7-A0DB-01C-02R-A277-07	TCGA-BH-A1F2-01A-31R-A13Q-07	TCGA-A7-A13G-01B-04R-A22O-07	TCGA-A7-A13G-01A-11R-A13Q-07	TCGA-BH-A0B5-01A-11R-A12P-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-BH-A1EN-01A-11R-A13Q-07	TCGA-BH-A18M-01A-11R-A12D-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-BH-A0HA-01A-11R-A12P-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-BH-A204-01A-11R-A157-07	TCGA-BH-A1FU-01A-11R-A14D-07	TCGA-A7-A0CE-01A-11R-A00Z-07	TCGA-E2-A15M-01A-11R-A12D-07	TCGA-E9-A1RD-01A-11R-A157-07	TCGA-BH-A0BJ-01A-11R-A056-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-BH-A0C0-01A-21R-A056-07	TCGA-BH-A18K-01A-11R-A12D-07	TCGA-E9-A1ND-01A-11R-A144-07	TCGA-BH-A0BC-01A-22R-A084-07	TCGA-BH-A1EU-01A-11R-A137-07	TCGA-A7-A0CH-01A-21R-A00Z-07	TCGA-E9-A1RB-01A-11R-A157-07	TCGA-BH-A208-01A-11R-A157-07	TCGA-BH-A0H5-01A-21R-A115-07	TCGA-BH-A0HK-01A-11R-A056-07	TCGA-E2-A1LS-01A-12R-A157-07	TCGA-E2-A1BC-01A-11R-A12P-07	TCGA-A7-A0D9-01A-31R-A056-07	TCGA-BH-A0DO-01B-11R-A12D-07	TCGA-BH-A0H7-01A-13R-A056-07	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13E-01A-11R-A277-07	TCGA-A7-A13E-01B-06R-A277-07	TCGA-A7-A13E-01A-11R-A12P-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E9-A1RI-01A-11R-A169-07	TCGA-E2-A15K-01A-11R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-E2-A1IG-01A-11R-A144-07	TCGA-E2-A158-01A-11R-A12D-07	TCGA-BH-A0AU-01A-11R-A12P-07	TCGA-BH-A1FN-01A-11R-A13Q-07	TCGA-BH-A0DQ-01A-11R-A084-07	TCGA-BH-A0DV-01A-21R-A12P-07	TCGA-E9-A1N5-01A-11R-A14D-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-E9-A1NG-01A-21R-A14M-07	TCGA-BH-A1EO-01A-11R-A137-07	TCGA-E9-A1N4-01A-11R-A14M-07	TCGA-BH-A1FB-01A-11R-A13Q-07	TCGA-GI-A2C8-01A-11R-A16F-07
NM_207318|FAM199X|chrX|+	chrX:103434288-103440579	103436036	0.42	0.64	0.91	0.73	0.72	0.50	0.70	0.51	0.32	0.49	0.73	0.66	0.58	0.70	0.64	0.47	0.66	0.66	0.58	0.60	0.76	0.52	0.67	0.62	0.46	0.49	0.44	0.80	NA	0.80	0.48	0.57	0.74	0.55	0.68	0.82	0.47	NA	0.71	0.77	0.48	0.46	0.53	1.00	0.55	0.42	0.29	0.38	0.43	NA	0.94	NA	0.45	0.65	0.47	0.66	0.57	0.60	0.64	0.63	0.87	0.47	0.81	0.78	0.47	0.71	0.43	0.68	0.57	0.52	0.49	0.80	0.65	0.84	NA	0.54	0.79	NA	0.62	0.89	0.82	0.75	0.79	0.76	NA	0.95	0.34	0.77	0.74	0.51	0.66	1.00	0.98	0.88	0.75	0.58	0.69	0.67	0.65	NA	0.55	0.92	0.82	0.76	0.57
NM_013302|EEF2K|chr16|+	chr16:22295207-22300872	22297915	0.22	0.32	0.34	NA	NA	0.27	0.26	0.26	0.07	0.23	0.73	0.36	0.46	0.24	0.35	0.38	0.34	0.33	0.33	0.88	0.64	0.26	0.37	0.50	NA	0.53	0.21	0.39	NA	0.60	NA	0.30	0.42	0.26	NA	0.68	0.31	0.35	0.30	0.56	0.45	0.31	0.24	0.53	0.47	0.46	0.43	0.28	0.42	NA	NA	0.64	0.39	0.34	0.25	0.46	0.43	0.23	NA	0.23	0.32	0.23	0.57	0.40	0.47	0.30	0.38	0.43	NA	0.39	0.36	0.37	0.49	0.59	0.80	0.54	0.56	NA	0.37	0.48	0.55	NA	0.55	0.33	NA	0.48	NA	0.48	0.75	0.56	0.38	NA	0.97	0.54	0.65	0.75	0.70	0.56	0.37	NA	0.32	0.46	0.35	0.44	0.33
NM_003403|YY1|chr14|+	chr14:100743754-100749116	100744878	0.21	0.27	0.30	0.20	0.24	0.11	0.47	0.24	0.06	0.11	0.14	0.23	0.23	0.11	0.29	0.21	0.19	0.27	0.14	0.11	0.34	0.15	0.16	0.27	0.25	0.11	0.25	0.32	NA	0.36	0.23	0.12	0.23	0.24	0.26	0.31	0.29	0.26	0.27	0.39	0.21	0.22	0.22	0.37	0.20	0.19	0.13	NA	0.20	0.28	0.13	0.56	0.29	0.29	0.16	0.43	0.24	0.19	0.12	0.13	0.18	0.18	0.39	0.20	0.17	0.28	0.11	0.14	0.12	0.11	0.16	0.29	0.25	0.19	0.34	0.26	0.26	0.29	0.17	0.50	0.37	0.40	0.22	0.19	0.18	0.20	0.09	0.16	0.30	0.21	0.14	0.33	0.56	0.25	0.24	0.26	0.28	0.31	0.22	0.18	0.17	0.26	0.24	0.27	0.40
NM_014991|WDFY3|chr4|-	chr4:85590670-85594144	85593652	0.47	0.62	0.55	0.52	0.66	0.43	0.53	0.55	0.52	0.55	0.70	0.47	0.52	0.49	0.65	0.64	0.57	0.61	0.53	0.45	0.52	0.47	0.39	0.67	0.60	0.59	0.54	0.67	NA	0.66	0.55	0.49	0.70	0.79	0.34	0.63	0.45	0.56	0.68	0.57	0.62	0.50	0.42	0.75	0.60	0.53	0.37	0.45	0.57	NA	0.66	NA	0.46	0.63	0.40	0.49	0.60	0.46	0.49	0.56	0.68	0.43	0.43	0.70	0.59	0.65	0.48	0.55	0.65	0.54	0.58	0.76	0.66	0.59	0.73	0.69	0.78	0.72	0.61	0.52	0.64	0.56	0.49	0.39	NA	0.52	0.61	0.77	0.55	0.43	0.78	0.68	0.50	0.51	0.44	0.69	0.70	0.61	0.56	0.73	0.67	0.71	0.62	0.60	0.65
NM_001114118|C17orf85|chr17|-	chr17:3709240-3716573	3715611	0.40	0.44	NA	0.38	NA	0.31	0.62	NA	0.34	NA	0.47	0.39	0.36	NA	0.42	0.35	0.40	0.43	0.35	0.27	0.41	0.49	0.35	NA	0.44	0.48	NA	0.65	0.69	0.48	0.30	0.43	0.37	0.51	0.36	0.49	0.53	0.49	0.47	0.57	0.38	0.38	0.39	0.51	0.40	0.31	0.34	NA	0.37	NA	NA	0.61	0.48	0.40	0.35	0.65	0.36	0.45	0.33	0.43	0.54	0.35	0.43	0.51	0.44	0.39	0.31	NA	0.37	0.30	0.40	0.60	0.50	0.31	0.42	0.49	0.33	0.71	0.41	0.60	0.40	NA	0.38	NA	NA	0.30	NA	0.46	0.46	0.42	NA	NA	0.70	0.34	0.36	0.39	0.34	0.38	NA	0.38	0.33	0.48	0.47	0.54	0.42
NM_152388|TMEM237|chr2|-	chr2:202484936-202489045	202488895	0.08	0.25	0.46	0.18	0.22	0.11	0.15	0.29	0.09	0.06	0.26	0.19	0.12	0.11	0.19	0.20	0.25	0.32	0.14	0.09	0.16	0.15	0.05	0.12	0.15	0.17	0.20	0.44	NA	0.37	0.09	0.13	0.13	0.26	0.10	0.28	0.38	0.28	0.25	0.51	0.20	0.24	0.15	0.47	0.20	0.09	0.18	0.21	0.16	NA	0.19	NA	0.30	0.19	0.08	0.35	0.24	0.19	0.11	0.09	0.11	0.15	0.29	0.14	0.15	0.25	0.18	0.19	0.12	0.11	0.11	0.29	0.33	0.12	0.20	0.30	0.14	0.38	0.24	0.19	0.41	0.29	0.20	0.15	NA	0.11	0.19	0.21	0.25	0.20	0.16	0.41	0.62	0.29	0.16	0.18	0.19	0.17	0.24	0.18	0.13	0.29	0.20	0.33	0.21
NR_003930|LOC387647|chr10|+	chr10:29709419-29717005	29711151	0.32	0.48	0.50	0.20	0.46	0.28	0.31	0.52	0.29	0.35	NA	0.53	0.30	0.31	0.46	0.41	0.60	0.30	NA	NA	0.53	0.33	0.42	0.38	NA	NA	0.29	NA	NA	0.56	0.24	0.27	0.49	NA	0.36	0.56	NA	NA	NA	0.65	0.50	0.41	0.44	0.51	0.38	0.38	NA	NA	0.43	NA	0.58	NA	0.68	0.49	0.23	0.60	0.34	0.34	NA	0.35	0.69	0.36	0.44	0.55	0.45	0.41	0.33	0.23	NA	0.32	NA	0.53	NA	0.34	0.46	0.40	0.37	0.67	NA	0.47	0.51	0.66	0.40	0.23	NA	0.22	NA	0.56	0.36	0.38	0.34	0.59	0.71	0.62	NA	NA	0.51	0.59	0.32	NA	0.48	0.54	0.35	0.46	0.36
NM_015556|SIPA1L1|chr14|+	chr14:72205734-72207770	72206041	0.21	0.33	NA	0.24	0.23	0.13	0.39	0.19	0.13	0.10	0.14	0.19	0.26	0.25	0.28	0.13	0.30	0.19	0.31	0.13	0.17	0.13	0.17	0.23	0.18	0.20	0.33	0.31	NA	0.38	0.21	0.19	0.21	0.23	0.11	0.32	0.30	0.31	0.24	0.35	0.16	0.22	0.14	0.40	0.19	0.15	0.18	NA	0.13	NA	0.67	NA	0.20	0.23	0.14	0.20	0.30	0.20	0.13	0.09	0.43	0.19	0.35	0.29	0.18	0.32	0.35	0.16	0.10	0.11	0.13	0.35	0.19	0.30	0.27	0.26	0.56	0.30	0.23	0.43	0.31	0.35	0.23	NA	NA	0.16	0.19	0.40	0.15	0.16	0.14	0.34	0.33	0.40	0.28	0.24	0.35	0.46	0.36	0.16	0.25	0.43	0.23	0.24	0.30
NM_017896|C20orf11|chr20|+	chr20:61576090-61579807	61576854	0.28	0.19	0.19	0.23	0.23	0.24	0.28	0.26	0.23	0.24	0.27	0.23	0.17	0.14	0.31	0.16	0.35	0.41	0.15	0.18	0.26	0.11	0.20	0.14	0.23	0.33	0.27	0.15	0.19	0.46	0.19	0.19	0.17	0.27	0.17	0.30	0.33	0.28	0.40	0.40	0.21	0.32	0.20	0.33	0.19	0.22	0.20	0.31	0.23	0.27	0.18	0.33	0.32	0.35	0.24	0.27	0.29	0.34	0.14	0.21	0.40	0.31	0.35	0.24	0.26	0.32	0.36	0.14	0.19	0.27	0.20	0.49	0.27	0.22	0.25	0.30	0.19	0.27	0.26	0.25	0.32	0.25	0.11	0.26	0.41	0.22	0.19	0.28	0.20	0.16	0.13	0.16	0.39	0.19	0.17	0.29	0.28	0.28	0.23	0.11	0.23	0.26	0.28	0.35	0.28
NM_001135652|EIF2AK2|chr2|-	chr2:37333512-37334538	37334388	0.52	0.52	0.51	0.59	0.67	0.67	0.52	0.52	0.56	0.56	0.71	0.61	0.63	0.54	0.62	0.61	0.65	0.51	0.61	0.78	0.46	0.57	0.64	0.69	0.64	0.55	0.58	0.47	NA	0.56	0.62	0.66	0.77	0.59	0.72	0.63	0.49	0.49	0.60	0.53	0.57	0.65	0.67	0.63	0.65	0.72	0.62	0.42	0.47	NA	0.69	0.55	0.46	0.57	0.54	0.57	0.56	0.52	0.75	0.52	0.53	0.49	0.52	0.50	0.51	0.40	0.51	0.61	0.68	0.60	0.65	0.57	0.48	0.63	0.54	0.50	0.66	NA	0.38	0.57	0.61	0.57	0.74	0.45	0.60	0.67	0.70	0.62	0.78	0.70	0.67	0.73	0.56	0.70	0.61	0.71	0.66	0.63	0.60	0.80	0.57	0.61	0.51	0.50	0.61
NM_001164182|ENTPD1|chr10|+	chr10:97625933-97636945	97627634	NA	0.10	0.31	NA	0.09	0.20	0.39	0.28	NA	0.17	0.21	0.19	0.21	0.74	0.12	0.13	0.36	0.34	0.35	0.35	0.18	0.30	0.33	0.10	0.16	0.43	0.46	NA	NA	0.16	0.13	0.25	0.11	0.24	NA	0.18	0.32	0.49	0.21	0.16	0.15	0.14	0.22	0.62	0.28	0.22	0.25	NA	0.17	NA	0.15	NA	NA	0.21	0.46	0.18	0.21	0.19	0.09	0.24	0.27	0.32	0.43	0.16	0.36	0.12	0.21	0.21	0.18	0.17	0.07	0.21	0.41	0.60	0.08	0.16	0.18	0.29	0.37	0.27	0.32	0.17	0.26	NA	NA	NA	0.11	0.17	0.16	0.15	0.14	0.40	NA	0.32	NA	0.08	0.10	0.15	0.52	0.17	0.14	0.15	0.19	0.22	0.11
NR_037791|RAB4B-EGLN2|chr19|+	chr19:41313713-41317974	41314297	0.94	0.05	0.60	0.02	0.40	0.11	0.11	0.34	0.01	0.47	0.03	0.01	0.04	0.12	0.04	0.41	0.06	0.01	0.94	0.08	0.02	0.01	0.97	0.04	0.59	0.03	0.98	0.16	0.36	0.42	0.54	0.01	0.57	0.02	0.06	0.09	0.04	0.49	0.07	0.45	0.03	0.01	0.05	0.02	0.08	0.18	0.01	0.06	0.03	0.33	0.76	0.90	0.89	0.02	0.02	0.01	0.08	0.08	0.35	0.01	0.02	0.03	0.03	0.05	0.90	0.06	0.03	0.99	0.60	0.01	0.01	0.04	0.02	0.79	0.02	0.02	0.03	0.01	0.03	0.06	0.02	0.03	0.01	0.05	NA	0.02	0.01	0.66	0.17	0.21	0.49	0.12	0.04	0.94	0.08	0.02	0.03	0.02	0.55	0.01	0.09	0.02	0.03	0.32	0.05
NM_001170330|C4orf3|chr4|-	chr4:120218230-120219934	120219672	0.24	0.52	0.33	0.30	0.41	0.27	0.83	0.41	0.26	0.27	0.29	0.32	0.48	0.41	0.38	0.35	0.30	0.34	0.32	0.20	0.43	0.39	0.37	0.63	0.37	0.31	0.36	0.67	NA	0.50	0.44	0.29	0.34	0.33	0.23	0.40	0.35	0.41	0.44	0.43	0.34	0.34	0.38	0.52	0.33	0.31	0.40	0.35	0.24	0.28	0.40	NA	0.57	0.35	0.30	0.32	0.41	0.30	0.30	0.22	0.52	0.35	0.25	0.38	0.50	0.44	0.45	0.24	0.21	0.24	0.40	0.43	0.44	0.30	0.39	0.39	0.61	0.40	0.38	0.68	0.48	0.38	0.30	0.21	0.20	0.23	0.28	0.46	0.42	0.34	0.31	0.44	0.52	0.45	0.20	0.38	0.41	0.50	0.50	0.31	0.35	0.45	0.34	0.45	0.48
NM_032354|TMEM107|chr17|-	chr17:8075014-8077590	8077368	0.20	0.24	NA	0.45	NA	0.14	0.30	0.30	0.18	NA	0.26	0.25	0.29	0.25	0.24	NA	0.28	NA	0.23	0.30	0.23	NA	0.28	NA	0.29	0.48	0.29	0.31	NA	0.30	0.26	0.22	0.22	0.35	0.16	0.27	NA	NA	0.36	0.31	0.18	0.22	0.16	0.37	NA	0.16	0.16	0.25	0.22	NA	0.34	NA	0.34	0.23	0.19	0.18	0.20	0.20	0.19	0.13	0.36	0.23	0.24	0.28	0.27	0.23	NA	0.20	0.16	0.15	0.19	0.29	0.32	0.20	NA	0.29	0.29	0.41	0.23	NA	0.23	0.19	0.12	0.28	NA	0.16	0.19	0.28	0.29	0.18	0.16	NA	0.35	NA	0.17	0.28	0.22	0.26	NA	0.23	0.30	0.33	0.18	0.24	0.25
NM_153188|TNPO1|chr5|+	chr5:72204535-72210306	72206047	0.41	0.67	0.68	0.70	0.55	0.39	0.42	0.42	0.36	0.36	0.52	0.70	0.39	0.58	0.77	0.52	0.80	0.50	0.46	0.40	0.45	0.33	0.55	0.45	0.46	0.30	0.48	0.64	NA	0.81	0.40	0.46	0.71	0.77	0.35	0.74	0.57	0.59	0.83	0.74	0.47	0.48	0.51	0.74	0.62	0.34	0.31	0.83	0.64	0.69	0.89	0.19	0.60	0.64	0.51	0.40	0.54	0.48	0.51	0.33	0.65	0.51	0.36	0.61	0.49	0.60	0.43	0.71	0.49	0.60	0.88	0.93	0.57	0.49	0.58	0.53	0.69	0.61	0.66	0.56	0.79	0.65	0.55	0.65	0.86	0.51	0.66	0.66	0.57	0.61	0.69	0.66	0.64	0.76	0.76	0.55	0.66	0.60	0.60	0.52	0.48	0.82	0.67	0.86	0.72
NM_003979|GPRC5A|chr12|+	chr12:13065380-13070915	13066491	0.16	0.43	0.40	0.26	0.26	0.25	0.40	0.27	0.29	0.28	0.26	0.41	0.37	0.24	0.51	0.34	0.40	0.39	0.32	0.16	0.26	0.15	0.15	0.26	0.23	0.19	0.36	0.51	0.60	0.32	0.20	NA	0.44	0.39	NA	0.39	0.38	0.66	0.38	0.41	0.27	0.22	0.20	NA	0.27	0.28	0.20	0.35	0.34	NA	0.45	0.53	0.39	0.45	0.41	0.26	0.36	0.24	0.19	0.23	0.21	0.22	0.48	0.40	0.34	0.46	0.16	0.43	0.22	0.13	0.24	0.39	0.41	0.37	0.36	0.25	0.45	0.43	0.28	0.63	0.52	0.45	0.48	0.40	0.76	0.47	0.20	0.29	0.41	0.24	0.36	0.53	0.55	0.41	0.51	0.43	0.31	0.48	0.57	0.35	0.11	0.56	0.52	0.38	0.43
NM_016138|COQ7|chr16|+	chr16:19089402-19094823	19091289	0.21	0.44	0.27	NA	0.34	0.29	0.33	0.31	0.28	NA	0.41	0.43	0.37	0.32	0.32	0.29	0.29	0.48	0.20	0.21	0.33	0.40	0.30	0.34	0.32	NA	0.22	0.49	NA	0.41	0.16	NA	0.28	0.30	NA	0.39	0.41	0.38	0.39	0.45	0.20	0.32	0.26	0.38	0.46	0.42	0.35	0.51	0.36	NA	0.57	NA	0.46	0.29	NA	0.44	0.36	0.42	0.27	NA	0.43	NA	0.27	0.41	0.50	0.32	0.24	0.35	NA	NA	0.23	0.42	0.47	0.23	0.36	0.33	0.32	0.39	0.76	0.36	0.37	0.19	0.33	0.23	NA	0.12	0.39	0.43	0.41	NA	0.38	0.39	NA	0.29	0.30	0.36	0.32	0.48	0.40	NA	0.35	0.34	0.42	0.53	0.31
NM_001040445|ASB1|chr2|+	chr2:239355024-239360904	239355339	0.30	0.32	0.52	0.27	0.18	0.22	NA	0.22	0.30	0.24	0.24	0.25	NA	0.09	0.30	0.10	0.23	0.50	0.13	0.08	0.27	0.12	0.21	NA	0.21	0.18	0.21	0.22	NA	0.58	0.26	0.14	0.16	NA	NA	0.43	0.30	NA	0.63	0.53	0.18	0.34	0.28	NA	0.19	NA	0.14	NA	0.30	NA	0.26	NA	0.41	0.46	0.20	0.46	0.23	0.21	0.05	0.20	0.47	0.40	NA	0.39	0.26	0.34	0.29	0.22	0.11	0.10	0.12	0.52	0.28	NA	NA	0.25	NA	NA	NA	NA	0.55	0.38	0.13	NA	NA	0.44	0.08	NA	0.27	0.19	NA	0.19	NA	0.17	0.40	0.34	0.29	NA	0.29	0.07	NA	0.33	0.29	0.55	0.31
