event_id	loci	Proximal_Site	TCGA-77-8008-01A-21R-2187-07	TCGA-51-4081-01A-01R-1100-07	TCGA-90-6837-01A-11R-1949-07	TCGA-56-8201-01A-11R-2247-07	TCGA-77-7138-01A-41R-2045-07	TCGA-22-5482-01A-01R-1635-07	TCGA-51-4079-01A-01R-1100-07	TCGA-56-8083-01A-11R-2247-07	TCGA-77-7338-01A-11R-2045-07	TCGA-56-7731-01A-11R-2125-07	TCGA-77-7335-01A-11R-2045-07	TCGA-33-6737-01A-11R-1820-07	TCGA-58-8386-01A-11R-2296-07	TCGA-56-8623-01A-11R-A28V-07	TCGA-85-7710-01A-11R-2125-07	TCGA-22-4609-01A-21R-2125-07	TCGA-43-6647-01A-11R-1820-07	TCGA-22-5472-01A-01R-1635-07	TCGA-77-7337-01A-21R-2045-07	TCGA-43-7657-01A-31R-2125-07	TCGA-22-5481-01A-31R-1949-07	TCGA-22-5478-01A-01R-1635-07	TCGA-22-5483-01A-01R-1820-07	TCGA-22-5489-01A-01R-1635-07	TCGA-77-7142-01A-11R-2045-07	TCGA-43-7658-01A-11R-2125-07	TCGA-56-7582-01A-11R-2045-07	TCGA-43-6143-01A-11R-1820-07	TCGA-39-5040-01A-21R-2125-07	TCGA-43-3394-01A-01R-0980-07	TCGA-56-8309-01A-11R-2296-07	TCGA-22-5491-01A-01R-1635-07	TCGA-90-7767-01A-11R-2125-07	TCGA-92-7340-01A-21R-2045-07	TCGA-43-6773-01A-41R-1949-07	TCGA-56-7730-01A-11R-2125-07	TCGA-34-8454-01A-11R-2326-07	TCGA-33-4587-01A-11R-2125-07	TCGA-43-6771-01A-11R-1820-07	TCGA-60-2709-01A-21R-1820-07	TCGA-56-7580-01A-11R-2045-07	TCGA-77-8007-01A-11R-2187-07	TCGA-56-7823-01B-11R-2247-07	TCGA-51-4080-01A-01R-1100-07	TCGA-43-5670-01A-21R-2125-07	TCGA-22-4593-01A-21R-1820-07	TCGA-56-7579-01A-11R-2045-07	TCGA-22-5471-01A-01R-1635-07	TCGA-34-7107-01A-11R-1949-07	TCGA-56-8082-01A-11R-2247-07	TCGA-56-7222-01A-11R-2045-07
NM_201542|MED8|chr1|-	chr1:43849605-43850777	43850534	0.40	0.35	0.41	0.43	0.37	0.39	0.57	0.24	0.47	0.44	0.64	0.28	0.43	0.57	0.44	0.39	0.39	0.48	0.35	0.46	0.51	0.32	0.33	0.49	0.36	0.46	0.54	0.32	0.36	0.35	0.36	0.34	0.51	0.41	0.44	0.53	0.45	0.37	0.25	0.55	0.34	0.33	0.22	0.30	0.33	0.44	0.26	0.36	0.35	0.30	0.33
NM_001112736|FAM208A|chr3|-	chr3:56654155-56657871	56657057	0.44	0.42	0.35	0.49	0.32	0.42	0.26	0.47	0.35	0.40	0.48	0.23	0.39	0.49	0.19	0.50	0.47	0.35	0.30	0.23	0.17	0.19	0.31	0.30	0.33	0.28	0.35	0.18	0.34	0.29	0.62	0.24	0.40	0.36	0.54	0.32	0.55	0.18	0.35	0.38	0.65	0.30	0.34	0.52	0.21	0.39	0.44	0.33	0.42	0.46	0.26
NM_005151|USP14|chr18|+	chr18:211132-212022	211282	0.87	0.90	0.88	0.99	0.94	0.90	0.92	0.92	0.88	0.96	0.98	0.90	0.84	0.90	0.83	0.89	0.89	0.90	0.86	0.92	0.89	0.88	0.78	0.83	0.85	0.90	0.90	0.87	0.88	0.95	0.90	0.88	0.87	0.88	0.89	0.96	0.92	0.86	0.87	0.88	0.96	0.78	0.93	0.93	0.95	0.81	0.91	0.97	0.84	0.94	0.87
NR_033417|GTF2H2B|chr5|+	chr5:69743060-69746168	69743279	0.19	0.25	0.27	0.23	0.14	0.32	0.26	0.27	0.30	0.17	0.07	0.07	0.17	0.39	0.20	0.18	0.27	0.34	0.12	NA	0.29	0.17	0.17	0.36	0.23	0.36	0.19	0.17	0.36	0.16	0.35	0.14	0.14	0.12	0.20	0.25	0.34	0.21	NA	0.36	0.13	0.13	0.12	0.27	0.09	0.25	0.10	0.14	0.18	0.19	0.22
NM_001144968|NEDD4L|chr18|+	chr18:56063398-56068766	56063739	0.07	0.16	0.13	0.14	0.10	0.11	0.14	0.09	0.22	0.11	0.10	0.08	0.21	0.24	0.09	0.20	0.07	0.19	0.08	0.16	0.09	0.07	0.11	0.14	0.19	0.16	0.11	0.04	0.13	0.15	0.16	0.09	0.06	0.10	0.23	0.10	0.12	0.12	0.07	0.14	0.14	0.12	0.13	0.13	0.07	0.18	0.12	0.08	0.15	0.15	0.18
NM_017653|DYM|chr18|-	chr18:46567853-46570574	46570212	0.24	0.20	0.21	0.19	0.22	0.27	0.26	0.28	0.31	0.15	0.13	0.15	0.37	0.44	0.19	0.26	0.28	0.27	0.15	0.23	0.19	0.20	0.22	0.23	0.18	0.33	0.24	0.19	0.26	0.20	0.34	0.17	0.21	0.16	0.29	0.17	0.34	0.29	0.20	0.36	0.14	0.28	0.09	0.23	0.13	0.41	0.19	0.15	0.24	0.17	0.20
NM_006246|PPP2R5E|chr14|-	chr14:63838067-63842826	63841603	0.28	0.26	0.33	0.41	0.32	0.29	0.23	0.26	0.40	0.38	0.41	0.30	0.31	0.46	0.25	0.27	0.25	0.33	0.20	0.36	0.40	0.25	0.22	0.28	0.20	0.31	0.22	0.14	0.27	0.29	0.36	0.20	0.25	0.32	NA	0.33	0.40	0.26	0.23	0.31	0.47	0.32	0.24	0.25	0.29	0.28	0.33	0.32	0.24	0.28	0.25
NM_001609|ACADSB|chr10|+	chr10:124813210-124817815	124813881	NA	NA	0.58	0.60	NA	NA	0.59	0.51	0.65	0.64	NA	NA	NA	NA	0.52	0.58	0.50	0.58	0.36	0.52	0.43	0.45	NA	0.42	0.49	0.86	0.55	0.29	NA	0.54	0.62	0.32	NA	0.40	NA	NA	0.55	0.72	NA	0.51	0.50	NA	0.37	0.51	0.31	NA	0.49	0.35	0.39	0.42	0.70
NM_020177|FEM1C|chr5|-	chr5:114856427-114861314	114858496	0.27	0.26	NA	NA	0.42	0.19	0.36	NA	0.46	NA	NA	NA	0.25	0.57	0.21	0.28	0.28	0.29	0.27	NA	NA	NA	NA	0.28	0.36	0.30	0.40	0.25	0.29	0.26	NA	0.23	NA	NA	NA	0.46	NA	0.29	0.17	0.40	NA	0.26	0.34	NA	NA	NA	0.30	NA	0.28	NA	0.46
NM_021940|SMAP1|chr6|+	chr6:71569902-71571707	71570846	0.63	0.33	0.60	0.53	0.57	0.38	0.30	0.24	0.48	0.47	0.73	0.35	0.42	0.61	0.24	0.31	0.38	0.40	0.25	0.57	0.57	0.71	0.26	0.38	0.31	0.43	0.36	0.22	0.67	0.37	0.41	0.40	0.30	0.58	0.56	0.30	0.49	0.46	0.30	0.36	0.69	0.38	0.26	0.22	0.56	0.42	0.58	0.31	0.25	0.21	0.27
NM_032682|FOXP1|chr3|-	chr3:71003442-71008542	71005330	0.29	NA	0.33	0.47	0.29	NA	0.35	0.29	NA	0.50	0.85	0.29	NA	0.73	0.17	0.33	0.31	0.30	0.31	NA	0.31	0.29	0.31	0.32	NA	0.57	NA	0.21	0.29	NA	0.45	NA	0.26	0.46	0.27	NA	0.33	0.27	0.21	0.51	NA	0.23	NA	NA	NA	0.33	0.36	NA	NA	0.28	0.26
NM_005402|RALA|chr7|+	chr7:39745721-39747719	39745871	0.55	0.48	0.39	0.57	0.44	0.49	0.50	0.59	0.62	0.60	0.53	0.31	0.46	0.73	0.56	0.54	0.52	0.74	0.40	0.54	0.61	0.41	0.57	0.54	0.54	0.67	0.42	0.45	0.56	0.46	0.59	0.44	0.50	0.43	0.62	0.39	0.57	0.58	0.48	0.58	0.60	0.51	0.33	0.61	0.56	0.65	0.45	0.47	0.49	0.50	0.54
NM_018003|UACA|chr15|-	chr15:70946983-70949466	70949311	0.20	0.23	0.12	0.21	0.16	0.15	0.28	0.20	0.31	0.20	0.31	0.17	0.27	0.36	NA	0.30	0.22	0.35	0.31	0.19	NA	0.13	0.24	0.25	0.20	0.32	0.29	0.21	0.22	0.24	0.25	0.14	0.38	0.30	0.21	0.16	0.30	0.24	NA	0.32	0.19	0.21	NA	NA	0.12	0.25	0.15	0.12	0.26	0.18	0.21
NM_001206652|SH3GLB1|chr1|+	chr1:87208810-87213858	87209206	0.27	0.31	0.20	0.20	0.11	0.24	0.17	0.22	0.37	0.16	0.10	0.14	0.28	0.35	0.26	0.31	0.34	0.26	0.26	0.24	0.18	0.18	0.24	0.28	0.17	0.35	0.22	0.24	0.28	0.20	0.30	0.15	0.25	0.15	0.21	0.15	0.33	0.24	0.18	0.32	0.20	0.25	0.14	0.25	0.14	0.35	0.13	0.09	0.29	0.27	0.22
NM_016094|COMMD2|chr3|-	chr3:149456257-149459505	149458710	0.34	0.36	0.39	0.40	0.25	0.37	0.31	0.32	0.45	0.40	0.32	0.23	0.47	0.53	0.36	0.42	0.49	0.43	0.20	0.30	0.30	0.28	0.33	0.39	0.31	0.46	0.46	0.22	0.31	0.25	0.41	0.29	0.40	0.28	0.53	0.36	0.42	0.37	0.35	0.57	0.58	0.37	0.30	0.41	0.37	0.40	0.31	0.27	0.42	0.37	0.30
NM_032582|USP32|chr17|-	chr17:58254574-58256789	58256522	0.34	0.46	0.28	0.52	0.30	0.40	0.42	0.35	0.49	0.30	0.36	0.28	0.49	0.60	0.31	0.39	0.26	0.53	0.20	0.39	0.21	0.28	0.37	0.31	0.45	0.48	0.50	0.24	0.35	0.41	0.44	0.37	0.26	0.28	0.42	0.35	0.51	0.36	0.24	0.47	0.45	0.43	0.40	0.51	0.30	0.42	0.43	0.32	0.42	0.54	0.54
NM_152388|TMEM237|chr2|-	chr2:202484950-202489045	202488571	0.20	0.23	0.29	0.12	0.05	0.30	0.10	0.15	0.30	0.10	0.06	0.08	0.27	0.49	0.12	0.22	0.22	0.22	0.06	0.22	0.29	0.21	0.09	0.23	0.08	0.29	0.19	0.12	0.15	0.13	0.14	0.12	0.10	0.09	NA	0.16	0.24	0.16	0.13	NA	0.14	0.19	0.12	0.14	0.06	0.21	0.06	0.15	0.17	0.13	0.06
NR_003930|LOC387647|chr10|+	chr10:29709419-29716571	29711169	0.30	0.38	0.28	NA	0.23	0.27	0.31	NA	0.41	NA	0.41	0.25	0.26	NA	0.21	0.31	0.42	NA	0.27	0.40	0.25	0.28	0.28	0.37	0.30	0.38	NA	NA	0.33	0.18	0.45	NA	0.21	0.31	0.41	NA	0.27	0.34	0.23	NA	NA	NA	0.19	NA	NA	NA	0.23	0.23	0.26	0.22	0.31
NM_170692|RASAL2|chr1|+	chr1:178442209-178448098	178443136	0.64	0.55	0.65	0.60	NA	0.65	NA	0.40	NA	NA	0.39	NA	0.64	0.83	0.62	0.61	0.71	0.71	0.59	NA	NA	0.33	0.57	NA	0.52	NA	0.62	0.43	0.66	0.52	NA	0.34	0.62	0.54	0.59	NA	0.61	0.62	0.46	0.65	0.55	0.75	0.48	0.46	0.28	NA	0.40	0.29	0.50	NA	0.72
NM_005008|NHP2L1|chr22|-	chr22:42069962-42071199	42070897	0.27	0.43	0.26	0.34	0.38	0.33	0.37	0.18	0.42	0.27	0.27	0.16	0.34	0.52	0.33	0.39	0.37	0.45	0.38	0.39	0.42	0.34	0.52	0.34	0.41	0.53	0.43	0.21	0.29	0.34	0.44	0.36	0.33	0.25	0.46	0.27	0.38	0.37	0.30	0.43	0.33	0.27	0.27	0.44	0.27	0.45	0.38	0.36	0.38	0.26	0.45
NM_018353|MIS18BP1|chr14|-	chr14:45672413-45673415	45673221	NA	0.50	NA	0.80	0.84	0.41	0.53	0.67	0.56	NA	0.55	0.35	0.52	0.55	0.54	NA	NA	0.66	0.60	0.63	0.56	0.36	0.70	NA	0.55	0.57	0.62	0.38	0.46	0.61	0.75	0.47	0.52	0.43	NA	0.42	0.64	0.54	0.58	NA	0.85	0.46	0.46	0.45	0.79	0.52	0.48	0.44	0.56	0.62	0.70
NM_001122964|SMEK2|chr2|-	chr2:55774445-55777142	55775610	0.30	0.26	0.30	0.45	0.30	0.28	0.30	0.23	0.39	0.34	0.52	0.29	0.29	0.54	0.21	0.28	0.31	0.38	0.23	0.38	0.24	0.25	0.23	0.25	0.21	0.25	0.35	0.19	0.21	0.24	0.36	0.22	0.21	0.35	0.38	0.38	0.34	0.27	0.22	0.34	0.45	0.29	0.23	0.25	0.41	0.27	0.29	0.37	0.29	0.23	0.26
NM_000430|PAFAH1B1|chr17|+	chr17:2585022-2588914	2585172	0.43	0.60	0.38	0.45	0.23	0.41	0.55	0.30	0.64	0.44	0.33	0.21	0.53	0.63	0.53	0.60	0.37	0.65	0.37	0.52	0.37	0.36	0.44	0.42	0.48	0.62	0.57	0.21	0.42	0.44	0.47	0.40	0.38	0.38	0.48	0.40	0.52	0.52	0.29	0.51	0.48	0.43	0.33	0.56	0.19	0.54	0.38	0.23	0.44	0.62	0.52
NM_006854|KDELR2|chr7|-	chr7:6500715-6502806	6502588	0.55	0.46	0.27	0.62	0.44	0.33	0.37	0.50	0.55	0.38	0.72	0.57	0.47	0.65	0.36	0.33	0.41	0.55	0.51	0.68	0.43	0.44	0.47	0.54	0.47	0.60	0.61	0.39	0.35	0.48	0.63	0.40	0.53	0.38	0.50	0.57	0.56	0.48	0.33	0.60	0.64	0.42	0.50	0.41	0.55	0.49	0.43	0.51	0.43	0.52	0.49
NM_001174127|SLC11A2|chr12|-	chr12:51373558-51375586	51375392	0.54	0.45	0.35	0.67	0.44	0.40	NA	0.42	0.57	0.46	0.53	0.31	0.45	0.75	0.32	0.46	0.44	0.58	0.37	0.49	0.56	0.33	0.36	0.42	0.45	0.53	0.48	0.30	0.40	0.55	0.58	0.36	0.45	0.46	0.45	0.56	0.56	0.63	NA	0.48	0.55	0.49	0.52	0.41	0.51	0.49	0.53	0.36	0.36	0.41	0.52
NM_007238|PXMP4|chr20|-	chr20:32290594-32295775	32295398	0.36	0.41	0.29	0.39	0.28	NA	0.32	0.50	0.49	0.50	0.20	0.24	0.42	0.63	0.34	0.45	0.47	0.56	0.35	0.40	0.28	NA	0.35	0.36	0.58	NA	0.46	NA	0.53	0.40	0.53	0.32	0.27	0.29	0.31	0.32	0.45	0.52	0.31	0.45	0.51	0.36	0.34	0.32	0.35	0.42	0.33	0.19	0.36	0.37	NA
NM_015387|MOB4|chr2|+	chr2:198415238-198417417	198415540	0.36	0.43	0.47	0.56	0.30	0.44	0.49	0.36	0.44	0.47	0.25	0.32	0.55	0.55	0.44	0.44	0.41	0.52	0.39	0.46	0.42	0.37	0.44	0.44	0.36	0.47	0.50	0.31	0.43	0.46	0.38	0.46	0.41	0.42	0.46	0.46	0.33	0.36	0.41	0.51	0.43	0.36	0.32	0.56	0.33	0.42	0.29	0.36	0.39	0.61	0.34
NM_012412|H2AFV|chr7|-	chr7:44866417-44874161	44873887	0.09	0.17	0.11	0.09	0.03	0.11	0.10	0.09	0.17	0.10	0.03	0.06	0.19	0.19	0.13	0.14	0.18	0.19	0.14	0.10	0.04	0.07	0.12	0.12	0.15	0.09	0.21	0.06	0.12	0.11	0.13	0.09	0.06	0.05	0.13	0.06	0.13	0.08	0.06	0.17	0.07	0.12	0.09	0.11	0.06	0.14	0.05	0.04	0.14	0.13	0.12
NR_045790|NSUN4|chr1|+	chr1:46827241-46831851	46827822	0.42	0.33	0.24	0.41	0.41	0.41	0.43	0.52	0.54	0.33	0.33	0.22	0.49	0.44	0.40	0.34	0.38	0.46	0.30	0.31	0.30	0.28	0.37	0.40	0.39	0.62	0.43	0.23	0.34	0.29	0.49	0.29	0.40	0.32	0.35	0.29	0.46	0.45	0.37	0.34	0.34	0.40	0.32	0.23	0.38	0.39	0.30	0.22	0.33	0.29	0.43
NM_002154|HSPA4|chr5|+	chr5:132439924-132442107	132440096	0.22	0.16	0.15	0.17	0.14	0.14	0.18	0.18	0.33	0.14	0.10	0.08	0.24	0.33	0.20	0.20	0.17	0.26	0.12	0.20	0.26	0.11	0.17	0.18	0.14	0.36	0.13	0.10	0.18	0.15	0.22	0.12	0.15	0.11	0.19	0.07	0.20	0.21	0.17	0.18	0.23	0.16	0.14	0.15	0.16	0.31	0.13	0.12	0.18	0.19	0.21
NM_018179|ATF7IP|chr12|+	chr12:14650587-14655883	14651093	0.38	0.51	0.38	0.46	0.42	0.44	0.43	0.39	0.66	0.30	0.20	0.29	0.38	0.46	0.46	0.53	0.34	0.53	0.31	0.53	0.18	0.29	0.34	0.39	0.38	0.56	0.62	0.30	0.40	0.44	0.48	0.35	0.52	0.28	0.40	0.40	0.45	0.53	0.26	0.47	0.52	0.40	0.31	0.70	0.11	0.42	0.27	0.25	0.38	0.46	0.41
NM_005591|MRE11A|chr11|-	chr11:94148721-94153347	94153110	0.20	0.34	0.36	0.28	0.12	0.18	NA	0.20	0.33	0.16	0.12	0.08	NA	NA	0.37	0.48	0.20	0.34	0.12	NA	0.39	NA	0.25	0.20	0.17	0.37	0.34	0.16	0.30	0.33	0.26	0.20	0.28	0.13	0.31	0.30	0.31	0.26	NA	0.36	0.31	0.21	0.23	0.29	0.12	0.22	0.20	0.18	0.30	0.27	0.28
NM_005342|HMGB3|chrX|+	chrX:150156249-150159236	150157048	0.21	0.34	0.27	0.24	0.29	0.25	0.40	0.44	0.36	0.21	0.21	0.17	0.25	0.47	0.34	0.40	0.23	0.28	0.12	0.21	0.39	0.43	0.44	0.30	0.29	0.53	0.26	0.42	0.35	0.20	0.26	0.30	0.26	0.21	0.45	0.18	0.22	0.26	0.11	0.27	0.22	0.29	0.22	0.44	0.10	0.22	0.23	0.40	0.21	0.11	0.20
NM_013325|ATG4B|chr2|+	chr2:242611605-242613253	242612000	0.37	0.31	0.40	0.28	0.38	0.26	0.24	0.33	0.57	0.32	0.19	0.24	0.41	0.46	0.32	0.41	0.21	0.43	0.17	0.47	0.31	0.26	0.27	0.31	0.24	0.39	0.24	0.20	0.31	0.30	0.43	0.16	0.33	0.17	0.32	0.24	0.35	0.64	0.33	0.24	0.37	0.38	0.20	0.14	0.35	0.39	0.28	0.14	0.27	0.24	0.52
NM_001695|ATP6V1C1|chr8|+	chr8:104080879-104085292	104081114	0.20	0.30	0.32	0.38	0.19	0.24	0.26	0.27	0.33	0.29	0.22	0.20	0.44	0.39	0.18	0.28	0.39	0.44	0.21	0.29	0.20	0.27	0.25	0.33	0.28	0.29	0.33	0.22	0.24	0.24	0.31	0.20	0.20	0.24	0.33	0.33	0.39	0.29	0.19	0.46	0.31	0.28	0.26	0.30	0.17	0.43	0.20	0.24	0.30	0.26	0.32
NR_033721|DNAJC19|chr3|-	chr3:180701531-180702498	180702348	0.32	0.34	0.38	0.33	0.24	0.38	0.42	0.23	0.37	0.35	0.25	0.20	0.50	0.44	0.37	0.57	0.38	0.55	0.26	0.29	0.48	0.42	0.39	0.39	0.37	0.38	0.31	0.24	0.34	0.30	0.51	0.45	0.36	0.32	0.43	0.34	0.40	0.33	0.31	0.44	0.32	0.42	0.21	0.50	0.38	0.41	0.23	0.23	0.41	0.40	0.19
NM_001135652|EIF2AK2|chr2|-	chr2:37333575-37334538	37334388	0.64	0.76	0.71	0.77	0.68	0.62	0.68	0.76	0.49	0.76	0.83	0.71	0.73	0.67	0.56	0.59	0.74	0.70	0.60	0.65	0.77	0.72	0.64	0.71	0.67	0.59	0.58	0.64	0.65	0.59	0.79	0.67	0.52	0.65	0.79	0.69	0.71	0.60	0.70	0.71	0.83	0.58	0.80	0.58	0.73	0.61	0.64	0.76	0.64	0.75	0.48
NM_014704|CEP104|chr1|-	chr1:3728727-3732081	3731479	0.26	0.34	0.22	0.33	0.38	0.39	NA	0.26	NA	0.27	0.31	0.24	0.35	0.57	0.30	0.52	0.26	0.43	0.24	0.40	0.28	0.18	0.30	0.30	0.69	0.42	0.45	0.25	0.23	0.50	0.38	NA	0.20	0.20	0.35	0.30	0.33	0.24	0.26	0.47	0.25	0.42	0.31	0.38	0.19	0.33	0.22	0.20	0.39	0.35	0.45
NM_022739|SMURF2|chr17|-	chr17:62538410-62542065	62541561	0.29	0.41	0.32	0.24	0.19	0.25	0.36	0.32	0.39	0.31	0.28	0.25	0.34	0.49	0.33	0.40	0.29	0.43	0.21	0.36	0.29	0.23	0.44	0.34	0.37	0.47	0.42	0.19	0.36	0.28	0.47	0.27	0.25	0.23	0.30	0.29	0.32	0.34	0.32	0.37	0.32	0.25	0.27	0.31	0.12	0.38	0.24	0.18	0.35	0.35	0.42
NM_012095|AP3M1|chr10|-	chr10:75880037-75883668	75881574	0.16	0.15	0.22	0.22	0.15	0.16	0.19	0.12	0.21	0.24	0.35	0.17	0.22	0.27	0.12	0.17	0.18	0.19	0.10	0.22	0.18	0.18	0.12	0.17	0.10	0.20	0.13	0.10	0.16	0.17	0.19	0.08	0.12	NA	0.19	0.19	0.24	0.17	0.14	0.21	0.17	0.18	0.15	0.09	0.16	0.22	0.23	0.15	0.11	0.09	0.11
NM_003826|NAPG|chr18|+	chr18:10550073-10552765	10550297	0.51	0.56	0.43	0.63	0.56	0.44	0.63	0.49	0.54	0.46	0.39	0.33	0.38	0.71	0.53	0.49	0.50	0.57	0.40	0.55	0.38	0.39	0.42	0.38	0.46	0.49	0.50	0.22	0.50	0.46	0.61	0.35	0.46	0.41	0.62	0.50	0.49	0.47	0.42	0.50	0.55	0.47	0.31	0.55	0.35	0.41	0.50	0.36	0.33	0.55	0.54
NM_172128|CAMK2D|chr4|-	chr4:114372194-114375671	114373618	0.41	0.24	0.41	0.62	0.33	0.42	0.29	0.34	0.51	0.52	0.54	NA	0.47	0.75	NA	0.38	0.31	0.45	0.32	NA	0.58	0.28	0.18	0.55	0.36	0.32	0.35	0.41	0.24	0.41	0.51	0.30	0.36	0.40	0.36	0.45	0.69	NA	0.33	0.65	0.53	0.49	0.24	0.40	NA	0.47	0.37	0.71	0.40	0.13	0.19
NM_005482|PIGK|chr1|-	chr1:77554685-77558175	77557576	0.36	0.47	0.51	0.38	0.19	NA	0.41	0.41	0.42	0.36	0.34	0.39	0.50	0.57	NA	0.57	0.32	0.55	0.29	0.48	NA	0.62	0.41	0.66	0.30	0.55	0.47	0.38	NA	0.50	0.36	0.53	0.51	0.38	0.44	0.61	0.47	0.40	NA	0.60	0.39	0.47	0.37	0.48	0.26	0.48	0.26	0.57	0.46	0.45	0.41
NM_007348|ATF6|chr1|+	chr1:161928235-161933839	161928645	0.18	0.17	0.16	0.19	0.11	0.16	0.15	0.11	0.25	0.12	0.13	0.10	0.22	0.26	0.16	0.19	0.20	0.24	0.11	0.21	0.11	0.10	0.16	0.18	0.15	0.23	0.27	0.09	0.23	0.14	0.21	0.08	0.12	0.12	0.17	0.12	0.26	0.16	0.12	0.25	0.14	0.20	0.14	0.16	0.08	0.20	0.11	0.08	0.16	0.12	0.17
NM_012463|ATP6V0A2|chr12|+	chr12:124242473-124246267	124242709	0.24	0.30	0.17	0.32	0.20	0.21	0.18	0.27	0.27	0.28	0.32	0.18	0.36	0.44	0.27	0.28	0.24	0.24	0.25	0.30	0.40	0.24	0.27	0.29	0.32	0.44	0.25	0.21	NA	0.21	0.32	0.18	0.22	0.20	0.29	0.27	0.34	0.28	NA	0.30	0.41	0.26	0.22	0.28	0.16	0.29	0.19	0.23	0.25	NA	0.25
NR_016021|TBRG1|chr11|+	chr11:124501988-124505389	124502233	0.28	0.33	0.22	0.32	0.22	0.29	0.37	0.22	0.52	0.34	0.34	0.16	0.46	0.43	0.24	0.43	0.36	0.43	0.21	0.26	0.23	0.20	0.32	0.39	0.41	0.27	0.43	0.11	0.30	0.21	0.34	0.21	0.29	0.35	0.38	0.28	0.39	0.24	0.31	0.34	0.33	0.34	0.34	0.36	0.19	0.45	0.20	0.18	0.39	0.32	0.41
NM_001134232|TMEM106B|chr7|+	chr7:12271462-12276900	12272490	0.46	0.54	0.52	0.42	0.31	0.55	0.61	0.34	0.48	0.33	0.17	0.20	0.47	0.64	0.59	0.57	0.55	0.61	0.27	0.32	0.25	0.37	0.35	0.50	0.41	0.56	0.50	0.24	0.55	0.46	0.56	0.34	0.29	0.31	0.50	0.32	0.50	0.40	0.37	0.52	0.38	0.51	0.29	0.37	0.17	0.40	0.33	0.24	0.42	0.56	0.54
NM_007292|ACOX1|chr17|-	chr17:73937611-73942876	73941860	0.53	0.41	0.58	0.56	0.50	0.65	0.33	0.51	0.57	0.57	0.58	0.40	0.55	0.62	0.37	0.37	0.59	0.66	0.34	0.55	0.58	0.51	0.49	0.47	0.41	0.53	0.45	0.40	0.48	0.39	0.66	0.32	0.40	0.41	0.40	0.51	0.68	0.39	0.34	0.63	0.65	0.47	0.46	0.37	0.62	0.51	0.47	0.51	0.62	0.35	0.37
NM_018156|VPS13D|chr1|+	chr1:12568946-12572103	12570342	0.30	0.33	0.41	0.52	0.29	0.37	0.44	0.35	0.44	0.41	0.31	0.22	0.56	0.64	0.39	0.38	0.50	0.55	0.26	0.54	0.31	0.40	NA	0.51	0.36	0.31	NA	0.36	0.28	0.41	0.48	NA	0.20	0.29	0.61	0.30	0.55	0.31	0.33	0.53	0.45	0.47	0.28	NA	0.28	0.58	0.22	0.35	0.44	0.30	0.35
NM_017902|HIF1AN|chr10|+	chr10:102307849-102313969	102309698	0.48	0.33	0.37	0.19	0.58	0.36	0.27	0.43	0.48	0.34	0.22	0.44	0.51	0.63	0.53	0.43	0.37	0.46	0.38	0.53	0.55	0.23	0.36	0.25	0.30	0.41	0.41	0.40	0.56	0.36	0.43	0.21	0.25	0.29	0.40	0.25	0.43	0.60	0.47	0.37	0.34	0.46	0.24	0.29	0.30	0.46	0.35	0.19	0.38	0.31	0.42
NM_002486|NCBP1|chr9|+	chr9:100433367-100436252	100433778	0.37	0.40	0.36	0.46	0.25	0.40	0.30	0.42	0.45	0.39	0.32	0.24	0.46	0.46	0.30	0.39	0.41	0.35	0.36	0.57	0.50	0.34	0.31	0.34	0.38	0.52	0.37	0.33	0.37	0.35	0.41	0.34	0.38	0.41	0.40	0.31	0.41	0.39	0.28	0.43	0.43	0.41	0.27	0.37	0.37	0.50	0.37	0.28	0.35	0.43	0.42
NM_003198|TCEB3|chr1|+	chr1:24086001-24088550	24086244	0.47	0.64	0.57	0.45	0.36	0.67	0.57	0.46	0.58	0.41	0.52	0.48	0.54	0.66	0.40	0.49	0.45	0.63	0.32	0.46	0.42	0.50	0.60	0.57	0.60	0.62	0.60	0.28	0.43	0.52	0.69	0.55	0.33	0.33	0.64	0.59	0.61	0.45	0.40	0.61	0.52	0.55	0.37	0.58	0.28	0.63	0.38	0.35	0.39	0.58	0.50
NM_018373|SYNJ2BP|chr14|-	chr14:70833209-70839848	70839405	0.52	0.58	NA	0.39	0.40	0.41	0.46	0.38	0.58	0.30	0.22	0.31	0.49	0.58	0.48	0.57	NA	0.50	0.36	0.42	NA	0.40	0.51	NA	0.39	0.67	0.56	0.41	0.65	0.37	0.48	0.30	0.39	0.38	NA	0.37	0.46	0.60	0.41	NA	0.56	0.48	0.33	0.40	0.27	0.39	0.31	0.19	0.42	0.45	0.57
NM_002577|PAK2|chr3|+	chr3:196555189-196559365	196557555	0.55	0.61	0.73	0.70	0.46	0.53	0.52	0.39	0.61	0.57	0.63	0.47	0.59	0.76	0.35	0.53	0.46	0.54	0.28	0.70	0.53	0.43	0.55	0.41	0.35	0.54	0.62	0.31	0.52	0.48	0.73	0.50	0.43	0.42	0.75	0.74	0.56	0.48	0.43	0.63	0.77	0.52	0.53	0.51	0.46	0.58	0.50	0.56	0.57	0.47	0.52
