event_id	loci	Proximal_Site	TCGA-38-4627-01A-01R-1206-07	TCGA-49-4512-01A-21R-1858-07	TCGA-55-6983-01A-11R-1949-07	TCGA-55-6978-01A-11R-1949-07	TCGA-73-4676-01A-01R-1755-07	TCGA-91-6828-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6984-01A-11R-1949-07	TCGA-91-6829-01A-21R-1858-07	TCGA-44-2668-01A-01R-A278-07	TCGA-44-2668-01B-02R-A277-07	TCGA-44-2668-01A-01R-0946-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6831-01A-11R-1858-07	TCGA-50-5932-01A-11R-1755-07	TCGA-49-6744-01A-11R-1858-07	TCGA-50-5931-01A-11R-1755-07	TCGA-44-2662-01B-02R-A277-07	TCGA-44-2662-01A-01R-A278-07	TCGA-44-2662-01A-01R-0946-07	TCGA-44-6778-01A-11R-1858-07	TCGA-38-4632-01A-01R-1755-07	TCGA-44-6146-01A-11R-1755-07	TCGA-44-6146-01A-11R-A278-07	TCGA-44-6146-01B-04R-A277-07	TCGA-44-3396-01A-01R-1206-07	TCGA-50-6595-01A-12R-1858-07	TCGA-55-6979-01A-11R-1949-07	TCGA-55-6975-01A-11R-1949-07	TCGA-44-2661-01A-01R-1107-07	TCGA-50-5935-01A-11R-1755-07	TCGA-55-6986-01A-11R-1949-07	TCGA-38-4625-01A-01R-1206-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-5645-01B-04R-A277-07	TCGA-44-5645-01A-01R-A278-07	TCGA-44-5645-01A-01R-1628-07	TCGA-44-6148-01A-11R-1755-07	TCGA-91-6849-01A-11R-1949-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-2665-01B-06R-A277-07	TCGA-44-2665-01A-01R-A278-07	TCGA-50-5939-01A-11R-1628-07	TCGA-55-6969-01A-11R-1949-07	TCGA-55-6980-01A-11R-1949-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6761-01A-31R-1949-07	TCGA-55-6981-01A-11R-1949-07	TCGA-44-6145-01A-11R-1755-07	TCGA-55-6971-01A-11R-1949-07	TCGA-44-6776-01A-11R-1858-07	TCGA-50-5930-01A-11R-1755-07	TCGA-91-6847-01A-11R-1949-07	TCGA-49-4490-01A-21R-1858-07	TCGA-44-6147-01A-11R-1755-07	TCGA-44-6147-01B-06R-A277-07	TCGA-44-6147-01A-11R-A278-07	TCGA-55-6985-01A-11R-1949-07	TCGA-55-6982-01A-11R-1949-07	TCGA-55-6968-01A-11R-1949-07	TCGA-91-6835-01A-11R-1858-07	TCGA-55-6970-01A-11R-1949-07	TCGA-55-6972-01A-11R-1949-07	TCGA-50-5936-01A-11R-1628-07	TCGA-91-6836-01A-21R-1858-07	TCGA-38-4626-01A-01R-1206-07
NM_001177|ARL1|chr12|-	chr12:101786683-101789448	101789237	0.35	0.35	0.38	0.38	0.30	0.33	0.26	0.45	0.28	0.41	0.50	0.25	0.36	0.29	0.35	0.46	0.38	0.35	0.37	0.41	0.23	0.24	0.37	0.31	0.45	0.43	0.47	0.30	0.29	0.32	0.35	0.38	0.35	0.47	0.43	0.37	0.56	0.31	0.39	0.57	0.36	0.29	0.37	0.52	0.29	0.41	0.35	0.34	0.44	0.44	0.31	0.38	0.40	0.46	0.37	0.29	0.37	0.41	0.44	0.39	0.41	0.40	0.46	0.36	0.41	0.41	0.42	0.32	0.42
NM_001206652|SH3GLB1|chr1|+	chr1:87208810-87213876	87209209	0.29	0.15	0.20	0.30	0.16	0.45	0.27	0.36	0.26	0.27	0.40	0.27	0.42	0.19	0.31	0.40	0.33	0.26	0.27	0.54	0.30	0.20	0.43	0.14	0.48	0.53	0.77	0.26	0.23	0.14	0.23	0.21	0.35	0.30	0.20	0.25	0.67	0.56	0.51	0.47	0.18	0.26	0.31	0.61	0.48	0.33	0.23	0.23	0.37	0.25	0.14	0.37	0.33	0.37	0.27	0.30	0.12	0.31	0.58	0.42	0.19	0.25	0.29	0.34	0.27	0.28	0.32	0.12	0.34
NM_016094|COMMD2|chr3|-	chr3:149456233-149459505	149458940	0.53	0.40	0.63	0.51	0.27	0.44	0.47	0.51	0.38	0.47	0.33	0.25	NA	0.23	0.50	0.38	0.46	0.45	0.36	NA	0.37	0.30	0.47	0.30	0.43	0.45	NA	0.38	0.33	0.37	0.34	0.44	0.61	0.67	0.40	0.38	NA	0.48	0.52	0.65	0.38	0.36	0.43	NA	0.44	0.49	0.43	0.42	0.50	0.49	0.38	0.40	0.57	0.67	0.28	0.64	0.43	0.50	NA	0.51	0.36	0.51	0.39	0.40	0.43	0.41	0.40	0.21	0.45
NM_032582|USP32|chr17|-	chr17:58254542-58256789	58256524	0.44	0.32	0.40	0.58	0.41	0.56	0.45	0.54	0.50	0.49	0.50	NA	0.68	0.33	0.42	0.46	0.38	0.42	0.36	NA	0.45	0.36	0.46	0.64	0.51	NA	NA	0.42	0.38	0.47	0.39	0.59	0.47	0.57	0.39	0.43	NA	NA	0.57	0.50	0.39	0.26	0.49	NA	0.75	0.42	0.44	0.41	0.54	0.44	0.56	0.46	0.60	0.47	0.44	0.65	0.46	0.34	NA	0.50	0.59	0.54	0.66	0.46	0.50	0.67	0.41	0.38	0.48
NM_152388|TMEM237|chr2|-	chr2:202484957-202489045	202488571	0.23	NA	0.13	0.12	0.09	NA	NA	0.19	0.10	NA	0.26	NA	NA	0.08	NA	0.25	NA	0.18	0.32	NA	NA	NA	0.15	0.12	NA	NA	NA	NA	0.11	0.09	0.07	0.17	0.18	0.24	NA	0.22	NA	NA	0.35	0.48	NA	0.21	0.21	NA	0.16	0.18	0.12	0.23	0.25	0.25	0.11	0.19	NA	NA	0.10	0.21	0.13	0.32	NA	NA	0.15	NA	0.15	0.31	0.13	0.15	0.18	0.04	NA
NM_004871|GOSR1|chr17|+	chr17:28849271-28855318	28852602	0.65	0.82	0.76	0.41	0.54	0.43	0.78	0.51	0.36	0.70	0.50	NA	NA	0.33	0.49	0.53	0.40	0.60	0.62	NA	NA	0.42	0.53	0.37	0.61	NA	NA	0.53	0.60	0.61	0.59	0.64	0.75	0.69	0.33	0.74	NA	NA	0.69	0.78	0.75	0.39	0.55	NA	NA	0.53	0.79	0.64	0.45	0.63	0.63	0.80	0.57	0.61	0.64	NA	0.89	0.50	NA	NA	0.63	0.52	0.67	0.47	0.37	NA	0.32	0.48	0.63
NM_005843|STAM2|chr2|-	chr2:152973314-152977316	152975538	0.30	NA	0.52	0.45	0.32	0.38	0.29	0.46	0.30	0.46	0.22	NA	NA	0.22	0.33	NA	0.31	0.36	0.37	NA	0.20	0.17	0.31	0.37	0.28	0.21	0.53	0.25	0.32	0.47	0.48	0.45	0.67	0.55	0.30	0.49	0.67	0.25	0.41	0.43	0.66	0.24	0.21	NA	0.40	0.37	NA	0.48	0.35	0.59	0.32	0.35	0.34	0.43	NA	0.54	0.52	0.40	NA	0.30	0.40	0.45	NA	0.25	0.33	0.64	0.28	0.21	0.29
NM_001122964|SMEK2|chr2|-	chr2:55774277-55777142	55775610	0.31	0.72	0.45	0.39	0.24	0.33	0.32	0.42	0.23	0.42	0.26	0.20	0.24	0.19	0.41	0.40	0.36	0.39	0.41	0.35	0.20	0.26	0.34	0.32	0.43	0.39	0.46	0.28	0.29	0.33	0.25	0.41	0.49	0.43	0.36	0.31	0.57	0.35	0.49	0.53	0.40	0.23	0.38	NA	0.34	0.36	0.44	0.41	0.34	0.51	0.31	0.38	0.33	0.55	0.32	0.44	0.53	0.40	NA	0.28	0.45	0.41	0.32	0.27	0.29	0.43	0.29	0.16	0.40
NM_001071775|MZT1|chr13|-	chr13:73282494-73284483	73283779	0.40	NA	0.74	0.67	0.51	0.61	0.36	0.51	0.50	0.74	0.49	0.38	NA	0.30	0.45	0.61	0.58	0.51	0.66	NA	0.44	0.30	0.49	0.57	0.50	NA	NA	0.37	0.45	0.82	0.64	0.59	0.69	0.74	0.48	0.68	NA	NA	0.43	0.44	NA	0.39	0.28	NA	0.83	0.63	0.79	0.59	0.51	0.77	0.62	0.45	0.54	NA	0.56	0.66	0.70	0.55	NA	NA	0.64	0.69	0.73	0.46	0.57	0.86	0.41	0.49	0.41
NM_000430|PAFAH1B1|chr17|+	chr17:2585022-2588935	2585172	0.66	0.31	0.56	0.69	0.43	0.66	0.43	0.70	0.50	0.59	0.61	0.39	0.71	0.41	0.64	0.64	0.55	0.57	0.53	1.00	0.50	0.57	0.67	0.34	0.69	0.58	1.00	0.60	0.53	0.54	0.46	0.54	0.57	0.73	0.42	0.44	1.00	0.63	0.78	0.76	0.44	0.33	0.64	0.98	0.59	0.63	0.55	0.64	0.73	0.56	0.55	0.63	0.63	0.67	0.38	0.71	0.40	0.62	1.00	0.51	0.63	0.69	0.68	0.58	0.54	0.38	0.51	0.40	0.62
NM_006854|KDELR2|chr7|-	chr7:6500714-6502806	6502586	0.49	0.70	0.49	0.52	0.44	0.50	0.46	0.52	0.43	0.59	0.47	0.32	0.47	0.26	0.36	0.45	0.51	0.56	0.60	0.71	0.45	0.36	0.46	0.40	0.64	0.64	0.92	0.41	0.41	0.43	0.37	0.58	0.57	0.68	0.43	0.50	0.82	0.69	0.63	0.67	0.63	0.34	0.46	0.82	0.66	0.45	0.45	0.51	0.47	0.49	0.40	0.56	0.40	0.61	0.65	0.56	0.64	0.36	0.85	0.40	0.47	0.65	0.44	0.44	0.65	0.84	0.47	0.41	0.48
NM_004041|ARRB1|chr11|-	chr11:74971152-74977318	74976594	0.28	0.16	0.20	0.17	0.20	0.15	0.74	0.22	0.18	0.25	0.29	NA	NA	0.17	0.31	0.21	0.16	0.19	0.55	NA	0.31	0.28	0.57	0.19	0.23	NA	NA	0.35	0.26	0.25	0.31	0.25	0.16	0.39	0.10	0.39	NA	0.60	0.44	0.24	0.20	0.64	0.17	NA	0.24	0.41	0.30	0.24	0.17	0.19	0.24	0.17	0.34	0.26	0.53	NA	0.15	0.25	NA	0.41	0.24	0.12	0.56	0.34	0.40	0.33	0.30	0.24	0.34
NM_001174127|SLC11A2|chr12|-	chr12:51372983-51375586	51375311	0.31	NA	0.50	0.59	0.48	0.36	0.58	0.60	0.44	NA	0.44	0.23	0.51	0.29	0.40	0.47	0.39	0.63	0.75	NA	0.40	0.48	0.51	0.46	0.74	NA	NA	0.50	NA	0.66	0.44	0.55	0.76	0.60	0.43	0.61	NA	0.36	0.67	0.67	0.55	0.35	0.52	NA	0.36	0.54	0.59	0.75	NA	0.69	0.47	0.70	0.44	0.52	0.34	0.80	0.89	0.47	NA	0.26	0.55	NA	0.53	0.43	0.40	0.77	0.36	0.29	0.55
NM_018066|GPN2|chr1|-	chr1:27202631-27206240	27205912	0.09	0.20	0.19	0.23	0.16	0.28	0.20	0.22	0.21	0.22	0.21	NA	NA	0.12	0.24	0.26	0.20	0.13	0.21	NA	NA	0.19	0.36	0.09	0.48	NA	NA	0.18	0.15	0.20	0.13	0.29	0.20	0.32	0.14	0.10	NA	0.37	0.35	0.38	0.20	0.22	0.29	NA	NA	0.23	0.29	0.20	0.27	0.20	0.20	0.36	0.28	0.28	0.12	0.36	0.12	0.22	NA	NA	0.17	0.22	0.29	0.23	0.25	0.19	0.17	0.10	0.33
NM_012412|H2AFV|chr7|-	chr7:44866411-44874161	44873887	0.12	0.04	0.08	0.14	0.09	0.14	0.08	0.17	0.08	0.14	0.19	0.14	0.20	0.09	0.16	0.21	0.12	0.13	0.11	0.18	0.14	0.10	0.29	0.10	0.22	0.28	0.36	0.14	0.07	0.06	0.09	0.11	0.07	0.18	0.13	0.06	0.47	0.32	0.20	0.27	0.08	0.13	0.16	0.27	0.18	0.16	0.10	0.12	0.19	0.10	0.09	0.17	0.15	0.21	0.07	0.06	0.05	0.15	0.34	0.23	0.10	0.13	0.14	0.11	0.14	0.07	0.16	0.07	0.21
NM_002154|HSPA4|chr5|+	chr5:132439924-132442123	132440119	0.24	0.07	0.21	0.19	0.15	0.36	0.18	0.23	0.17	0.27	0.26	0.09	NA	0.10	0.23	0.19	0.35	0.15	0.20	0.24	0.19	0.19	0.30	0.09	0.48	0.45	NA	0.22	0.19	0.13	0.10	0.25	0.23	0.35	0.27	0.09	NA	0.28	0.33	0.53	0.16	0.13	0.21	NA	0.21	0.25	0.27	0.24	0.38	0.27	0.15	0.24	0.25	0.33	0.25	0.30	0.14	0.24	NA	0.26	0.24	0.24	0.23	0.20	0.32	0.23	0.17	0.07	0.31
NM_006454|MXD4|chr4|-	chr4:2247884-2252428	2249248	0.04	0.09	0.05	0.03	0.04	0.02	0.06	0.03	0.03	0.07	0.03	NA	NA	0.03	0.02	0.05	0.03	0.03	0.02	NA	NA	NA	0.03	0.03	0.04	NA	NA	0.04	0.04	0.03	0.03	0.03	0.04	0.05	0.06	0.04	NA	0.03	0.04	0.03	0.04	0.04	0.04	NA	NA	0.04	0.05	0.05	0.07	0.08	0.07	0.04	0.04	0.03	0.03	0.05	0.08	0.03	NA	NA	0.05	0.04	0.05	0.04	0.03	0.04	0.02	0.03	0.04
NM_001695|ATP6V1C1|chr8|+	chr8:104080879-104085319	104081110	0.31	0.34	0.30	0.38	0.32	0.42	0.39	0.37	0.28	0.47	0.42	0.24	0.45	0.26	0.35	0.58	0.31	0.35	0.32	0.54	0.28	0.29	0.44	0.23	0.53	NA	NA	0.38	0.29	0.30	0.26	0.28	0.42	0.51	0.31	0.45	NA	0.36	0.39	0.44	0.29	0.36	0.36	NA	0.23	0.30	0.28	0.31	0.47	0.49	0.31	0.36	0.42	0.35	0.27	0.51	0.38	0.38	0.38	0.33	0.42	0.41	0.33	0.35	0.28	0.41	0.26	0.22	0.40
NR_033721|DNAJC19|chr3|-	chr3:180698319-180702498	180701564	0.01	0.07	0.03	NA	0.02	0.06	0.04	0.04	NA	0.04	0.05	NA	NA	0.02	0.03	0.05	0.07	0.04	0.04	NA	NA	0.03	0.08	0.03	0.04	NA	NA	0.03	0.01	0.05	0.03	0.03	0.06	0.03	0.02	0.03	NA	NA	0.04	0.08	0.03	NA	0.03	NA	NA	0.05	0.02	0.03	0.03	0.02	0.02	0.05	NA	0.05	0.04	0.10	0.03	0.04	NA	NA	0.02	0.04	0.05	0.07	0.02	0.04	0.04	0.03	0.05
NM_152594|SPRED1|chr15|+	chr15:38643214-38649464	38646186	0.56	0.83	0.73	0.56	0.53	0.42	0.66	0.61	0.41	NA	0.44	0.33	0.36	0.36	0.44	0.58	0.35	0.60	NA	0.39	0.30	0.42	0.40	0.37	0.39	0.45	0.47	0.51	0.47	0.57	NA	0.55	0.72	0.67	0.37	NA	0.47	0.47	0.53	0.72	NA	0.26	0.62	0.49	0.38	0.38	0.67	0.60	0.51	0.68	0.55	0.60	0.46	0.67	NA	0.79	NA	0.51	NA	0.37	0.59	0.68	NA	0.37	0.38	NA	0.36	0.50	0.55
NM_001135652|EIF2AK2|chr2|-	chr2:37333525-37334538	37334388	0.55	0.87	0.78	0.63	0.63	0.73	0.65	NA	0.59	0.65	0.69	0.47	0.41	0.58	0.54	0.68	0.52	0.68	0.64	0.37	0.41	0.64	0.64	0.50	0.54	0.59	0.43	0.64	0.57	0.69	0.70	0.61	0.71	0.74	0.60	0.73	0.38	0.38	0.47	0.54	NA	0.54	0.64	NA	0.55	0.76	0.68	0.92	0.70	0.72	0.68	0.54	0.59	NA	NA	0.63	0.87	0.51	0.49	0.44	0.62	0.65	0.69	0.51	0.52	0.76	0.58	0.55	0.70
NM_015251|ATMIN|chr16|+	chr16:81076765-81080955	81078673	0.37	0.55	0.72	0.49	0.59	0.24	0.53	0.42	0.29	0.55	0.46	0.17	NA	0.23	0.49	0.50	0.43	0.53	0.37	NA	0.24	0.30	0.34	0.38	0.50	0.35	0.69	0.56	0.39	0.73	0.42	0.37	0.63	0.59	0.23	0.46	NA	0.41	0.56	0.58	0.59	0.28	0.37	NA	0.31	0.42	0.54	0.45	0.43	0.50	0.36	0.32	0.51	0.67	0.48	0.55	NA	0.37	NA	0.30	0.51	0.49	0.60	0.44	0.50	0.43	0.46	0.48	0.50
NM_004738|VAPB|chr20|+	chr20:57019132-57026249	57020573	0.13	0.09	0.11	0.07	0.04	0.15	0.09	0.14	0.06	0.18	0.16	0.17	NA	0.10	0.21	0.09	0.07	0.12	0.16	NA	0.14	0.08	0.25	0.03	0.25	0.25	0.43	0.07	0.11	0.07	0.07	0.08	0.08	0.12	0.10	0.07	NA	0.39	0.27	0.36	0.06	0.10	0.12	NA	0.17	0.20	0.20	0.15	0.08	0.12	0.10	0.17	0.20	0.10	0.09	0.22	0.09	0.16	NA	0.24	0.10	0.09	0.12	0.10	0.11	0.06	0.07	0.04	0.17
NM_022739|SMURF2|chr17|-	chr17:62538377-62542065	62541556	0.38	0.29	0.34	0.38	0.21	0.43	0.27	0.40	0.24	0.41	0.34	0.19	0.37	0.18	0.37	0.40	0.39	0.38	0.33	NA	NA	0.26	0.57	0.14	0.52	NA	0.77	0.31	0.29	0.22	0.31	0.30	0.52	0.39	0.26	0.28	0.79	0.53	0.49	0.53	0.31	0.22	0.38	0.60	0.31	0.39	0.40	0.36	0.39	0.41	0.33	0.56	0.47	0.44	0.27	0.44	0.34	0.37	0.53	0.37	0.31	0.35	0.44	0.29	0.38	0.31	0.43	0.26	0.44
NM_012095|AP3M1|chr10|-	chr10:75880581-75883668	75881574	0.20	0.39	0.24	0.19	0.16	0.17	0.31	0.16	0.10	0.18	0.13	0.06	NA	0.11	0.15	0.23	0.18	0.26	0.23	NA	0.11	0.13	0.25	0.17	0.23	0.25	NA	0.13	0.21	0.22	0.18	0.21	0.22	0.18	0.14	0.24	NA	0.21	0.16	0.33	0.16	0.11	0.18	NA	NA	0.20	0.25	0.29	0.20	0.23	0.24	0.27	0.17	0.33	0.16	0.33	0.25	0.18	NA	0.12	0.23	0.21	0.14	0.14	0.12	0.29	0.11	0.11	0.21
NM_172128|CAMK2D|chr4|-	chr4:114372073-114375671	114373615	0.33	1.00	0.58	0.34	0.33	0.50	1.00	0.70	0.19	0.74	0.54	NA	NA	0.39	0.44	0.44	0.65	0.61	0.63	NA	0.24	0.46	0.58	0.38	0.65	0.49	0.47	0.42	0.44	0.52	0.42	0.54	1.00	0.58	0.33	0.96	NA	0.32	0.65	0.59	0.60	0.36	0.52	NA	0.27	0.58	0.61	0.54	0.50	0.75	0.34	0.54	0.55	0.94	NA	NA	0.79	0.63	0.53	0.35	0.47	0.34	0.40	0.51	0.41	0.70	NA	0.12	0.80
NM_005482|PIGK|chr1|-	chr1:77554678-77558175	77557664	0.46	NA	0.43	0.56	0.32	0.41	0.58	0.43	0.36	0.64	0.47	NA	NA	0.43	0.52	0.53	0.37	0.52	0.62	NA	0.45	0.43	0.39	0.30	0.54	NA	NA	0.40	0.44	0.37	0.35	0.48	0.46	0.48	0.40	0.42	NA	0.59	0.54	0.64	0.36	0.45	0.65	NA	0.53	0.43	0.38	0.42	0.49	0.55	0.31	0.47	0.51	0.46	0.31	0.45	0.30	0.43	NA	0.45	0.53	0.53	0.40	0.47	0.40	0.54	0.39	0.29	0.53
NM_007348|ATF6|chr1|+	chr1:161928235-161933845	161928649	0.19	0.19	0.17	0.27	0.19	0.28	0.22	0.20	0.30	0.24	0.26	0.16	0.36	0.14	0.25	0.25	0.30	0.21	0.20	NA	0.25	0.22	0.29	0.15	0.40	0.35	NA	0.20	0.17	0.13	0.19	0.22	0.25	0.31	0.18	0.16	NA	0.36	0.31	0.35	0.19	0.21	0.25	NA	0.25	0.31	0.22	0.22	0.44	0.38	0.17	0.37	0.25	0.32	0.26	0.20	0.19	0.20	NA	0.25	0.21	0.19	0.26	0.25	0.34	0.26	0.27	0.15	0.25
NM_005171|ATF1|chr12|+	chr12:51213417-51215033	51214198	0.31	NA	0.65	0.57	0.47	0.39	0.17	0.39	0.29	NA	0.44	0.42	NA	0.25	0.43	0.38	0.42	0.38	0.46	NA	0.30	0.12	0.35	0.57	0.40	0.28	NA	0.22	0.31	0.79	0.44	0.61	0.61	0.57	0.41	0.61	NA	0.40	0.44	0.44	0.67	0.38	0.14	NA	0.72	0.59	0.57	0.72	0.38	0.64	0.55	0.40	0.49	0.49	0.36	0.52	0.77	0.55	NA	NA	0.58	0.48	0.57	0.35	0.48	0.67	0.27	0.33	0.28
NM_001134232|TMEM106B|chr7|+	chr7:12271462-12277829	12272490	0.48	0.30	0.39	0.60	0.45	0.62	0.47	0.54	0.44	0.58	0.60	0.32	0.48	0.33	0.49	0.74	0.37	0.42	0.59	0.85	0.35	0.38	0.69	0.36	0.69	0.58	0.78	0.60	0.50	0.33	0.43	0.57	0.37	0.55	0.51	0.51	0.82	0.57	0.69	0.78	0.41	0.48	0.47	0.75	0.57	0.57	0.43	0.49	0.72	0.54	0.49	0.75	0.66	0.57	0.46	0.59	0.27	0.62	0.64	0.63	0.51	0.54	0.77	0.52	0.41	0.37	0.49	0.33	0.66
NM_007292|ACOX1|chr17|-	chr17:73937603-73942876	73941861	0.29	0.78	0.57	0.42	0.29	0.46	0.52	0.54	0.31	0.61	0.55	0.31	0.43	0.33	0.43	0.46	0.49	0.46	0.60	0.44	0.43	0.40	0.50	0.36	0.54	0.53	0.50	0.54	0.37	0.60	0.40	0.49	0.65	0.78	0.38	0.63	0.48	0.50	0.58	0.66	0.59	0.33	0.53	0.54	0.58	0.57	0.57	0.58	0.61	0.69	0.49	0.50	0.57	0.83	0.42	0.64	0.63	0.52	0.49	0.54	0.61	0.51	0.54	0.43	0.43	0.57	0.47	0.23	0.63
NM_018156|VPS13D|chr1|+	chr1:12568946-12572139	12570344	0.55	0.52	0.46	0.37	NA	0.52	0.48	0.45	NA	0.59	0.42	NA	NA	NA	0.48	0.28	NA	0.34	0.38	NA	NA	NA	0.52	NA	0.50	NA	NA	0.31	0.37	0.29	0.39	0.38	0.43	0.61	NA	0.43	NA	0.48	0.61	0.59	0.45	0.35	NA	NA	NA	0.61	0.44	0.57	0.49	NA	0.37	0.55	0.64	0.65	0.42	0.44	0.43	0.54	NA	NA	0.39	0.35	0.46	0.32	0.40	0.53	0.60	NA	0.62
NM_017902|HIF1AN|chr10|+	chr10:102307849-102314077	102309727	0.24	0.30	0.30	0.36	0.20	0.51	0.53	0.46	0.26	0.56	0.41	0.34	NA	0.31	NA	0.43	0.67	0.29	0.40	NA	0.33	0.35	0.64	0.21	0.61	0.68	NA	0.34	0.45	0.39	0.43	0.44	NA	0.60	0.21	0.33	NA	0.59	0.78	0.56	0.61	0.45	0.36	NA	NA	0.50	0.48	0.58	0.33	0.45	0.46	0.53	0.48	0.48	0.44	0.46	0.30	0.56	NA	0.45	0.42	0.26	0.59	0.48	0.53	NA	0.52	0.24	NA
NM_174871|PSMD12|chr17|-	chr17:65334029-65337168	65336883	0.20	0.20	0.28	0.23	0.18	0.23	0.20	0.30	0.20	0.30	0.24	0.18	0.20	0.13	0.23	0.25	0.23	0.18	0.23	0.37	0.30	0.24	0.25	0.34	0.33	0.40	0.48	0.26	0.17	0.16	0.12	0.38	0.30	0.39	0.24	0.17	0.45	0.36	0.29	0.39	0.16	0.16	0.33	0.60	0.30	0.25	0.21	0.22	0.33	0.29	0.23	0.24	0.26	0.36	0.18	0.27	0.14	0.20	0.47	0.30	0.23	0.24	0.27	0.23	0.22	0.32	0.21	0.12	0.32
NM_015459|ATL3|chr11|-	chr11:63391530-63396877	63396646	0.52	0.21	0.53	0.50	0.52	0.60	0.50	0.53	0.65	0.72	0.64	0.32	0.57	0.28	0.62	0.39	0.62	0.43	0.44	0.72	0.45	0.49	0.53	0.31	0.68	0.53	0.77	0.55	0.36	0.35	0.23	0.54	0.53	0.63	0.43	0.23	0.75	0.52	0.69	0.62	0.49	0.50	0.63	0.82	0.56	0.62	0.48	0.50	0.57	0.52	0.45	0.61	0.58	0.63	0.50	0.43	0.22	0.47	1.00	0.53	0.61	0.52	0.71	0.49	0.58	0.45	0.45	0.42	0.55
NM_020728|ESYT2|chr7|-	chr7:158523633-158526943	158526568	0.68	0.78	0.74	0.65	0.39	0.75	0.74	0.71	0.44	0.74	0.69	0.39	0.81	0.43	0.72	0.79	0.83	0.68	0.68	0.85	0.51	0.53	0.66	0.56	0.75	0.69	0.92	0.59	0.61	0.55	0.53	0.78	0.86	0.81	0.56	0.83	0.91	0.70	0.85	0.91	0.71	0.44	0.73	0.86	0.79	0.63	0.73	0.78	0.78	0.75	0.56	0.84	0.63	0.86	0.49	0.80	0.65	0.65	0.87	0.62	0.61	0.79	0.73	0.61	0.77	0.78	0.64	0.30	0.75
NR_026591|RAD1|chr5|-	chr5:34905233-34909053	34908689	0.19	0.26	0.28	0.28	0.17	0.29	0.22	0.36	0.21	0.28	0.32	0.22	NA	0.21	0.24	0.36	0.29	0.27	0.35	NA	0.25	0.25	0.32	0.22	0.41	NA	NA	0.24	0.21	0.16	0.19	0.28	0.27	0.28	0.33	0.30	NA	0.40	0.36	0.37	0.28	0.22	0.26	NA	0.30	0.39	0.29	0.32	0.30	0.32	0.21	0.33	0.26	0.37	0.24	0.32	0.30	0.25	0.22	0.28	0.23	0.30	0.33	0.26	0.27	0.34	0.30	0.18	0.34
NM_001253771|SYNCRIP|chr6|-	chr6:86315917-86322641	86321032	0.28	0.42	0.23	0.21	0.19	0.28	0.13	0.26	0.19	0.33	0.32	0.29	0.43	0.27	0.31	0.37	0.25	0.34	0.50	0.49	0.22	0.16	0.37	0.18	0.18	0.26	0.48	0.18	0.21	0.19	0.23	0.14	0.41	0.25	0.22	0.24	0.58	0.32	0.22	0.36	0.33	0.17	0.28	0.59	0.38	0.33	0.35	0.35	0.29	0.28	0.16	0.25	0.35	0.21	0.28	0.27	0.40	0.43	0.79	0.46	0.31	0.37	0.38	0.23	0.20	0.23	0.24	0.39	0.24
NM_001178142|TFDP2|chr3|-	chr3:141663294-141671538	141671352	0.17	0.12	0.19	0.29	0.18	0.37	0.14	0.36	0.24	0.23	0.32	0.11	NA	0.11	0.25	0.28	0.26	0.15	0.15	NA	NA	0.16	0.43	NA	0.45	0.38	NA	0.24	0.12	0.15	0.17	0.36	0.15	0.40	0.15	0.09	NA	0.33	0.34	0.44	0.20	0.21	0.25	NA	NA	NA	0.24	0.28	0.28	0.17	0.17	0.38	0.39	NA	0.24	0.24	0.13	0.23	NA	NA	0.22	0.21	0.39	0.24	0.21	0.12	0.18	0.15	0.35
NM_022754|SFXN1|chr5|+	chr5:174953640-174956747	174955499	0.27	0.92	0.28	0.37	0.42	0.25	0.29	0.47	0.28	0.32	0.28	0.22	NA	0.29	0.39	0.32	0.28	0.34	0.35	NA	0.24	0.30	0.44	0.35	0.32	NA	NA	0.48	0.32	0.38	0.36	0.49	0.45	0.41	0.39	0.44	NA	0.39	0.46	0.53	0.33	0.31	0.40	NA	0.31	0.27	0.44	0.54	0.43	0.51	0.35	0.51	0.36	0.31	0.29	0.45	0.77	0.43	NA	NA	0.34	0.41	0.26	0.33	0.25	0.39	0.24	0.21	0.46
NM_004457|ACSL3|chr2|+	chr2:223806214-223809325	223806772	0.26	0.18	0.25	0.28	0.16	0.25	0.20	0.27	0.18	0.28	0.28	0.15	0.33	0.16	0.27	0.28	0.22	0.22	0.21	0.70	0.25	0.25	0.26	0.17	0.18	0.18	0.65	0.15	0.18	0.15	0.14	0.24	0.28	0.24	0.23	0.14	NA	0.31	0.33	0.28	0.13	0.10	0.25	NA	0.26	0.20	0.21	0.26	0.34	0.35	0.17	0.23	0.24	0.20	0.14	0.19	0.17	0.17	NA	0.21	0.18	0.23	0.29	0.18	0.22	0.23	0.20	0.22	0.25
