event_id	loci	Proximal_Site	TCGA-38-4627-01A-01R-1206-07	TCGA-49-4512-01A-21R-1858-07	TCGA-55-6983-01A-11R-1949-07	TCGA-55-6978-01A-11R-1949-07	TCGA-73-4676-01A-01R-1755-07	TCGA-91-6828-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6984-01A-11R-1949-07	TCGA-91-6829-01A-21R-1858-07	TCGA-44-2668-01A-01R-A278-07	TCGA-44-2668-01B-02R-A277-07	TCGA-44-2668-01A-01R-0946-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6831-01A-11R-1858-07	TCGA-50-5932-01A-11R-1755-07	TCGA-49-6744-01A-11R-1858-07	TCGA-50-5931-01A-11R-1755-07	TCGA-44-2662-01B-02R-A277-07	TCGA-44-2662-01A-01R-A278-07	TCGA-44-2662-01A-01R-0946-07	TCGA-44-6778-01A-11R-1858-07	TCGA-38-4632-01A-01R-1755-07	TCGA-44-6146-01A-11R-1755-07	TCGA-44-6146-01A-11R-A278-07	TCGA-44-6146-01B-04R-A277-07	TCGA-44-3396-01A-01R-1206-07	TCGA-50-6595-01A-12R-1858-07	TCGA-55-6979-01A-11R-1949-07	TCGA-55-6975-01A-11R-1949-07	TCGA-44-2661-01A-01R-1107-07	TCGA-50-5935-01A-11R-1755-07	TCGA-55-6986-01A-11R-1949-07	TCGA-38-4625-01A-01R-1206-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-5645-01B-04R-A277-07	TCGA-44-5645-01A-01R-A278-07	TCGA-44-5645-01A-01R-1628-07	TCGA-44-6148-01A-11R-1755-07	TCGA-91-6849-01A-11R-1949-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-2665-01B-06R-A277-07	TCGA-44-2665-01A-01R-A278-07	TCGA-50-5939-01A-11R-1628-07	TCGA-55-6969-01A-11R-1949-07	TCGA-55-6980-01A-11R-1949-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6761-01A-31R-1949-07	TCGA-55-6981-01A-11R-1949-07	TCGA-44-6145-01A-11R-1755-07	TCGA-55-6971-01A-11R-1949-07	TCGA-44-6776-01A-11R-1858-07	TCGA-50-5930-01A-11R-1755-07	TCGA-91-6847-01A-11R-1949-07	TCGA-49-4490-01A-21R-1858-07	TCGA-44-6147-01A-11R-1755-07	TCGA-44-6147-01B-06R-A277-07	TCGA-44-6147-01A-11R-A278-07	TCGA-55-6985-01A-11R-1949-07	TCGA-55-6982-01A-11R-1949-07	TCGA-55-6968-01A-11R-1949-07	TCGA-91-6835-01A-11R-1858-07	TCGA-55-6970-01A-11R-1949-07	TCGA-55-6972-01A-11R-1949-07	TCGA-50-5936-01A-11R-1628-07	TCGA-91-6836-01A-21R-1858-07	TCGA-38-4626-01A-01R-1206-07
NM_015154|MESDC2|chr15|-	chr15:81270151-81271818	81271471	0.49	0.71	0.60	0.53	0.57	0.43	0.39	0.42	0.49	0.50	0.50	0.49	NA	0.38	0.46	0.49	0.45	0.52	0.56	NA	0.51	0.42	0.53	0.40	0.55	0.61	NA	0.44	0.59	0.61	0.55	0.49	0.49	0.44	0.43	0.51	NA	0.55	0.57	0.48	0.47	0.42	0.37	NA	0.62	0.49	0.56	0.55	0.45	0.62	0.49	0.56	0.45	0.43	0.61	0.57	0.73	0.45	NA	0.50	0.55	0.42	0.61	0.49	0.50	0.57	0.45	0.59	0.41
NM_004573|PLCB2|chr15|-	chr15:40580089-40581119	40580915	NA	1.00	0.94	0.90	NA	0.63	0.88	0.80	0.83	NA	NA	NA	NA	0.64	0.76	NA	0.81	0.94	NA	NA	0.82	0.79	0.67	NA	NA	NA	NA	0.86	NA	0.74	NA	0.92	NA	0.98	NA	NA	NA	0.87	0.85	0.82	0.91	NA	NA	NA	NA	NA	1.00	0.85	0.73	1.00	0.93	0.91	0.79	NA	1.00	NA	1.00	0.73	NA	NA	0.98	NA	0.90	0.77	0.74	NA	NA	NA	0.85
NM_001199058|C15orf38-AP3S2|chr15|-	chr15:90373832-90378875	90377570	0.15	0.26	0.17	0.17	0.16	0.23	0.20	0.21	0.18	0.22	0.20	0.16	NA	0.15	0.21	0.17	0.19	0.17	0.25	NA	0.18	0.19	0.22	0.14	0.29	0.25	NA	0.21	0.16	0.15	0.13	0.21	0.20	0.28	0.16	0.17	NA	0.25	0.26	0.30	0.18	0.19	0.19	NA	0.13	0.24	0.21	0.23	0.28	0.24	0.15	0.25	0.23	0.26	0.17	0.20	0.17	0.17	NA	0.18	0.20	0.14	0.26	0.21	0.22	0.21	0.23	0.09	0.26
NM_139242|MTFMT|chr15|-	chr15:65294862-65295594	65295392	NA	0.68	0.77	0.56	NA	0.72	0.71	0.68	NA	0.68	NA	NA	NA	NA	NA	0.52	0.55	0.62	0.75	NA	NA	NA	NA	0.34	0.51	0.54	NA	0.55	NA	0.51	0.59	0.49	0.53	0.59	0.67	0.69	NA	0.45	0.55	0.70	0.51	NA	NA	NA	0.30	0.72	0.53	NA	0.72	NA	0.61	NA	NA	0.73	NA	0.62	NA	0.55	NA	NA	NA	NA	0.72	NA	0.53	NA	0.54	0.55	0.64
NM_001080792|C15orf57|chr15|-	chr15:40845152-40846326	40845623	0.86	1.00	0.98	0.88	0.90	NA	0.89	0.85	0.93	0.90	0.79	NA	NA	0.82	0.91	0.84	0.94	0.96	NA	NA	NA	0.81	0.65	0.91	0.75	0.98	NA	0.92	0.91	0.97	0.99	0.96	0.98	0.72	0.88	0.96	NA	0.91	0.98	0.91	0.99	NA	0.73	NA	NA	0.84	0.97	0.95	0.78	0.85	0.90	0.91	0.82	0.84	0.95	0.99	1.00	0.98	NA	NA	0.99	0.87	0.85	0.65	0.89	0.95	0.88	0.96	0.88
NM_001145357|SIN3A|chr15|-	chr15:75660969-75664550	75663335	0.18	0.51	0.16	0.19	0.20	0.14	0.17	0.17	0.14	0.20	0.14	0.21	NA	0.14	0.12	0.19	0.11	0.21	0.17	NA	0.13	0.14	0.15	0.14	0.18	0.24	NA	0.22	0.22	0.24	0.18	0.18	0.19	0.29	0.11	0.26	NA	0.19	0.20	0.18	0.26	0.13	0.13	NA	NA	0.16	0.23	0.22	0.26	0.24	0.17	0.17	0.14	0.23	0.12	0.23	0.25	0.16	NA	0.17	0.20	0.14	0.15	0.13	0.16	0.21	0.17	0.14	0.26
NR_037602|LOC100507217|chr15|+	chr15:93440953-93443549	93441265	0.02	0.02	0.03	0.02	0.01	0.02	0.01	0.03	0.01	0.03	0.03	0.04	0.22	0.03	0.02	0.02	0.03	0.02	0.01	0.34	0.05	0.02	0.04	0.02	0.02	0.04	0.21	0.01	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.02	0.52	0.09	0.04	0.04	0.02	0.01	0.02	0.48	0.03	0.02	0.03	0.03	0.05	0.04	0.03	0.02	0.03	0.03	0.01	0.02	0.02	0.03	0.48	0.07	0.04	0.03	0.06	0.03	0.03	0.03	0.02	0.04	0.02
NM_016395|PTPLAD1|chr15|+	chr15:65868640-65870867	65868972	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	NA	1.00	1.00	1.00	1.00	1.00	1.00	0.74	0.95	1.00	1.00	1.00	1.00	1.00	0.81	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	0.98	1.00	1.00	1.00	1.00	1.00	0.85	0.97	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.76	0.98	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_014630|ZNF592|chr15|+	chr15:85345093-85349670	85346392	NA	0.33	0.29	0.34	0.25	0.53	0.47	0.39	0.36	0.33	0.39	NA	NA	0.30	0.33	0.40	0.43	0.31	0.22	NA	NA	0.29	0.44	NA	0.44	NA	NA	0.34	0.32	0.24	0.29	NA	0.40	0.40	NA	0.29	NA	NA	0.54	0.55	0.24	0.33	NA	NA	NA	0.38	0.30	0.36	0.36	0.40	0.27	0.48	0.36	0.48	0.34	0.48	0.34	0.44	NA	NA	0.30	0.30	0.49	0.42	0.38	NA	0.49	NA	0.34
NM_005926|MFAP1|chr15|-	chr15:44096548-44097474	44096933	0.36	0.66	0.46	0.35	0.39	0.22	0.40	0.41	0.34	0.45	0.42	0.40	NA	0.34	0.34	0.31	0.36	0.38	0.36	NA	0.50	0.26	0.27	0.29	0.31	0.45	NA	0.37	0.47	0.53	0.49	0.51	0.48	0.49	0.39	0.56	NA	0.41	0.35	0.38	0.46	0.35	0.29	NA	0.64	0.31	0.57	0.51	0.33	0.63	0.42	0.34	0.34	0.39	0.56	0.47	0.73	0.49	NA	0.43	0.39	0.46	0.36	0.25	0.37	0.48	0.32	0.31	0.31
NM_016073|HDGFRP3|chr15|-	chr15:83802493-83808027	83807011	0.21	0.42	0.28	0.25	NA	0.23	NA	0.30	0.32	0.21	0.27	0.15	0.28	0.15	0.39	0.31	NA	0.32	0.20	NA	0.32	0.31	0.22	0.15	NA	NA	NA	NA	0.16	0.28	0.23	0.33	0.30	0.30	0.18	0.23	NA	0.27	0.31	0.28	NA	0.18	0.21	0.35	0.26	0.18	0.31	0.39	0.25	0.33	NA	NA	0.18	NA	0.15	0.17	NA	0.28	0.27	0.31	0.21	0.33	0.17	0.29	NA	NA	0.18	0.14	0.31
NM_017553|INO80|chr15|-	chr15:41271083-41272638	41271594	NA	1.00	1.00	0.91	0.96	NA	0.93	0.93	0.87	0.87	NA	NA	NA	0.88	0.87	NA	0.86	0.99	0.96	NA	NA	0.86	0.89	NA	0.74	0.97	NA	NA	1.00	0.97	NA	NA	1.00	0.94	0.96	1.00	NA	NA	0.82	0.86	1.00	0.80	NA	NA	NA	0.93	NA	1.00	0.83	1.00	0.99	1.00	0.90	1.00	NA	0.99	1.00	0.96	NA	0.69	1.00	1.00	NA	0.71	0.80	NA	0.84	0.90	0.86
NM_020739|CCPG1|chr15|-	chr15:55648608-55653142	55651175	0.10	0.15	0.13	0.10	0.08	0.10	0.07	0.09	0.09	0.10	0.10	0.10	NA	0.08	0.10	0.09	0.08	0.09	0.07	0.19	0.10	0.08	0.08	0.05	0.07	0.07	0.18	0.11	0.08	0.10	0.08	0.10	0.09	0.13	0.06	0.09	0.26	0.10	0.10	0.12	0.09	0.06	0.11	0.36	0.09	0.08	0.09	0.10	0.11	0.13	0.10	0.07	0.09	0.09	0.07	0.09	0.10	0.09	0.37	0.12	0.12	0.13	0.10	0.08	0.07	0.10	0.08	0.05	0.11
NR_023319|ADPGK|chr15|-	chr15:73043374-73045236	73043946	0.74	1.00	0.87	0.78	0.77	0.61	0.64	0.67	0.61	0.76	0.66	0.54	0.94	0.61	0.71	0.64	0.66	0.87	0.74	NA	0.58	0.53	0.72	0.69	0.60	0.57	NA	0.66	0.81	0.91	0.90	0.82	0.90	0.87	0.65	0.94	NA	0.56	0.78	0.74	0.95	0.69	0.55	NA	0.65	0.66	0.97	0.89	0.62	0.92	0.85	0.79	0.65	0.67	0.80	0.90	0.95	0.82	NA	0.45	0.77	0.83	0.87	0.64	0.68	0.94	0.61	0.83	0.74
NM_022767|AEN|chr15|+	chr15:89173288-89175551	89174415	0.97	NA	1.00	1.00	NA	0.91	1.00	NA	0.94	1.00	NA	0.70	NA	0.96	NA	0.97	0.99	1.00	NA	NA	NA	NA	0.94	1.00	1.00	0.66	NA	0.95	1.00	NA	NA	0.97	NA	1.00	0.90	NA	NA	0.72	0.97	1.00	1.00	NA	NA	NA	NA	0.89	NA	NA	1.00	1.00	1.00	NA	0.93	NA	NA	NA	NA	0.97	NA	NA	1.00	1.00	1.00	0.97	0.95	NA	0.94	1.00	0.94
NM_001042581|SNUPN|chr15|-	chr15:75890354-75891022	75890696	0.82	0.98	0.97	0.80	0.82	0.86	0.85	0.65	0.76	0.94	0.85	0.57	NA	0.84	0.96	0.96	0.89	0.95	0.87	NA	0.81	0.77	0.83	0.93	0.78	0.70	NA	0.85	0.79	0.93	0.88	0.91	0.90	0.85	0.79	0.88	NA	0.78	0.72	0.72	0.98	0.76	0.82	NA	0.77	0.82	0.78	0.89	0.80	0.83	0.84	0.75	0.70	0.87	0.98	0.96	0.92	0.79	NA	0.70	0.89	0.81	0.86	0.77	0.83	0.89	0.89	0.95	0.85
NM_172217|IL16|chr15|+	chr15:81600945-81601716	81601362	0.27	0.19	0.29	0.30	NA	0.26	0.26	0.25	NA	NA	NA	NA	NA	0.33	0.33	0.32	NA	0.32	NA	NA	NA	NA	0.30	NA	NA	NA	NA	0.23	NA	0.24	NA	0.22	0.19	0.21	NA	NA	NA	0.40	0.28	0.29	0.19	NA	0.46	NA	NA	0.25	0.24	0.22	0.22	0.44	NA	0.30	0.29	NA	0.29	NA	0.37	0.30	NA	0.38	0.26	0.38	0.18	0.35	0.37	NA	NA	NA	0.24
NM_016530|RAB8B|chr15|+	chr15:63555725-63559984	63556229	0.76	NA	0.88	0.79	0.71	0.67	0.73	0.76	0.74	NA	0.71	0.53	0.86	0.64	0.75	0.72	NA	0.74	NA	0.93	0.51	0.58	0.70	0.70	0.67	0.50	NA	0.66	0.74	0.80	0.74	0.78	NA	NA	0.65	NA	NA	0.63	0.79	0.70	NA	0.55	0.60	NA	0.58	0.68	0.84	NA	0.79	NA	0.72	0.81	0.81	NA	0.72	NA	NA	0.79	0.95	0.66	0.75	0.77	0.84	0.63	0.75	NA	0.61	NA	0.70
NM_016304|RSL24D1|chr15|-	chr15:55473429-55474423	55474210	0.94	0.98	0.96	0.94	0.91	0.87	0.96	0.90	0.87	0.93	0.87	0.87	0.98	0.92	0.90	0.94	0.91	0.96	0.95	0.97	0.82	0.94	0.85	0.89	0.91	0.89	1.00	0.98	0.93	0.94	0.88	0.95	0.95	0.91	0.92	0.98	1.00	0.88	0.91	0.93	0.95	0.85	0.91	1.00	0.85	0.91	0.93	0.93	0.89	0.97	0.92	0.92	0.90	0.91	0.95	0.94	0.97	0.93	0.98	0.91	0.95	0.94	0.94	0.84	0.89	0.96	0.87	0.90	0.95
NM_153271|SNX33|chr15|+	chr15:75949302-75954607	75950858	0.13	0.23	0.13	0.15	0.09	0.24	0.17	0.21	0.15	0.17	0.20	0.21	NA	0.13	0.20	0.18	0.14	0.11	NA	NA	0.24	0.17	0.36	0.09	0.16	0.22	NA	0.15	0.10	0.11	0.14	0.17	0.30	0.15	0.13	0.10	NA	0.44	0.35	0.28	0.12	0.20	0.16	NA	NA	0.25	0.22	0.21	0.11	0.12	0.15	0.19	0.24	0.09	0.11	0.22	0.16	0.25	NA	NA	0.16	0.12	NA	0.19	0.19	0.18	0.14	0.13	0.32
NR_027409|GOLGA8A|chr15|-	chr15:34671256-34673814	34673510	NA	0.57	NA	NA	NA	0.93	NA	0.92	NA	0.80	NA	0.72	0.99	0.78	NA	NA	NA	NA	0.97	0.99	0.78	0.86	0.93	NA	NA	NA	NA	0.93	NA	0.93	NA	NA	0.77	0.91	0.82	NA	1.00	0.86	1.00	0.81	0.53	NA	0.92	NA	0.99	NA	NA	0.90	NA	NA	0.92	NA	0.67	NA	NA	NA	0.91	0.81	NA	0.80	0.89	NA	0.92	0.84	NA	0.88	NA	NA	0.78
NM_003981|PRC1|chr15|-	chr15:91509252-91510432	91510281	NA	1.00	0.98	0.96	0.92	0.96	NA	NA	0.94	0.96	0.94	0.85	0.88	0.91	NA	0.96	NA	0.92	1.00	NA	0.84	0.89	0.87	0.83	NA	NA	NA	0.93	0.94	0.97	0.95	NA	NA	NA	0.93	0.99	NA	NA	NA	NA	NA	0.91	NA	NA	NA	0.87	0.96	NA	0.85	1.00	0.99	0.86	1.00	NA	0.92	0.99	NA	NA	NA	NA	0.98	0.92	0.98	0.87	0.89	NA	0.95	0.87	NA
NM_022769|CRTC3|chr15|+	chr15:91185163-91188584	91185379	0.84	NA	0.95	0.87	NA	0.89	NA	0.90	0.89	NA	0.84	NA	NA	0.90	0.82	0.83	0.82	0.92	NA	NA	NA	0.83	0.93	NA	0.88	NA	NA	0.89	NA	0.88	0.87	NA	0.87	0.85	0.81	NA	NA	NA	0.88	0.89	0.84	0.86	0.90	NA	NA	0.83	0.94	0.87	0.91	NA	NA	0.90	0.87	0.84	0.87	NA	NA	0.86	NA	NA	0.94	0.86	0.91	0.83	0.91	NA	0.83	0.82	0.90
NM_018445|SELS|chr15|-	chr15:101811851-101813061	101812552	0.11	0.25	0.14	0.14	0.13	0.11	0.13	0.12	0.11	0.11	0.10	0.12	0.28	0.11	0.11	0.11	0.11	0.13	0.13	NA	0.13	0.10	0.12	0.11	0.10	0.13	NA	0.11	0.13	0.15	0.13	0.12	0.15	0.14	0.11	0.16	NA	0.13	0.12	0.11	0.17	0.10	0.11	NA	0.15	0.12	0.16	0.14	0.11	0.14	0.13	0.11	0.12	0.12	0.12	0.16	0.22	0.12	NA	0.12	0.14	0.13	0.15	0.10	0.11	0.17	0.12	0.10	0.11
NM_004492|GTF2A2|chr15|-	chr15:59930714-59931356	59931105	0.06	0.09	0.08	0.07	0.06	0.06	0.06	0.10	0.07	0.12	0.09	0.10	NA	0.07	0.07	0.06	0.08	0.07	0.06	NA	0.08	0.06	0.08	0.07	0.07	0.16	0.16	0.07	0.08	0.08	0.07	0.06	0.09	0.10	0.08	0.07	NA	0.17	0.12	0.08	0.09	0.05	0.08	NA	0.12	0.06	0.10	0.08	0.08	0.07	0.06	0.06	0.09	0.09	0.06	0.07	0.09	0.08	NA	0.10	0.06	0.07	0.13	0.07	0.08	0.07	0.07	0.05	0.08
NM_032856|WDR73|chr15|-	chr15:85181375-85186954	85186404	NA	0.48	0.31	0.31	0.25	0.29	0.22	0.31	0.34	0.33	0.39	0.16	NA	0.19	NA	0.36	0.27	0.32	0.33	NA	0.23	0.26	0.30	0.19	0.31	0.29	NA	0.26	0.21	0.31	0.22	0.31	0.35	0.29	0.18	0.26	NA	0.28	0.31	0.34	0.39	NA	0.29	NA	0.26	0.32	0.21	0.27	0.27	0.24	0.27	0.33	0.34	0.30	0.28	0.27	0.22	0.39	NA	0.43	0.20	0.32	0.39	0.44	0.43	0.24	0.29	0.19	0.25
NM_019600|FAM214A|chr15|-	chr15:52873428-52874504	52874104	0.42	1.00	0.66	0.60	0.52	0.48	0.53	0.58	0.50	0.68	NA	0.34	NA	NA	0.47	0.45	0.47	0.51	0.60	NA	0.38	0.32	0.48	0.43	0.45	0.38	NA	0.43	0.37	0.72	0.67	0.61	0.61	0.62	0.53	0.87	0.93	0.45	0.47	0.53	0.74	0.41	0.30	NA	0.43	0.50	0.68	0.73	0.49	NA	0.74	0.48	0.58	0.55	0.46	0.64	1.00	0.56	0.81	0.51	0.62	0.64	0.60	0.50	0.56	0.87	0.46	0.33	0.56
NM_015492|C15orf39|chr15|+	chr15:75503089-75504588	75503842	0.45	0.55	0.37	0.51	0.42	0.21	0.59	0.45	0.50	0.42	0.35	NA	NA	0.52	0.40	0.49	0.24	0.41	0.51	NA	NA	0.46	0.43	0.31	0.36	NA	NA	0.37	0.44	0.57	0.47	0.54	0.38	0.51	0.37	0.34	NA	NA	0.33	0.34	0.30	0.43	0.46	NA	NA	0.36	0.46	0.39	0.47	0.42	0.28	0.32	0.36	0.48	0.33	0.64	0.37	0.29	NA	NA	0.41	0.41	0.52	0.47	0.33	0.57	0.37	0.31	0.35
NM_015289|VPS39|chr15|-	chr15:42450889-42453027	42452877	0.91	0.95	0.97	0.94	0.93	0.88	0.95	0.89	0.90	1.00	0.91	0.71	NA	0.90	0.93	0.96	0.90	0.92	0.96	NA	0.71	0.85	0.91	NA	0.88	0.96	NA	0.95	0.90	0.94	0.94	0.95	0.93	0.96	0.95	0.98	NA	0.86	0.91	0.95	0.95	0.91	0.91	NA	NA	0.92	0.92	0.97	0.89	0.97	0.96	0.93	0.94	0.99	0.98	0.95	0.97	0.97	NA	0.84	0.96	0.97	0.94	0.93	0.91	0.96	0.88	0.85	0.95
NM_001142443|EDC3|chr15|-	chr15:74922910-74925287	74925124	0.59	0.48	0.78	0.62	0.51	0.67	0.65	0.65	0.66	0.67	0.59	0.32	NA	0.52	0.51	0.64	0.66	0.60	0.65	NA	0.39	0.53	0.57	0.54	0.56	0.33	NA	0.61	0.72	0.66	0.61	0.69	0.68	0.82	0.47	0.67	NA	0.42	0.61	0.72	0.50	0.60	0.66	NA	NA	0.73	0.63	0.63	0.58	0.74	0.50	0.76	0.67	0.72	0.69	0.78	0.57	0.54	NA	0.25	0.68	0.64	0.57	0.66	0.69	0.71	0.60	0.60	0.63
NM_139265|EHD4|chr15|-	chr15:42188579-42193379	42191669	0.25	0.35	0.39	0.27	0.24	0.27	0.28	0.23	0.25	0.26	0.24	0.16	NA	0.21	0.31	0.26	0.17	0.32	0.22	NA	0.15	0.23	0.29	0.23	0.22	0.21	NA	0.25	0.35	0.27	0.33	0.24	0.34	0.32	0.16	0.35	NA	0.20	0.31	0.28	0.32	0.22	0.27	NA	0.25	0.26	0.33	0.28	0.29	0.29	0.28	0.26	0.24	0.34	0.34	0.32	0.37	0.24	NA	0.20	0.30	0.28	0.24	0.26	0.27	NA	0.25	0.21	0.28
NM_001018090|GCOM1|chr15|+	chr15:58006733-58009827	58008290	0.60	NA	0.97	0.83	0.78	0.74	0.37	0.86	0.80	NA	0.73	0.56	NA	0.50	0.71	0.77	0.65	0.72	0.94	NA	0.57	0.24	0.67	0.82	0.71	0.67	NA	0.42	0.73	0.89	0.87	0.84	1.00	0.92	0.55	0.92	NA	0.56	0.91	0.90	0.93	0.71	0.37	NA	0.79	0.87	0.94	0.93	0.71	0.95	0.94	0.73	0.73	0.83	0.79	0.96	NA	0.89	NA	0.60	0.96	0.93	0.88	0.67	0.74	NA	0.61	0.66	0.69
NM_000520|HEXA|chr15|-	chr15:72635804-72636481	72636264	0.12	0.11	0.11	0.15	0.09	0.11	0.09	0.10	0.12	0.11	0.15	0.14	0.15	0.12	0.10	0.16	0.10	0.11	0.16	NA	0.12	0.17	0.12	0.15	0.07	0.10	NA	0.12	0.16	0.10	0.10	0.12	0.12	0.12	0.14	0.07	NA	0.07	0.10	0.12	0.07	0.15	0.16	NA	0.18	0.10	0.14	0.12	0.12	0.09	0.16	0.09	0.13	0.07	0.08	0.13	0.13	0.12	NA	0.09	0.11	0.13	0.15	0.10	0.10	0.11	0.08	0.10	0.12
NM_020447|FAM219B|chr15|-	chr15:75192248-75195127	75194976	0.78	0.89	0.91	0.87	NA	0.75	0.75	0.78	0.82	0.81	0.90	0.72	NA	0.83	0.72	0.82	0.78	0.84	0.86	NA	1.00	0.79	0.82	0.69	0.85	0.73	NA	0.80	0.72	0.85	0.78	0.72	0.93	0.90	0.68	NA	NA	0.82	0.89	0.83	0.85	NA	0.87	NA	0.81	0.68	0.77	0.96	0.75	0.84	0.85	0.78	0.74	0.83	NA	0.79	NA	0.86	NA	0.75	0.88	0.80	0.66	0.78	0.87	0.72	0.75	0.84	0.78
NM_014701|SECISBP2L|chr15|-	chr15:49280827-49285123	49284561	0.87	NA	0.94	0.91	NA	0.72	NA	0.91	0.86	NA	0.82	0.59	NA	0.82	0.88	0.83	0.86	0.89	NA	NA	0.68	0.70	0.85	NA	0.73	0.60	0.98	0.89	NA	NA	0.97	0.91	0.95	NA	NA	0.94	0.94	0.58	0.91	0.83	0.89	0.84	0.86	NA	0.63	0.87	0.93	NA	0.85	NA	0.94	0.84	0.85	0.88	0.92	NA	NA	0.87	NA	0.62	0.91	NA	0.91	0.76	0.88	NA	0.78	0.86	0.89
NM_207446|FAM174B|chr15|-	chr15:93160516-93162689	93162107	0.95	1.00	0.98	0.90	0.96	0.92	0.98	0.86	NA	1.00	0.91	0.77	NA	0.85	0.81	0.86	0.81	0.95	0.96	NA	NA	NA	0.88	NA	0.80	0.61	0.63	0.92	0.95	0.97	0.97	0.93	0.96	1.00	NA	NA	NA	0.69	0.92	0.94	0.99	0.80	NA	NA	NA	NA	0.98	1.00	0.83	1.00	0.96	0.82	0.94	0.97	0.98	0.94	1.00	0.84	NA	0.57	0.96	0.95	0.95	0.75	0.86	1.00	0.83	NA	0.95
NM_198902|TSPAN3|chr15|-	chr15:77336696-77339269	77338443	0.02	0.05	0.03	0.03	0.03	0.03	0.03	0.02	0.02	0.03	0.04	0.04	0.13	0.03	0.03	0.03	0.02	0.03	0.03	0.17	0.03	0.02	0.04	0.02	0.03	0.04	0.13	0.03	0.02	0.03	0.03	0.02	0.03	0.03	0.03	0.04	0.20	0.04	0.03	0.03	0.04	0.03	0.03	0.24	0.05	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.04	0.04	0.03	0.26	0.04	0.04	0.04	0.02	0.03	0.03	0.03	0.03	0.02	0.05
NM_003922|HERC1|chr15|-	chr15:63900798-63901465	63901255	0.74	0.80	0.84	0.99	0.85	0.79	0.81	0.81	0.83	0.74	0.66	NA	NA	0.76	0.81	0.87	0.77	0.87	0.74	NA	NA	0.60	0.80	NA	0.77	NA	NA	0.88	0.62	0.89	0.98	0.94	0.72	0.76	NA	NA	NA	0.66	0.75	0.67	0.94	0.75	0.66	NA	NA	0.73	0.98	0.81	0.70	0.90	0.76	0.75	0.95	0.81	0.86	0.90	0.91	0.72	NA	0.68	0.81	0.82	0.90	0.63	0.81	0.95	0.62	0.78	0.76
NM_152288|ORAI3|chr16|+	chr16:30964505-30966282	30964781	0.94	NA	0.98	0.96	0.91	0.94	0.98	0.95	0.97	0.97	0.97	NA	NA	0.96	0.92	1.00	NA	0.95	NA	NA	0.95	0.99	0.92	0.92	0.92	0.99	NA	0.87	0.96	NA	0.93	0.88	1.00	0.97	0.95	0.94	NA	NA	0.96	0.90	0.97	0.88	0.98	NA	NA	0.91	0.96	0.98	0.91	0.95	0.88	0.99	0.90	0.97	0.90	NA	0.99	0.92	NA	NA	0.97	0.99	NA	0.96	0.98	0.97	0.88	0.94	0.91
NM_018975|TERF2IP|chr16|+	chr16:75690104-75691674	75691160	0.28	0.56	0.44	0.32	0.33	0.21	0.27	0.37	0.30	0.44	0.23	0.19	NA	0.32	0.24	0.30	0.25	0.29	0.31	NA	0.20	0.22	0.22	0.26	0.25	0.19	NA	0.32	0.28	0.44	0.42	0.30	0.38	0.39	0.28	0.44	0.79	0.18	0.27	0.26	0.44	0.23	0.24	NA	0.15	0.31	0.44	0.42	0.20	0.45	0.33	0.24	0.32	0.31	0.28	0.39	0.51	0.30	NA	0.20	0.43	0.36	0.39	0.21	0.29	0.46	0.19	0.30	0.30
NM_015386|COG4|chr16|-	chr16:70514331-70515047	70514674	0.70	0.79	0.64	0.58	0.70	0.49	0.57	0.58	0.43	0.63	0.66	0.64	NA	0.61	0.77	0.65	0.58	0.66	0.62	NA	0.71	0.48	0.60	0.66	0.73	0.64	NA	0.68	0.71	0.66	0.66	0.70	0.72	0.65	0.54	0.75	NA	0.67	0.73	0.66	0.73	0.69	0.53	NA	0.89	0.74	0.62	0.62	0.54	0.61	0.62	0.63	0.60	0.71	0.75	0.66	0.81	0.77	NA	0.67	0.69	0.72	0.59	0.73	0.66	0.67	0.69	0.71	0.66
NM_001083613|TMEM219|chr16|+	chr16:29984270-29985661	29984420	0.01	0.00	0.01	0.03	0.01	0.03	0.01	0.01	0.03	0.02	0.04	0.03	0.03	0.02	0.02	0.06	0.03	0.01	0.02	NA	0.03	0.01	0.05	0.00	0.02	0.03	0.01	0.02	0.01	0.02	0.02	0.00	0.00	0.03	0.02	0.00	NA	0.05	0.02	0.01	0.01	0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.03	0.01	0.04	0.02	0.00	0.02	0.01	0.02	NA	0.02	0.03	0.02	0.05	0.03	0.03	0.01	0.02	0.02	0.03
