event_id	loci	Proximal_Site	TCGA-E9-A1RC-01A-11R-A157-07	TCGA-BH-A18N-01A-11R-A12D-07	TCGA-E9-A1R7-01A-11R-A14M-07	TCGA-GI-A2C9-01A-11R-A21T-07	TCGA-BH-A0AZ-01A-21R-A12P-07	TCGA-BH-A0DH-01A-11R-A084-07	TCGA-BH-A0B8-01A-21R-A056-07	TCGA-BH-A1EV-01A-11R-A137-07	TCGA-E9-A1RH-01A-21R-A169-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-BH-A0BM-01A-11R-A056-07	TCGA-E2-A1L7-01A-11R-A144-07	TCGA-BH-A0BV-01A-11R-A00Z-07	TCGA-BH-A18S-01A-11R-A12D-07	TCGA-BH-A0DP-01A-21R-A056-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-BH-A0H9-01A-11R-A056-07	TCGA-BH-A18P-01A-11R-A12D-07	TCGA-BH-A18U-01A-21R-A12D-07	TCGA-BH-A0BT-01A-11R-A12P-07	TCGA-BH-A0E1-01A-11R-A056-07	TCGA-AC-A23H-01A-11R-A157-07	TCGA-BH-A209-01A-11R-A157-07	TCGA-BH-A0DK-01A-21R-A056-07	TCGA-E9-A1RF-01A-11R-A157-07	TCGA-BH-A203-01A-12R-A169-07	TCGA-BH-A18L-01A-32R-A12D-07	TCGA-A7-A0DC-01A-11R-A00Z-07	TCGA-A7-A0DC-01B-04R-A22O-07	TCGA-AC-A2FF-01A-11R-A17B-07	TCGA-BH-A0AY-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-E2-A153-01A-12R-A12D-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-BH-A0E0-01A-11R-A056-07	TCGA-BH-A0DT-01A-21R-A12D-07	TCGA-BH-A18R-01A-11R-A12D-07	TCGA-E9-A1N9-01A-11R-A14D-07	TCGA-E2-A15I-01A-21R-A137-07	TCGA-AC-A2FB-01A-11R-A17B-07	TCGA-BH-A0BQ-01A-21R-A115-07	TCGA-BH-A0B7-01A-12R-A115-07	TCGA-BH-A0C3-01A-21R-A12P-07	TCGA-BH-A18Q-01A-12R-A12D-07	TCGA-E9-A1N6-01A-11R-A144-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-E2-A1LB-01A-11R-A144-07	TCGA-A7-A0DB-01A-11R-A277-07	TCGA-A7-A0DB-01A-11R-A00Z-07	TCGA-A7-A0DB-01C-02R-A277-07	TCGA-BH-A1F2-01A-31R-A13Q-07	TCGA-A7-A13G-01B-04R-A22O-07	TCGA-A7-A13G-01A-11R-A13Q-07	TCGA-BH-A0B5-01A-11R-A12P-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-BH-A1EN-01A-11R-A13Q-07	TCGA-BH-A18M-01A-11R-A12D-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-BH-A0HA-01A-11R-A12P-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-BH-A204-01A-11R-A157-07	TCGA-BH-A1FU-01A-11R-A14D-07	TCGA-A7-A0CE-01A-11R-A00Z-07	TCGA-E2-A15M-01A-11R-A12D-07	TCGA-E9-A1RD-01A-11R-A157-07	TCGA-BH-A0BJ-01A-11R-A056-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-BH-A0C0-01A-21R-A056-07	TCGA-BH-A18K-01A-11R-A12D-07	TCGA-E9-A1ND-01A-11R-A144-07	TCGA-BH-A0BC-01A-22R-A084-07	TCGA-BH-A1EU-01A-11R-A137-07	TCGA-A7-A0CH-01A-21R-A00Z-07	TCGA-E9-A1RB-01A-11R-A157-07	TCGA-BH-A208-01A-11R-A157-07	TCGA-BH-A0H5-01A-21R-A115-07	TCGA-BH-A0HK-01A-11R-A056-07	TCGA-E2-A1LS-01A-12R-A157-07	TCGA-E2-A1BC-01A-11R-A12P-07	TCGA-A7-A0D9-01A-31R-A056-07	TCGA-BH-A0DO-01B-11R-A12D-07	TCGA-BH-A0H7-01A-13R-A056-07	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13E-01A-11R-A277-07	TCGA-A7-A13E-01B-06R-A277-07	TCGA-A7-A13E-01A-11R-A12P-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E9-A1RI-01A-11R-A169-07	TCGA-E2-A15K-01A-11R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-E2-A1IG-01A-11R-A144-07	TCGA-E2-A158-01A-11R-A12D-07	TCGA-BH-A0AU-01A-11R-A12P-07	TCGA-BH-A1FN-01A-11R-A13Q-07	TCGA-BH-A0DQ-01A-11R-A084-07	TCGA-BH-A0DV-01A-21R-A12P-07	TCGA-E9-A1N5-01A-11R-A14D-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-E9-A1NG-01A-21R-A14M-07	TCGA-BH-A1EO-01A-11R-A137-07	TCGA-E9-A1N4-01A-11R-A14M-07	TCGA-BH-A1FB-01A-11R-A13Q-07	TCGA-GI-A2C8-01A-11R-A16F-07
NM_000271|NPC1|chr18|-	chr18:21109848-21112248	21111528	0.24	0.25	NA	0.23	0.24	0.23	0.26	0.24	0.19	0.16	0.22	0.23	0.24	0.22	0.20	0.24	0.22	0.27	0.21	0.23	0.23	0.23	0.26	0.23	0.25	0.23	0.24	0.25	NA	0.23	0.23	0.23	0.18	0.21	0.21	0.23	0.24	0.25	0.24	0.22	0.21	0.26	0.19	0.25	0.23	0.25	0.19	0.25	0.22	NA	0.23	NA	0.24	0.24	0.20	0.26	0.24	0.23	0.23	0.15	0.25	0.27	0.24	0.24	0.25	0.24	0.24	0.22	0.25	0.21	0.21	0.26	0.24	0.23	0.22	0.23	0.22	0.22	0.23	0.28	0.25	0.23	0.17	0.25	NA	0.21	0.21	0.24	0.23	0.26	0.22	0.20	0.19	0.25	0.22	0.23	0.23	0.27	0.27	0.23	0.21	0.21	0.17	0.24	0.25
NR_024101|FLJ35776|chr18|+	chr18:3596576-3598014	3597328	0.13	0.10	NA	0.11	0.18	0.09	NA	0.31	0.11	0.13	0.09	0.11	NA	NA	NA	0.07	NA	0.13	0.20	0.12	0.05	0.08	0.09	0.10	0.12	0.09	NA	NA	NA	NA	NA	NA	0.07	0.08	NA	0.14	NA	NA	NA	0.13	NA	NA	0.17	NA	NA	0.08	0.08	NA	NA	NA	0.13	NA	0.13	0.13	0.12	0.09	0.09	NA	0.08	0.08	NA	0.12	0.17	NA	0.07	NA	0.14	0.05	0.08	0.07	0.05	0.10	0.14	NA	NA	0.11	NA	NA	0.10	0.19	NA	NA	0.05	NA	NA	0.07	NA	0.11	0.23	0.14	0.08	0.11	NA	NA	0.04	0.13	0.11	0.12	0.09	0.15	0.07	0.12	NA	0.24	0.09
NM_020412|CHMP1B|chr18|+	chr18:11851388-11854439	11852682	0.34	0.50	0.46	0.34	0.53	0.49	0.40	0.49	0.37	0.32	0.74	0.51	0.34	0.63	0.67	0.51	0.46	0.48	0.48	0.71	0.54	0.50	0.47	0.40	0.53	0.70	0.52	0.55	NA	0.58	0.39	0.44	0.51	0.62	0.37	0.61	0.63	0.43	0.71	0.49	0.38	0.42	0.52	0.56	0.44	0.36	0.42	0.38	0.61	NA	1.00	NA	0.46	0.53	0.34	0.59	0.46	0.67	0.72	0.45	0.79	0.36	0.31	0.78	0.60	0.49	0.34	0.54	0.63	0.39	0.65	0.79	0.63	0.42	0.42	0.59	0.68	0.91	0.52	0.60	0.60	0.46	0.68	0.26	NA	0.25	0.54	0.76	0.48	0.41	0.60	0.42	0.59	0.52	0.42	0.47	0.53	0.42	0.41	0.66	0.52	0.81	0.52	0.62	0.47
NM_015295|SMCHD1|chr18|+	chr18:2802525-2805050	2803112	0.36	0.48	0.50	0.48	0.37	0.48	0.33	0.47	0.41	0.37	0.66	0.49	0.30	0.46	0.54	0.47	0.68	0.46	0.49	0.44	0.29	0.42	0.36	0.42	0.51	0.47	0.37	0.50	NA	0.50	0.30	0.44	0.45	0.58	0.32	0.49	0.50	0.46	0.55	0.48	0.44	0.46	0.47	0.50	0.46	0.45	0.45	0.42	0.49	NA	0.63	NA	0.38	0.39	0.39	0.51	0.41	0.41	0.58	0.51	0.43	0.38	0.37	0.44	0.40	0.50	0.38	0.60	0.49	0.53	0.60	0.46	0.56	0.34	0.40	0.46	0.42	0.49	0.54	0.28	0.50	0.47	0.41	0.33	0.83	0.40	0.66	0.54	0.47	0.41	0.54	0.47	0.57	0.39	0.42	0.51	0.38	0.40	0.45	0.57	0.42	0.49	0.45	0.49	0.53
NM_032124|HDHD2|chr18|-	chr18:44632506-44635156	44633812	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.02	0.02	0.01	0.01	NA	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.00	0.01	0.02	0.03	0.01	0.01	0.01	0.05	0.01	NA	0.01	NA	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.03	0.02	0.01	0.01	0.01	0.01	0.02	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.18	NA	0.03	0.00	0.01	0.00	0.01	0.02	0.01	0.03	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.02
NM_015461|ZNF521|chr18|-	chr18:22641876-22642705	22642555	NA	NA	NA	1.00	0.88	0.91	NA	0.88	1.00	NA	1.00	NA	NA	NA	1.00	0.95	NA	NA	NA	1.00	NA	0.84	NA	0.87	1.00	NA	NA	NA	NA	0.90	0.97	NA	0.95	0.91	NA	1.00	0.92	0.96	1.00	0.85	1.00	1.00	0.96	0.96	0.90	1.00	0.83	NA	1.00	NA	1.00	NA	NA	0.87	NA	NA	0.84	NA	1.00	NA	0.83	0.83	0.96	0.93	NA	0.98	1.00	NA	1.00	NA	1.00	1.00	1.00	NA	0.90	0.97	NA	1.00	1.00	0.87	0.98	1.00	NA	1.00	NA	1.00	0.62	0.91	0.99	1.00	0.99	NA	1.00	0.90	NA	1.00	0.96	0.89	NA	1.00	1.00	1.00	NA	0.83	1.00
NM_016626|MEX3C|chr18|-	chr18:48700805-48703946	48701915	0.71	0.83	0.81	0.96	0.86	0.97	0.79	0.86	0.88	0.74	1.00	0.91	0.79	0.89	0.90	0.91	0.89	0.80	0.86	1.00	0.92	0.74	0.92	1.00	0.94	0.99	0.78	0.81	NA	0.79	0.99	0.89	0.96	0.79	0.98	0.90	0.78	0.79	0.88	0.78	0.90	0.81	0.77	0.85	0.94	0.90	0.93	0.69	0.95	NA	1.00	NA	0.73	0.76	0.75	0.74	0.76	0.86	1.00	0.90	0.76	0.75	0.80	0.89	0.89	0.84	0.80	0.95	0.98	0.98	0.94	0.81	0.97	0.95	0.93	0.85	1.00	1.00	0.81	0.99	0.87	0.90	0.92	0.73	NA	0.85	1.00	0.96	0.96	0.85	0.93	0.87	0.84	0.86	0.94	0.97	0.82	0.68	0.82	NA	0.93	0.91	0.76	0.79	0.74
NM_173211|TGIF1|chr18|+	chr18:3457362-3458587	3457983	0.53	0.58	0.83	0.84	0.51	0.81	0.28	0.66	0.88	0.57	0.97	0.88	0.35	0.72	0.86	0.70	0.86	0.65	0.68	0.91	0.48	0.70	0.73	0.34	0.79	0.93	0.55	0.51	0.20	0.77	0.58	0.74	0.83	0.87	0.84	0.67	0.66	0.79	0.88	0.74	0.66	0.63	0.68	0.69	0.71	0.69	0.60	0.53	0.87	NA	0.96	0.27	0.56	0.47	0.68	0.68	0.63	0.68	0.94	0.83	0.81	0.71	0.50	0.92	0.79	0.63	0.80	0.84	0.92	0.87	0.76	0.88	0.89	0.84	0.75	0.69	0.53	0.98	0.75	0.36	0.68	0.49	0.77	0.45	NA	0.64	0.74	0.93	0.68	0.43	0.89	0.64	0.61	0.64	0.89	0.83	0.50	0.49	0.59	0.99	0.87	0.84	0.87	0.71	0.72
NM_020148|SPIRE1|chr18|-	chr18:12446448-12449895	12448799	0.86	0.91	0.97	0.98	0.97	0.96	0.89	0.93	0.88	0.86	0.99	NA	0.83	1.00	0.97	0.98	0.98	0.89	0.96	NA	0.98	0.87	0.93	0.88	0.97	1.00	0.92	0.95	NA	0.92	NA	0.93	0.97	0.98	NA	0.95	0.88	0.89	0.97	0.87	0.91	0.93	0.80	NA	0.96	0.98	0.98	0.81	0.98	NA	0.99	NA	0.79	0.87	0.85	NA	0.89	0.93	NA	0.94	0.92	NA	0.85	1.00	0.96	0.95	0.86	0.94	1.00	0.97	0.92	0.97	1.00	0.97	0.95	NA	1.00	1.00	0.94	0.96	0.95	0.90	0.96	0.71	NA	0.88	1.00	0.98	0.98	0.87	0.99	NA	0.94	0.98	0.94	0.96	0.96	0.88	0.90	NA	0.99	1.00	0.92	0.90	0.89
NM_017947|MOCOS|chr18|+	chr18:33848495-33852099	33848645	NA	0.55	0.24	0.25	0.23	NA	0.34	NA	NA	0.07	0.07	0.32	0.28	0.15	0.12	NA	NA	NA	NA	0.12	0.39	NA	0.23	NA	0.18	NA	0.51	NA	NA	NA	NA	0.13	0.13	NA	0.06	0.26	NA	NA	NA	0.32	0.13	0.31	NA	0.32	0.20	NA	0.18	NA	0.07	NA	0.29	NA	0.23	NA	0.19	NA	0.25	0.14	0.08	0.16	NA	NA	0.65	NA	0.17	0.12	0.33	0.14	0.09	0.12	NA	NA	0.16	0.27	NA	NA	0.36	0.14	NA	NA	0.27	0.16	0.22	0.20	NA	0.19	NA	NA	0.28	0.15	0.15	NA	0.26	NA	0.19	0.18	0.37	0.40	0.36	0.28	NA	NA	NA	NA	0.20
NM_001025300|RAB12|chr18|+	chr18:8638146-8639372	8638414	0.61	0.78	0.77	0.87	0.68	0.86	0.56	0.83	0.85	0.83	0.95	0.94	0.58	0.86	0.97	0.86	0.95	0.85	0.84	0.95	0.65	0.79	0.69	0.62	0.87	0.88	0.72	0.60	NA	0.71	0.75	0.83	0.87	0.93	0.93	0.86	0.78	0.84	0.87	0.70	0.71	0.82	0.82	0.82	0.89	0.88	0.86	0.62	0.95	NA	0.89	NA	0.75	0.66	0.76	0.82	0.81	0.78	0.95	0.92	0.74	0.76	0.69	0.85	0.79	0.82	0.81	0.77	0.92	0.95	0.85	0.82	0.91	0.76	0.82	0.84	0.75	0.89	0.83	0.66	0.88	0.69	0.93	0.55	0.99	0.81	0.89	0.88	0.88	0.75	0.86	0.86	0.84	0.88	0.91	0.85	0.64	0.73	0.80	0.95	0.86	0.88	0.81	0.74	0.76
NM_018170|RPRD1A|chr18|-	chr18:33569793-33573263	33573074	0.49	0.63	0.71	0.64	0.62	0.65	0.49	0.54	0.60	0.45	0.68	0.70	0.57	0.69	0.77	0.71	0.66	0.66	0.63	0.77	0.67	0.56	0.64	0.59	0.59	0.75	0.62	0.59	NA	0.58	0.66	0.64	0.64	0.68	0.55	0.73	0.62	0.61	0.75	0.57	0.60	0.63	0.54	0.69	0.63	0.65	0.62	0.51	0.70	NA	0.81	0.29	0.61	0.58	0.56	0.61	0.60	0.70	0.78	0.67	0.63	0.56	0.59	0.76	0.61	0.59	0.66	0.64	0.66	0.67	0.62	0.73	0.71	0.71	0.61	0.69	0.87	0.72	0.77	0.65	0.68	0.58	0.67	0.47	NA	0.58	0.66	0.76	0.76	0.48	0.74	0.69	0.69	0.77	0.74	0.73	0.59	0.59	0.58	0.66	0.69	0.84	0.70	0.68	0.60
NR_027368|POP4|chr19|+	chr19:30106150-30107170	30106557	0.09	0.15	0.16	0.18	0.13	0.17	0.11	0.10	0.11	0.13	0.19	0.19	0.09	0.13	0.15	0.18	0.14	0.15	0.12	0.17	0.10	0.12	0.16	0.16	0.18	0.13	0.11	0.16	NA	0.14	0.15	0.13	0.14	0.13	0.11	0.13	0.12	0.13	0.14	0.13	0.13	0.20	0.15	0.17	0.12	0.14	0.14	0.20	0.14	0.39	0.11	0.31	0.13	0.13	0.18	0.12	0.14	0.13	0.20	0.13	0.17	0.16	0.16	0.14	0.12	0.11	0.19	0.16	0.16	0.14	0.10	0.14	0.15	0.15	0.16	0.14	0.14	0.15	0.11	0.19	0.15	0.12	0.14	0.20	NA	0.13	0.19	0.13	0.12	0.12	0.13	0.12	0.21	0.16	0.14	0.14	0.17	0.17	0.12	0.28	0.14	0.15	0.13	0.15	0.13
NM_001031|RPS28|chr19|+	chr19:8387155-8388196	8387305	0.07	0.79	0.03	0.15	0.70	0.49	0.03	NA	0.05	0.01	0.01	0.04	0.02	0.04	0.02	NA	0.32	0.05	0.44	0.10	0.05	0.04	0.60	0.04	0.03	0.01	0.22	0.46	NA	0.06	0.02	0.03	0.02	0.03	0.16	0.70	0.03	0.02	0.04	0.05	0.01	NA	0.07	0.03	0.02	0.02	0.57	0.03	0.01	0.04	0.48	NA	NA	NA	NA	0.72	0.02	0.06	0.01	0.02	0.06	0.06	0.01	0.07	0.46	0.02	NA	0.03	0.03	0.01	0.04	0.50	0.03	0.39	0.06	0.47	0.04	0.02	0.15	0.03	0.56	0.03	NA	NA	NA	NA	0.28	0.03	NA	0.03	0.35	NA	0.42	0.04	0.01	0.04	0.08	0.15	1.00	0.03	NA	0.68	0.05	0.53	0.08
NM_033362|MRPS12|chr19|+	chr19:39422972-39423785	39423281	0.96	1.00	1.00	0.88	1.00	0.96	0.63	0.97	1.00	0.94	1.00	0.89	0.86	0.96	0.88	1.00	0.96	0.97	1.00	1.00	0.91	0.91	1.00	0.70	0.99	0.99	0.89	1.00	NA	1.00	0.79	0.97	1.00	0.97	1.00	0.99	1.00	1.00	1.00	0.99	0.90	0.92	1.00	0.97	0.99	0.98	0.96	0.94	0.97	NA	1.00	NA	0.97	0.99	1.00	0.99	1.00	1.00	1.00	0.96	1.00	0.96	0.92	1.00	1.00	0.87	0.89	0.93	1.00	0.90	0.93	1.00	1.00	1.00	1.00	0.89	0.77	1.00	1.00	0.63	0.91	0.85	0.98	0.83	NA	0.92	1.00	1.00	0.93	0.99	1.00	0.98	0.94	1.00	1.00	0.88	1.00	0.97	1.00	1.00	0.95	0.99	0.96	0.95	0.98
NM_032868|MPND|chr19|+	chr19:4359912-4361407	4360062	0.81	0.79	0.78	0.76	0.80	0.75	0.70	0.79	0.78	0.82	0.78	0.80	0.73	0.77	0.83	0.79	0.79	NA	0.78	0.76	0.77	0.82	0.79	0.72	0.80	0.80	0.75	0.75	NA	0.79	0.71	0.80	0.75	0.81	0.80	0.78	0.80	0.79	0.79	0.82	0.77	0.81	0.75	0.79	0.77	0.79	0.78	NA	0.81	NA	0.86	NA	0.82	0.78	NA	0.79	0.82	0.78	0.74	0.77	0.83	0.83	0.78	0.79	0.80	0.81	NA	0.77	0.78	0.78	0.78	0.83	0.77	0.80	0.82	0.78	0.72	0.80	0.79	NA	0.77	0.78	0.76	0.77	NA	0.77	0.79	0.82	0.78	0.81	0.80	0.81	NA	0.80	0.80	0.78	0.79	0.80	0.82	0.79	0.79	0.81	0.79	0.81	0.80
NM_002067|GNA11|chr19|+	chr19:3120986-3123992	3121213	0.48	0.56	0.53	0.79	0.43	0.72	0.57	0.63	0.42	0.65	0.77	0.75	0.64	0.60	0.75	0.61	0.67	0.58	0.42	0.70	0.62	0.49	0.46	0.68	0.57	0.50	0.50	0.47	0.39	0.54	0.62	0.44	0.66	0.69	0.70	0.55	0.36	0.64	0.59	0.42	0.76	0.66	0.48	0.61	0.74	0.66	0.69	0.53	0.68	0.46	0.43	0.46	0.47	0.59	0.43	0.41	0.53	0.42	0.71	0.56	0.30	0.70	0.62	0.41	0.35	0.73	0.57	0.66	0.59	0.72	0.68	0.41	0.51	0.48	0.39	0.73	0.58	0.43	0.42	0.59	0.60	0.64	0.47	0.57	NA	0.66	0.60	0.43	0.67	0.39	0.69	0.73	0.48	0.46	0.52	0.75	0.55	0.64	0.49	NA	0.77	0.52	0.61	0.44	0.56
NM_025241|UBXN6|chr19|-	chr19:4444967-4445620	4445298	0.88	0.84	0.82	0.78	0.93	0.88	0.73	0.80	0.81	0.83	1.00	0.86	0.82	0.87	0.86	0.91	0.82	0.83	0.88	0.93	0.80	0.88	0.87	0.78	0.92	0.91	0.86	0.84	NA	0.90	0.81	0.97	0.91	0.85	0.84	0.89	0.87	0.82	0.89	0.89	0.91	0.84	0.81	0.85	0.86	0.89	0.90	0.90	0.90	0.83	0.85	0.81	0.88	0.85	0.90	0.92	0.86	0.86	0.95	0.87	0.94	0.81	0.86	0.88	0.91	0.83	0.80	0.88	0.95	0.88	0.91	0.94	0.85	0.96	0.95	0.85	0.75	1.00	0.97	0.77	0.85	0.84	0.93	0.78	NA	0.84	0.97	0.96	0.88	0.91	0.94	0.87	0.92	0.86	0.95	0.94	0.90	0.89	0.88	1.00	0.83	0.92	0.78	0.92	0.90
NM_012458|TIMM13|chr19|-	chr19:2425725-2427044	2426586	0.06	0.11	0.09	0.06	0.06	0.09	0.07	0.04	0.08	0.07	0.07	0.07	0.06	0.07	0.07	0.07	0.07	0.10	0.07	0.09	0.07	0.04	0.12	0.05	0.08	0.04	0.06	0.11	0.33	0.15	0.04	0.03	0.07	0.06	0.04	0.06	0.04	0.04	0.14	0.08	0.04	0.05	0.05	0.13	0.04	0.08	0.07	0.13	0.08	NA	0.09	0.27	0.11	0.09	0.07	0.07	0.13	0.09	0.08	0.04	0.07	0.05	0.06	0.11	0.11	0.07	0.14	0.05	0.08	0.05	0.07	0.15	0.11	0.03	0.14	0.07	0.05	0.10	0.07	0.11	0.09	0.11	0.06	0.07	NA	0.05	0.04	0.11	0.06	0.04	0.06	0.06	0.09	0.08	0.04	0.06	0.07	0.08	0.05	0.07	0.09	0.07	0.05	0.07	0.12
NM_012321|LSM4|chr19|-	chr19:18417141-18418365	18417797	0.06	0.08	0.09	0.05	0.16	0.06	0.04	0.05	0.08	0.05	0.15	0.07	0.07	0.09	0.07	0.11	0.07	0.11	0.16	0.10	0.07	0.06	0.18	0.06	0.12	0.12	0.09	0.13	0.22	0.09	0.04	0.12	0.10	0.07	0.08	0.11	0.16	0.09	0.09	0.13	0.06	0.07	0.07	0.09	0.07	0.09	0.05	0.06	0.09	NA	0.33	NA	0.08	0.07	0.11	0.12	0.10	0.11	0.16	0.08	0.20	0.07	0.10	0.21	0.17	0.05	0.09	0.08	0.17	0.08	0.05	0.13	0.12	0.12	0.17	0.07	0.05	0.31	0.12	0.06	0.08	0.08	0.12	0.06	NA	0.07	0.07	0.17	0.10	0.10	0.11	0.09	0.12	0.11	0.19	0.08	0.08	0.08	0.09	0.14	0.05	0.13	0.08	0.09	0.09
NM_001294|CLPTM1|chr19|+	chr19:45495868-45496512	45496131	0.60	0.69	0.54	0.77	0.59	0.70	0.78	0.73	0.54	0.78	0.91	0.76	0.72	0.74	0.75	0.74	0.86	0.73	0.59	0.78	0.78	0.67	0.42	0.82	0.64	0.63	0.66	0.69	NA	0.60	0.77	0.68	0.80	0.79	0.91	0.61	0.63	0.72	0.73	0.63	0.86	0.75	0.74	0.73	0.79	0.77	0.87	0.85	0.82	NA	0.39	NA	0.72	0.69	0.59	0.65	0.68	0.58	0.88	0.84	0.31	0.69	0.79	0.60	0.53	0.81	0.73	0.80	0.68	0.78	0.71	0.63	0.75	0.61	0.50	0.79	0.76	0.46	0.82	0.73	0.71	0.73	0.73	0.90	NA	0.81	0.65	0.58	0.79	0.65	0.77	0.79	0.75	0.56	0.54	0.81	0.63	0.75	0.66	0.90	0.67	0.61	0.72	0.62	0.74
NM_012346|NUP62|chr19|-	chr19:50410065-50413141	50412635	0.81	0.81	0.82	0.90	0.93	0.97	0.81	0.89	0.79	0.91	0.95	0.96	0.87	0.88	0.93	0.90	0.93	0.85	0.88	0.95	0.89	0.85	0.79	0.98	0.90	0.88	0.91	0.88	0.61	0.79	0.90	0.92	0.90	0.89	0.92	0.89	0.80	0.83	0.87	0.86	0.99	0.90	0.86	0.85	0.93	0.92	0.95	0.64	0.91	0.57	0.74	0.49	0.88	0.85	0.86	0.85	0.91	0.76	0.94	0.92	0.69	0.73	0.92	0.82	0.81	0.88	0.91	0.88	0.93	0.95	0.94	0.80	0.81	0.88	0.80	0.92	0.91	0.77	0.89	0.85	0.92	0.91	0.88	0.67	NA	0.94	0.82	0.79	0.93	0.88	0.89	0.95	0.91	0.90	0.90	0.96	0.90	0.86	0.88	0.99	0.90	0.84	0.82	0.85	0.87
NM_003969|UBE2M|chr19|-	chr19:59067079-59067596	59067446	0.29	0.25	0.29	0.48	0.37	0.35	0.32	0.34	0.32	0.30	0.45	0.33	0.35	0.32	0.39	0.31	0.39	0.24	0.34	0.41	0.39	0.30	0.30	0.39	0.45	0.35	0.32	0.26	0.64	0.37	0.32	0.33	0.34	0.37	0.47	0.33	0.26	0.29	0.39	0.34	0.45	0.33	0.35	0.28	0.37	0.37	0.31	0.56	0.38	NA	0.36	0.62	0.29	0.34	0.28	0.33	0.31	0.29	0.47	0.37	0.27	0.34	0.31	0.20	0.31	0.34	0.29	0.50	0.40	0.35	0.37	0.31	0.38	0.37	0.35	0.36	0.39	0.60	0.25	0.38	0.34	0.36	0.31	0.52	NA	0.34	0.39	0.33	0.35	0.34	0.35	0.33	0.30	0.27	0.41	0.39	0.38	0.34	0.29	0.55	0.38	0.40	0.32	0.26	0.36
NM_202469|GIPC1|chr19|-	chr19:14588570-14589379	14589112	1.00	0.95	1.00	0.93	1.00	0.94	0.97	0.98	1.00	0.98	1.00	1.00	0.99	1.00	0.91	1.00	0.97	0.87	1.00	1.00	0.95	1.00	1.00	0.99	1.00	1.00	1.00	0.99	NA	1.00	0.98	1.00	1.00	0.95	0.98	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	0.96	1.00	0.99	0.97	0.93	1.00	1.00	0.96	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.97	1.00	0.99	0.93	1.00	1.00	0.93	0.97	1.00	1.00	0.98	0.96	1.00	1.00	1.00	1.00	0.93	1.00	1.00	1.00	0.99	1.00	0.96	1.00	0.92	NA	1.00	0.62	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.89	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NR_026712|RPL13AP5|chr19|+	chr19:49994985-49995694	49995352	0.66	0.71	0.64	0.61	0.77	0.61	0.59	0.66	0.60	0.69	0.84	0.56	0.56	0.66	0.72	0.74	0.70	0.61	0.67	0.81	0.70	0.63	0.64	0.58	0.76	0.71	0.64	0.67	0.72	0.72	0.76	0.68	0.76	0.68	0.81	0.69	0.69	0.69	0.68	0.71	0.74	0.69	0.58	0.59	0.59	0.66	0.75	0.80	0.72	0.97	0.86	0.78	0.68	0.60	0.60	0.71	0.67	0.73	0.86	0.74	0.74	0.70	0.68	0.70	0.75	0.74	0.63	0.58	0.85	0.56	0.55	0.73	0.71	0.75	0.77	0.72	0.60	0.90	0.76	0.63	0.74	0.65	0.63	0.75	0.94	0.55	0.64	0.76	0.65	0.71	0.80	0.58	0.66	0.54	0.73	0.63	0.72	0.70	0.61	0.96	0.72	0.74	0.67	0.70	0.69
