event_id	loci	Proximal_Site	TCGA-CV-7235-01A-11R-2016-07	TCGA-CV-6962-01A-11R-1915-07	TCGA-HD-A6I0-01A-11R-A31N-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CV-6935-01A-11R-1915-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-CV-7250-01A-11R-2016-07	TCGA-CV-6936-01A-11R-1915-07	TCGA-CV-6938-01A-11R-1915-07	TCGA-CV-7440-01A-11R-2132-07	TCGA-CV-7425-01A-11R-2081-07	TCGA-CV-7177-01A-11R-2016-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-6955-01A-11R-2016-07	TCGA-CV-7091-01A-11R-2016-07	TCGA-CV-6960-01A-41R-2016-07	TCGA-CV-7261-01A-11R-2016-07	TCGA-CV-7432-01A-11R-2132-07	TCGA-CV-7252-01A-11R-2016-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-CV-7434-01A-11R-2132-07	TCGA-CV-7183-01A-11R-2016-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-CV-7097-01A-11R-2016-07	TCGA-CV-7101-01A-11R-2016-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-CV-7437-01A-21R-2132-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-7424-01A-11R-2081-07	TCGA-CV-7242-01A-11R-2016-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-WA-A7GZ-01A-11R-A34R-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-CV-7178-01A-21R-2016-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-CV-7423-01A-11R-2081-07	TCGA-CV-7245-01A-11R-2016-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-7416-01A-11R-2081-07	TCGA-CV-6961-01A-21R-1915-07
NM_006042|HS3ST3A1|chr17|-	chr17:13396943-13400135	13399311	0.14	NA	NA	0.24	0.22	0.29	NA	0.17	0.28	NA	0.29	NA	NA	0.25	0.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	0.20	0.11	0.30	0.36	0.18	NA	0.18	0.23	0.15	NA	0.21	0.19	0.20	0.24	0.15
NM_033007|NLRP1|chr17|-	chr17:5417463-5418393	5418116	0.80	NA	NA	NA	NA	0.68	0.85	0.82	0.92	NA	NA	NA	NA	NA	0.90	0.96	NA	NA	NA	0.84	0.83	NA	0.77	0.80	0.82	NA	NA	NA	0.72	NA	0.68	NA	0.91	NA	0.72	0.92	0.78	0.86	NA	0.84	0.83	0.79	NA
NM_005310|GRB7|chr17|+	chr17:37903003-37903538	37903199	0.83	0.84	0.89	0.69	0.72	0.67	0.80	0.73	0.91	0.75	0.64	0.65	0.79	0.85	0.73	0.88	0.73	0.74	0.80	0.73	0.76	0.73	0.92	0.93	0.75	0.88	0.73	0.70	0.69	0.78	0.75	0.80	0.78	0.74	0.80	0.88	NA	0.76	0.66	0.73	0.77	0.67	0.64
NM_014232|VAMP2|chr17|-	chr17:8062509-8064189	8064039	0.83	0.42	0.79	0.89	0.73	0.72	0.75	0.76	0.66	0.59	0.70	0.65	0.59	0.57	0.65	0.74	0.64	0.67	0.80	0.65	0.94	0.60	0.64	0.83	0.71	0.54	0.49	0.66	0.59	0.80	0.65	0.55	0.71	0.63	0.63	0.84	0.70	0.71	0.47	0.62	0.74	0.64	0.55
NM_031858|NBR1|chr17|+	chr17:41361919-41363701	41362296	0.94	0.89	NA	0.93	0.93	0.96	0.97	0.93	0.97	0.86	0.99	0.97	0.93	0.96	0.98	0.98	0.89	0.96	0.97	0.91	0.87	0.98	0.97	0.97	0.84	0.93	0.95	0.93	0.86	0.85	0.95	0.96	0.96	0.97	0.91	0.95	0.95	0.97	0.93	0.96	0.89	0.88	0.91
NM_001128159|VPS53|chr17|-	chr17:414732-422538	420025	0.52	0.58	NA	0.48	0.70	0.63	0.44	0.57	0.70	0.27	0.44	0.47	0.57	0.38	0.51	0.36	0.57	0.48	0.62	0.51	0.57	0.47	0.32	0.73	0.59	0.50	0.46	0.63	0.36	0.65	NA	NA	0.43	0.67	0.65	NA	0.53	0.53	NA	0.44	0.48	0.43	NA
NM_016532|INPP5K|chr17|-	chr17:1397870-1399173	1399001	0.82	0.88	0.76	0.73	0.67	0.74	0.63	0.70	0.71	0.59	0.74	0.67	0.83	0.86	0.63	0.71	0.73	0.64	0.84	0.75	0.76	0.69	0.70	0.81	0.63	0.75	0.83	0.76	0.78	0.80	0.64	0.81	0.73	0.82	0.83	0.91	0.73	0.81	0.68	0.70	0.74	0.59	0.90
NM_024599|RHBDF2|chr17|-	chr17:74466976-74468134	74467676	0.93	0.96	NA	0.93	0.91	0.91	0.94	0.90	0.97	0.91	0.90	0.92	0.94	0.96	0.93	0.96	0.93	0.87	0.98	0.95	0.94	0.96	0.99	0.98	0.96	0.95	0.93	0.94	0.95	0.95	0.93	0.96	0.97	0.93	0.97	0.94	0.91	0.96	0.90	0.96	0.92	0.84	0.88
NM_002634|PHB|chr17|-	chr17:47481422-47482566	47482283	0.28	0.20	0.21	0.28	0.22	0.35	0.22	0.19	0.31	0.22	0.26	0.26	0.18	0.24	0.19	0.19	0.18	0.21	0.29	0.23	0.27	0.25	0.15	0.25	0.20	0.16	0.29	0.24	0.24	0.18	0.24	0.20	0.29	0.32	0.13	0.25	0.23	0.24	0.22	0.27	0.27	0.20	0.24
NM_018307|RHOT1|chr17|+	chr17:30551634-30552742	30551784	0.86	0.86	NA	0.86	0.81	0.91	0.94	0.91	0.97	0.88	0.85	0.88	0.93	0.77	0.93	0.87	0.75	0.92	0.93	0.87	0.80	NA	0.97	0.89	0.88	0.91	0.76	0.90	0.67	0.94	0.83	0.95	1.00	0.90	0.84	0.91	0.88	0.98	0.82	0.90	0.82	0.77	0.81
NM_003655|CBX4|chr17|-	chr17:77806945-77809194	77808286	0.56	0.46	NA	0.29	0.55	0.40	0.53	0.42	0.54	0.31	0.45	0.39	0.53	0.52	0.53	0.70	0.43	0.48	0.46	0.42	0.49	0.35	0.34	0.58	0.48	0.55	0.33	0.50	0.44	0.43	0.41	0.52	0.58	0.51	0.59	0.53	0.44	0.78	0.36	0.46	0.57	0.40	0.52
NM_003004|SECTM1|chr17|-	chr17:80279135-80280246	80279557	0.33	NA	0.73	0.21	NA	0.34	0.35	0.30	0.37	0.48	0.29	0.25	0.43	0.34	0.37	0.31	0.25	0.31	0.32	0.34	0.34	0.29	0.37	0.39	0.29	0.31	0.28	0.33	0.33	0.33	0.33	0.42	0.44	0.29	0.43	0.37	0.29	0.42	0.26	NA	0.34	0.27	0.33
NM_001040025|ARL16|chr17|-	chr17:79648207-79648909	79648560	0.79	0.86	1.00	0.90	0.86	0.84	0.90	0.86	1.00	0.80	0.62	0.84	0.89	0.82	0.86	0.88	0.88	0.86	0.97	0.96	0.90	NA	0.86	0.95	0.86	0.80	0.82	0.74	0.70	0.92	0.85	1.00	0.95	0.96	0.88	0.91	1.00	0.93	0.77	0.90	NA	0.78	0.74
NM_080677|DYNLL2|chr17|+	chr17:56166502-56171246	56168551	0.06	0.06	0.03	0.07	0.04	0.07	0.06	0.02	0.07	0.06	0.07	0.11	0.03	0.07	0.11	0.05	0.05	0.05	0.12	0.04	0.05	0.10	0.06	0.06	0.06	0.07	0.05	0.09	0.08	0.07	0.10	0.04	0.05	0.09	0.03	0.03	0.08	0.05	0.11	0.12	0.06	0.15	0.04
NM_002815|PSMD11|chr17|+	chr17:30807770-30810261	30809343	0.07	0.05	0.11	0.08	0.22	0.29	0.08	0.23	0.18	0.08	0.12	0.08	0.08	0.08	0.07	0.05	0.06	0.09	0.11	0.19	0.13	0.10	0.13	0.12	0.19	0.06	0.21	0.07	0.12	0.11	0.10	0.07	0.11	0.11	0.09	0.18	0.15	0.12	0.10	0.08	0.11	0.12	0.11
NM_004859|CLTC|chr17|+	chr17:57771088-57772484	57772005	0.42	0.45	1.00	0.42	0.41	0.46	0.44	0.44	0.55	0.42	0.43	0.46	0.49	0.47	0.49	0.50	0.43	0.44	0.47	0.45	0.49	0.50	0.46	0.54	0.54	0.49	0.44	0.42	0.37	0.45	0.46	0.61	0.48	0.41	0.44	0.58	0.41	0.60	0.44	0.48	0.41	0.40	0.41
NM_152219|GJD3|chr17|-	chr17:38519319-38520945	38520222	0.43	0.38	NA	NA	0.45	0.53	0.36	0.38	NA	0.38	0.37	0.40	0.38	0.46	0.43	0.30	NA	NA	NA	NA	NA	NA	NA	0.36	0.34	0.39	NA	0.50	NA	0.35	NA	0.46	0.45	0.40	NA	NA	NA	0.44	NA	0.43	NA	0.44	0.44
NM_005827|SLC35B1|chr17|-	chr17:47778357-47778872	47778722	0.17	0.12	0.14	0.13	0.15	0.16	0.14	0.10	0.12	0.13	0.15	0.15	0.12	0.13	0.14	0.11	0.14	0.13	0.11	0.13	0.12	0.12	0.16	0.15	0.13	0.16	0.14	0.12	0.12	0.11	0.13	0.15	0.14	0.16	0.16	0.18	0.14	0.16	0.11	0.11	0.14	0.19	0.13
NM_017523|XAF1|chr17|+	chr17:6676431-6678978	6676581	0.99	NA	NA	0.93	NA	0.99	0.93	0.98	1.00	0.91	1.00	NA	0.94	0.95	0.97	0.90	0.91	1.00	1.00	1.00	0.96	NA	1.00	0.97	1.00	NA	0.99	0.96	0.94	0.88	0.93	0.91	0.97	NA	0.99	1.00	0.96	0.97	NA	NA	0.98	0.95	NA
NM_022066|UBE2O|chr17|-	chr17:74385530-74387694	74386163	0.98	1.00	NA	0.88	0.97	1.00	0.99	1.00	1.00	0.95	0.99	0.82	1.00	0.97	0.96	1.00	0.97	0.94	1.00	1.00	0.94	NA	0.98	1.00	1.00	1.00	0.97	0.88	0.96	1.00	0.96	1.00	0.99	1.00	0.99	NA	0.94	1.00	0.99	0.97	NA	0.98	0.98
NM_003808|TNFSF13|chr17|+	chr17:7464040-7464919	7464190	1.00	NA	NA	0.89	1.00	1.00	0.96	0.99	0.98	0.96	0.91	0.96	0.98	0.93	1.00	0.95	0.94	NA	1.00	1.00	1.00	NA	0.94	0.94	0.97	1.00	0.94	0.96	1.00	1.00	0.98	1.00	0.98	1.00	0.95	NA	1.00	1.00	NA	0.91	1.00	0.98	1.00
NM_002734|PRKAR1A|chr17|+	chr17:66526417-66528933	66526696	0.74	0.61	0.19	0.58	0.58	0.74	0.70	0.63	0.84	0.64	0.80	0.64	0.69	0.65	0.70	0.67	0.69	0.57	0.67	0.68	0.55	0.66	0.70	0.82	0.67	0.70	0.69	0.66	0.48	0.63	0.64	0.73	0.73	0.67	0.64	0.75	0.75	0.76	0.62	0.69	0.55	0.58	0.58
NM_001988|EVPL|chr17|-	chr17:74002898-74006624	74006440	0.94	0.96	NA	0.90	0.93	0.89	0.89	0.93	0.87	0.84	0.94	0.95	0.94	0.95	0.91	0.91	0.93	0.88	0.94	0.99	0.91	0.94	0.97	0.85	0.89	0.90	0.87	0.93	0.95	0.91	0.95	0.94	0.96	0.91	0.96	0.89	0.94	0.91	0.91	0.95	0.95	0.84	0.94
NM_020198|CCDC47|chr17|-	chr17:61822615-61824321	61824060	0.38	0.38	0.37	0.37	0.51	0.49	0.45	0.45	0.50	0.40	0.59	0.42	0.40	0.50	0.48	0.47	0.44	0.36	0.46	0.52	0.38	0.43	0.54	0.50	0.42	0.46	0.42	0.48	0.39	0.42	0.40	0.52	0.47	0.46	0.44	0.48	0.42	0.45	0.40	0.37	0.47	0.38	0.36
NM_016492|RANGRF|chr17|+	chr17:8193130-8194001	8193305	0.25	0.13	0.15	0.13	0.11	0.18	0.09	0.16	0.10	0.09	0.14	0.14	0.26	0.23	0.10	0.10	0.10	0.13	0.07	0.13	0.10	0.08	0.09	0.14	0.13	0.12	0.10	0.13	0.13	0.12	0.15	0.18	0.11	0.18	0.09	0.10	0.14	0.14	0.18	0.10	0.14	0.21	0.11
NM_003079|SMARCE1|chr17|-	chr17:38783982-38785245	38785053	0.26	0.21	0.09	0.26	0.34	0.42	0.33	0.32	0.38	0.42	0.53	0.38	0.24	0.40	0.43	0.29	0.23	0.22	0.29	0.35	0.31	0.35	0.26	0.36	0.45	0.27	0.37	0.32	0.21	0.21	0.42	0.27	0.36	0.42	0.20	0.42	0.27	0.33	0.30	0.29	0.38	0.38	0.28
NM_014738|KIAA0195|chr17|+	chr17:73495342-73496156	73495580	1.00	0.98	1.00	0.92	0.81	1.00	1.00	0.98	1.00	0.97	0.99	0.83	1.00	0.87	0.92	1.00	0.99	0.97	0.94	1.00	1.00	NA	0.99	0.98	1.00	1.00	0.91	0.93	0.97	0.98	0.82	1.00	0.99	0.99	0.87	1.00	0.92	1.00	0.87	0.97	0.88	0.82	0.95
NM_001102402|PCTP|chr17|+	chr17:53853395-53854734	53853686	NA	0.88	NA	0.80	0.89	0.95	0.89	0.89	0.96	0.79	0.84	0.85	0.92	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	0.89	0.91	0.97	0.87	0.82	0.86	0.83	0.94	0.93	0.88	0.80	NA	NA	0.79	0.92	0.83	0.95	0.87	0.81	0.88
NM_012140|SLC25A10|chr17|+	chr17:79687005-79688101	79687670	0.77	0.78	1.00	0.73	0.91	0.69	0.77	0.82	0.99	0.85	0.85	0.66	0.92	0.73	0.80	0.93	0.63	0.83	0.78	0.97	0.70	0.88	0.88	0.83	0.82	0.69	0.78	0.79	0.60	0.82	0.66	1.00	0.94	0.81	0.83	0.98	0.62	1.00	0.78	0.83	0.82	0.74	0.73
NM_006572|GNA13|chr17|-	chr17:63005403-63010947	63006955	0.39	0.40	NA	0.41	0.49	0.41	0.54	0.50	0.55	0.45	0.48	0.45	0.48	0.41	0.46	0.44	0.34	0.47	0.42	0.49	0.43	NA	0.66	0.50	0.53	0.47	0.42	0.36	0.46	0.40	0.48	0.64	0.48	0.37	0.37	0.59	0.43	0.43	0.44	0.50	0.45	0.40	0.36
NM_173079|RUNDC1|chr17|+	chr17:41142867-41145741	41143907	0.89	0.75	NA	0.78	0.75	0.82	0.84	0.73	0.88	0.75	NA	0.75	0.81	NA	NA	0.85	0.81	NA	0.83	NA	0.78	NA	0.84	0.87	0.88	0.88	0.77	0.79	0.64	0.84	NA	0.95	0.90	0.77	0.76	NA	0.77	NA	NA	NA	NA	0.80	0.67
NM_001037330|TRIM16L|chr17|+	chr17:18638189-18639444	18638947	0.63	0.76	NA	0.60	0.69	0.74	0.64	0.71	0.72	0.63	0.70	0.70	0.83	0.66	0.68	0.80	0.64	0.84	0.64	0.87	0.74	0.69	0.73	0.79	0.85	0.83	0.64	0.72	0.60	0.79	0.75	0.98	0.81	0.71	0.59	0.72	0.58	0.68	0.66	0.60	0.62	0.67	0.72
NM_024119|DHX58|chr17|-	chr17:40253422-40253964	40253748	0.95	NA	1.00	0.78	NA	0.93	0.93	0.96	1.00	0.94	0.91	0.97	0.95	0.92	NA	0.99	NA	NA	NA	0.98	0.98	NA	0.74	0.71	0.92	NA	0.67	0.95	0.69	0.97	NA	1.00	0.81	0.74	0.82	0.78	0.89	0.97	0.88	NA	0.88	0.86	0.85
NM_003559|PIP4K2B|chr17|-	chr17:36921918-36926024	36925874	0.91	0.87	NA	0.93	0.79	0.95	0.78	0.90	0.76	0.83	NA	0.96	NA	NA	NA	0.76	0.81	NA	NA	NA	NA	NA	0.79	0.70	0.92	0.97	0.79	0.90	0.90	0.81	0.75	0.94	0.76	1.00	0.75	NA	0.96	NA	0.88	NA	NA	0.92	0.88
NM_181725|METTL2A|chr17|+	chr17:60525935-60529073	60526133	0.16	0.08	0.06	0.15	0.20	0.36	0.14	0.19	0.19	0.11	0.18	0.17	0.12	0.16	0.18	0.11	0.13	0.14	0.14	0.20	0.15	0.17	0.15	0.22	0.16	0.11	0.15	0.12	0.16	0.08	0.18	0.13	0.20	0.15	0.16	0.15	0.14	0.14	0.15	0.12	0.18	0.14	0.13
NR_028582|G6PC3|chr17|+	chr17:42153047-42153710	42153197	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	0.92	1.00	1.00	1.00	0.94	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.97
NM_024702|ZNF750|chr17|-	chr17:80787314-80788753	80787851	0.62	0.60	NA	0.72	0.40	0.76	0.63	0.58	0.93	0.53	0.81	0.65	0.64	0.81	0.69	0.80	0.67	0.61	0.76	0.65	0.26	0.83	0.99	0.97	0.31	0.65	0.67	0.57	0.58	0.34	0.76	0.68	0.76	0.61	0.52	0.92	0.77	0.82	0.67	0.74	0.54	0.50	0.53
NM_005831|CALCOCO2|chr17|+	chr17:46940199-46942237	46941133	0.11	0.12	0.33	0.13	0.18	0.19	0.10	0.12	0.15	0.11	0.10	0.14	0.11	0.12	0.14	0.15	0.16	0.10	0.15	0.17	0.11	0.12	0.15	0.19	0.14	0.12	0.14	0.14	0.12	0.13	0.13	0.21	0.16	0.13	0.14	0.15	0.13	0.13	0.11	0.15	0.14	0.14	0.13
NM_015986|CRLF3|chr17|-	chr17:29109676-29111461	29111311	0.87	0.90	NA	0.76	0.84	0.87	0.94	0.92	0.97	0.84	0.89	0.90	0.97	NA	0.81	0.98	0.77	0.86	0.95	0.90	NA	0.79	0.85	0.91	0.86	NA	0.85	0.87	0.87	0.90	NA	0.97	0.91	0.81	0.88	0.95	0.89	0.83	0.86	0.91	0.87	0.77	0.82
NM_006310|NPEPPS|chr17|+	chr17:45699133-45700627	45699392	0.61	0.57	0.43	0.66	0.72	0.74	0.65	0.70	0.81	0.71	0.62	0.67	0.52	0.54	0.68	0.67	0.67	0.73	0.52	0.73	0.67	0.55	0.84	0.86	0.75	0.66	0.69	0.62	0.55	0.58	0.65	0.67	0.74	0.70	0.54	0.83	0.70	0.70	0.53	0.53	0.62	0.72	0.55
NM_001012241|MSL1|chr17|+	chr17:38290531-38293064	38290686	0.81	0.84	NA	0.75	0.71	0.87	0.81	0.79	0.99	0.75	NA	0.76	0.83	NA	0.87	0.81	0.82	0.75	0.82	0.89	0.80	NA	0.88	0.85	0.81	0.77	0.79	0.73	0.79	0.73	0.78	0.93	0.85	0.78	0.82	NA	0.84	0.83	0.82	0.85	0.77	0.72	0.75
NM_002616|PER1|chr17|-	chr17:8043786-8044658	8044241	1.00	0.99	1.00	0.96	0.99	0.99	0.98	1.00	1.00	0.96	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.95	0.95	0.99	1.00	0.97	1.00	1.00	1.00	1.00	1.00	0.96	0.96	1.00	1.00	1.00	1.00	1.00	0.91	0.99	0.97	1.00	0.99	1.00	1.00	1.00	0.95
NM_024619|FN3KRP|chr17|+	chr17:80684708-80685893	80684978	0.90	1.00	NA	0.94	0.96	0.93	0.94	1.00	1.00	0.93	0.93	0.99	1.00	0.98	0.98	1.00	0.84	0.98	0.93	1.00	0.97	0.87	0.97	1.00	0.93	0.96	0.93	0.89	0.88	1.00	0.91	1.00	1.00	0.90	1.00	1.00	0.90	1.00	0.92	0.95	0.84	0.88	0.96
NM_015626|WSB1|chr17|+	chr17:25639235-25640711	25639385	0.84	0.76	NA	0.82	0.68	0.81	0.84	0.79	0.83	0.71	0.85	0.73	0.82	0.82	0.82	0.86	0.85	0.84	0.86	0.81	0.75	0.87	0.88	0.87	0.76	0.85	0.80	0.82	0.73	0.70	0.75	0.86	0.91	0.79	0.71	0.84	0.83	0.87	0.83	0.78	0.73	0.73	0.73
NM_015276|USP22|chr17|-	chr17:20900624-20906386	20903095	0.05	0.03	NA	0.04	0.04	0.08	0.06	0.07	0.12	0.04	0.06	0.05	0.07	0.05	0.05	0.10	0.03	0.06	0.04	0.07	0.04	0.05	0.08	0.09	0.10	0.07	0.05	0.03	0.03	0.07	0.05	0.12	0.13	0.05	0.05	0.12	0.06	0.12	0.07	0.04	0.04	0.04	0.03
NM_013975|LIG3|chr17|+	chr17:33331291-33332131	33331718	0.39	0.55	NA	0.42	0.50	0.46	0.41	0.36	0.36	0.44	0.44	0.42	0.37	0.38	0.46	0.37	0.34	0.49	0.43	0.48	0.37	NA	0.54	0.43	0.54	0.42	0.50	0.38	0.43	0.37	NA	0.60	0.46	0.43	0.36	NA	0.46	0.51	0.47	0.43	NA	0.52	0.35
NM_002086|GRB2|chr17|-	chr17:73314162-73316634	73316440	0.80	0.72	0.54	0.84	0.77	0.82	0.78	0.85	0.76	0.77	0.82	0.80	0.81	0.67	0.81	0.81	0.60	0.84	0.80	0.84	0.82	0.76	0.81	0.76	0.79	0.73	0.73	0.77	0.72	0.69	0.84	0.83	0.85	0.79	0.75	0.81	0.82	0.76	0.75	0.76	0.82	0.75	0.74
NM_153827|MINK1|chr17|+	chr17:4800498-4801355	4800943	0.68	0.70	1.00	0.67	0.81	0.69	0.75	0.71	0.86	0.80	0.66	0.65	0.84	0.81	0.70	0.71	0.77	0.73	0.71	0.86	0.70	0.75	0.85	0.74	0.86	0.83	0.65	0.60	0.62	0.82	0.74	1.00	0.86	0.73	0.69	0.80	0.68	0.79	0.68	0.71	0.84	0.70	0.69
NM_144997|FLCN|chr17|-	chr17:17115504-17117170	17116443	0.96	0.95	NA	0.96	NA	0.94	1.00	0.98	0.97	0.95	NA	0.91	1.00	NA	1.00	1.00	0.97	0.96	0.92	0.99	0.98	NA	0.94	1.00	0.84	1.00	0.96	0.86	0.82	0.86	0.96	1.00	0.99	NA	0.98	NA	0.95	1.00	0.95	NA	0.98	0.83	0.89
NM_000263|NAGLU|chr17|+	chr17:40695045-40696471	40695196	0.99	0.97	NA	0.97	0.99	0.98	0.98	0.99	0.98	0.92	0.98	0.92	0.99	NA	0.99	0.99	0.94	NA	1.00	0.96	0.97	NA	0.98	0.99	0.98	0.98	0.94	0.97	0.93	0.99	0.95	0.99	0.97	0.98	0.99	1.00	0.98	0.97	0.94	0.95	0.97	0.98	0.96
NM_007241|SNF8|chr17|-	chr17:47006706-47007974	47007780	0.07	0.04	0.02	0.08	0.08	0.08	0.08	0.04	0.09	0.04	0.08	0.06	0.03	0.04	0.04	0.04	0.04	0.04	0.08	0.07	0.07	0.07	0.08	0.07	0.06	0.04	0.05	0.05	0.07	0.05	0.07	0.03	0.09	0.03	0.02	0.05	0.09	0.04	0.07	0.05	0.06	0.13	0.04
NM_007067|KAT7|chr17|+	chr17:47904762-47907828	47906351	0.06	0.06	NA	0.08	0.07	0.13	0.08	0.11	0.12	0.06	0.08	0.07	0.08	0.08	0.10	0.08	0.06	0.08	0.15	0.12	0.08	NA	0.09	0.11	0.13	0.09	0.09	0.07	0.06	0.07	0.12	0.09	0.10	0.07	0.06	0.12	0.13	0.08	0.10	0.09	0.07	0.07	0.07
NM_002767|PRPSAP2|chr17|+	chr17:18833852-18834568	18834176	0.74	0.66	1.00	0.67	0.65	0.77	0.61	0.64	0.93	0.65	0.66	0.78	0.73	0.72	0.76	0.74	0.68	0.59	0.72	0.74	0.59	0.64	0.82	0.88	0.73	0.80	0.70	0.62	0.45	0.76	0.67	0.90	0.78	0.63	0.79	0.79	0.70	0.94	0.74	0.77	0.73	0.58	0.63
NM_001098426|SMARCD2|chr17|-	chr17:61909508-61910351	61910201	1.00	0.99	1.00	0.96	0.93	0.96	0.97	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.93	0.96	1.00	1.00	1.00	0.97	1.00	1.00	0.99	1.00	1.00	1.00	0.98	0.96	1.00
NM_000152|GAA|chr17|+	chr17:78093070-78093679	78093343	0.91	0.97	1.00	0.86	0.95	0.93	0.97	0.94	1.00	0.98	0.98	0.91	0.96	0.98	0.95	0.94	0.90	0.97	0.97	0.99	0.91	0.96	0.99	0.96	0.99	0.98	0.95	0.89	0.91	0.98	0.94	1.00	0.97	0.95	0.96	0.98	0.96	0.98	0.97	0.93	0.96	0.96	0.86
NM_001082968|TOM1L2|chr17|-	chr17:17746801-17751097	17750547	0.85	0.87	NA	0.87	0.96	0.95	0.83	0.92	0.97	0.60	0.86	0.87	0.94	0.78	0.78	0.73	0.82	0.72	0.88	0.85	0.88	0.92	0.67	0.98	0.80	0.83	0.78	0.85	0.89	0.75	0.85	0.97	0.65	0.84	0.99	0.98	0.89	0.89	0.94	0.76	0.86	0.72	0.87
NM_006456|ST6GALNAC2|chr17|-	chr17:74559877-74562353	74561654	0.92	0.90	NA	0.78	0.88	0.76	0.91	0.90	0.89	0.92	0.97	0.58	0.73	0.91	0.88	0.81	0.54	0.92	0.90	0.74	0.93	0.88	0.83	0.89	0.87	0.66	0.92	0.76	0.91	0.64	0.52	0.50	0.86	0.59	0.92	0.90	0.90	0.88	0.86	0.91	0.60	0.81	0.54
NR_026697|FAM134C|chr17|-	chr17:40729850-40734288	40731557	0.01	0.01	NA	0.00	0.00	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.05	0.01	0.00	0.01	0.01	0.01	0.03	0.00	0.01	0.02	0.01	0.02
NM_001243439|SPECC1|chr17|+	chr17:20217288-20218536	20218000	0.07	0.08	NA	0.08	NA	0.14	NA	0.12	0.08	0.05	0.11	0.11	0.09	NA	0.09	0.04	0.08	0.10	0.07	0.11	NA	NA	0.09	0.07	0.15	0.11	0.14	0.09	0.08	NA	0.10	0.08	0.10	0.12	0.03	0.13	0.12	0.10	NA	0.06	0.07	0.13	0.11
NM_017758|ALKBH5|chr17|+	chr17:18111532-18113272	18111682	0.93	0.93	NA	0.94	0.92	0.98	0.93	0.94	0.95	0.92	0.97	0.92	0.95	0.95	0.94	0.92	0.94	0.96	0.95	0.95	0.91	0.94	0.97	0.98	0.91	0.93	0.96	0.94	0.90	0.93	0.96	0.97	0.97	0.93	0.96	0.98	0.97	0.96	0.98	0.93	0.94	0.93	0.93
NM_017763|RNF43|chr17|-	chr17:56431041-56432347	56431812	NA	0.97	NA	0.96	NA	0.98	0.97	0.98	NA	0.97	NA	NA	0.98	NA	NA	1.00	0.99	NA	0.99	0.96	0.94	NA	1.00	0.97	0.95	0.98	1.00	0.99	0.93	0.97	0.74	1.00	0.99	0.96	0.97	NA	NA	0.96	NA	1.00	NA	0.98	0.96
NM_032353|VPS25|chr17|+	chr17:40930974-40931618	40931248	0.94	0.89	1.00	0.81	0.85	0.85	0.86	0.86	0.97	0.81	0.80	0.75	0.93	0.86	0.87	0.92	0.81	0.82	0.82	0.93	0.86	0.84	0.91	0.96	0.87	0.95	0.82	0.78	0.77	0.96	0.76	0.96	0.95	0.88	0.90	1.00	0.87	0.95	0.82	0.79	0.92	0.79	0.78
NM_006924|SRSF1|chr17|-	chr17:56079202-56082961	56080973	0.05	0.07	NA	0.08	0.06	0.09	0.07	0.08	0.09	0.08	0.08	0.10	0.10	0.08	0.09	0.14	0.07	0.10	0.08	0.09	0.06	0.06	0.17	0.09	0.13	0.07	0.09	0.06	0.07	0.05	0.08	0.12	0.09	0.05	0.09	0.12	0.07	0.09	0.06	0.08	0.06	0.12	0.06
NM_173547|TRIM65|chr17|-	chr17:73882784-73887428	73885081	0.01	0.00	NA	0.01	0.00	0.01	0.01	0.01	0.03	0.00	NA	0.01	0.01	NA	0.01	0.01	0.01	NA	NA	0.01	0.01	NA	0.02	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.06	0.02	0.01	0.00	NA	0.01	0.01	0.01	0.01	0.01	0.00	0.01
