event_id	loci	Proximal_Site	TCGA-DI-A2QU-01A-11R-A18M-07	TCGA-AX-A2HC-01A-11R-A17B-07	TCGA-E6-A1M0-01A-11R-A144-07	TCGA-AX-A2HD-01A-21R-A17B-07	TCGA-AX-A1CK-01A-11R-A137-07	TCGA-AX-A2HA-01A-12R-A18M-07	TCGA-AX-A1CI-01A-11R-A137-07	TCGA-BK-A0CB-01A-32R-A104-07	TCGA-BG-A2AD-01A-21R-A16F-07	TCGA-AX-A0J0-01A-11R-A109-07	TCGA-AJ-A3NH-01A-11R-A22K-07	TCGA-BK-A4ZD-01A-11R-A27V-07	TCGA-AX-A1CF-01A-11R-A137-07	TCGA-DI-A2QY-01A-12R-A19W-07	TCGA-AJ-A3NC-01A-11R-A22K-07	TCGA-BG-A3EW-01A-11R-A22K-07	TCGA-AJ-A3NE-01A-11R-A22K-07	TCGA-BK-A13C-01A-11R-A118-07	TCGA-AX-A2H8-01A-11R-A17B-07	TCGA-AX-A05Y-01A-11R-A00V-07	TCGA-AX-A0IZ-01A-11R-A118-07	TCGA-BG-A3PP-01A-11R-A22K-07	TCGA-AJ-A2QL-01A-11R-A18M-07
NM_003818|CDS2|chr20|+	chr20:5170747-5175757	5170969	0.18	0.41	0.19	0.20	0.11	0.13	0.11	0.12	0.23	0.18	0.12	0.17	0.14	0.12	0.17	0.18	0.14	0.19	0.20	0.07	0.12	0.08	0.13
NM_153638|PANK2|chr20|+	chr20:3903890-3904404	3904101	0.81	NA	0.85	0.72	1.00	0.76	0.76	NA	0.96	0.95	0.69	0.70	NA	0.80	0.67	0.77	0.65	0.75	NA	NA	0.74	0.75	0.85
NM_018839|NSFL1C|chr20|-	chr20:1422806-1424556	1424215	0.09	0.25	0.19	0.17	0.08	0.10	0.19	0.07	0.16	0.16	0.17	0.29	0.11	0.10	0.22	0.25	0.26	0.23	0.16	0.06	0.11	0.16	0.19
NM_014657|TTI1|chr20|-	chr20:36611419-36612041	36611845	0.83	0.70	0.85	0.64	1.00	1.00	0.96	0.87	0.68	0.74	0.87	0.86	0.65	1.00	0.98	0.72	0.86	0.83	0.88	0.73	1.00	1.00	0.71
NM_014731|ProSAPiP1|chr20|-	chr20:3143258-3145798	3145648	NA	NA	NA	0.77	NA	NA	NA	NA	0.74	NA	0.77	0.76	0.81	NA	0.77	0.73	0.77	0.82	0.88	0.54	NA	0.79	NA
NM_020536|CSRP2BP|chr20|+	chr20:18167929-18169000	18168586	NA	NA	0.41	0.19	0.46	NA	NA	0.66	0.17	0.28	0.38	NA	NA	0.63	0.30	0.26	0.26	0.31	0.33	NA	0.57	0.33	0.30
NM_004358|CDC25B|chr20|+	chr20:3785467-3786772	3785617	1.00	1.00	1.00	0.98	NA	1.00	1.00	NA	0.99	0.88	0.97	1.00	1.00	0.96	0.98	0.95	0.96	NA	1.00	1.00	1.00	1.00	NA
NM_006275|SRSF6|chr20|+	chr20:42089342-42092265	42089926	0.13	0.34	0.33	0.17	0.19	0.30	0.22	0.11	0.24	0.33	0.24	0.21	0.25	0.20	0.31	0.24	0.30	0.27	0.21	0.10	0.17	0.20	0.22
NM_007186|CEP250|chr20|+	chr20:34099191-34099802	34099452	0.99	NA	0.71	0.82	0.82	1.00	0.98	0.70	0.67	0.58	0.73	0.75	0.57	0.97	0.88	0.71	0.73	0.57	0.99	0.42	0.97	0.90	0.98
NM_001042472|ABHD12|chr20|-	chr20:25280847-25281520	25281243	1.00	1.00	1.00	0.98	0.99	1.00	0.98	1.00	0.98	0.99	0.92	0.89	1.00	1.00	0.97	0.83	0.84	1.00	1.00	1.00	1.00	0.91	1.00
NM_006870|DSTN|chr20|+	chr20:17587681-17588894	17587831	0.91	0.78	0.82	0.73	0.89	0.95	0.92	0.83	0.78	0.75	0.84	0.74	0.71	0.95	0.91	0.68	0.74	0.85	0.82	0.61	0.93	0.85	0.89
NM_001204872|NPEPL1|chr20|+	chr20:57290223-57290900	57290397	1.00	0.77	NA	NA	0.95	1.00	1.00	0.69	NA	0.76	0.71	NA	0.67	0.60	0.85	0.73	0.79	0.85	NA	0.48	0.94	0.49	0.85
NM_021156|TMX4|chr20|-	chr20:7958001-7963268	7962092	NA	NA	0.26	0.31	0.17	0.25	0.21	0.16	NA	0.29	0.17	0.13	NA	NA	0.20	0.22	0.21	0.15	NA	0.09	0.21	0.21	0.55
NM_001336|CTSZ|chr20|-	chr20:57570285-57570814	57570603	1.00	0.96	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.99	0.98	0.96	0.98	1.00	1.00	0.95	0.96	1.00	0.91	0.98	1.00	1.00	1.00
NM_004613|TGM2|chr20|-	chr20:36756846-36758771	36758617	NA	NA	0.90	0.98	NA	NA	NA	0.99	0.99	0.87	NA	NA	0.98	NA	1.00	0.99	1.00	NA	1.00	0.64	1.00	NA	1.00
NM_001039140|C20orf27|chr20|-	chr20:3734132-3734805	3734479	1.00	1.00	1.00	1.00	0.99	1.00	NA	1.00	0.99	0.99	1.00	0.97	0.92	1.00	1.00	0.99	0.96	1.00	1.00	0.66	1.00	1.00	1.00
NM_016407|C20orf43|chr20|+	chr20:55093142-55093943	55093549	1.00	0.94	1.00	0.96	1.00	1.00	1.00	1.00	1.00	0.93	0.99	0.97	0.98	1.00	1.00	0.79	0.85	1.00	0.98	1.00	1.00	1.00	1.00
NM_005417|SRC|chr20|+	chr20:36031573-36033829	36031723	NA	0.93	0.90	0.91	NA	NA	NA	0.89	0.93	0.88	0.99	NA	0.86	NA	0.98	0.93	0.94	0.91	0.99	0.72	0.93	NA	NA
NM_017454|STAU1|chr20|-	chr20:47729872-47731430	47730876	1.00	0.91	0.96	0.91	NA	1.00	NA	0.94	0.96	0.88	0.98	1.00	0.84	NA	1.00	0.92	0.96	0.97	1.00	0.69	1.00	1.00	1.00
NM_018257|PCMTD2|chr20|+	chr20:62904573-62907596	62905051	NA	0.81	NA	0.78	NA	NA	NA	NA	0.86	0.73	0.99	0.91	0.82	NA	1.00	0.90	0.91	0.87	0.87	NA	NA	NA	1.00
NR_040722|RBM39|chr20|-	chr20:34291523-34292503	34292321	0.81	0.71	0.56	0.82	0.81	0.77	0.85	0.48	0.61	0.70	0.73	0.60	0.40	0.75	0.81	0.68	0.74	0.74	0.79	0.18	0.74	0.62	0.66
NM_017896|C20orf11|chr20|+	chr20:61576090-61579816	61576897	0.15	0.58	0.21	0.47	0.17	0.22	0.19	0.26	0.44	0.31	0.22	0.35	0.30	0.08	0.22	0.24	0.25	0.33	0.32	0.38	0.10	0.22	0.11
NM_033550|TP53RK|chr20|-	chr20:45313125-45315870	45315305	0.22	NA	0.39	0.24	NA	0.12	NA	NA	0.40	NA	0.25	0.17	0.25	0.14	0.25	0.24	0.24	0.29	0.26	NA	0.21	0.17	0.27
NM_003288|TPD52L2|chr20|+	chr20:62521202-62522902	62521443	1.00	0.74	0.88	0.81	1.00	1.00	1.00	0.82	0.82	0.73	0.92	0.94	0.70	1.00	1.00	0.85	0.87	0.93	0.95	0.48	0.97	0.95	1.00
NM_199203|TMEM189-UBE2V1|chr20|-	chr20:48697660-48699451	48699183	1.00	1.00	1.00	1.00	0.95	0.94	0.99	1.00	1.00	1.00	0.95	0.90	0.99	0.79	0.93	0.96	0.93	1.00	0.99	NA	0.99	0.90	1.00
NM_018270|C20orf20|chr20|+	chr20:61430807-61432041	61431576	NA	NA	0.86	0.50	NA	NA	NA	NA	0.70	0.50	0.94	0.88	0.44	NA	1.00	0.68	0.78	NA	1.00	NA	NA	0.98	NA
NM_000801|FKBP1A|chr20|-	chr20:1349610-1350716	1350527	0.70	0.44	0.58	0.45	0.68	0.79	0.89	0.47	0.48	0.53	0.75	0.73	0.43	0.98	0.82	0.68	0.70	0.51	0.55	0.21	0.88	0.80	0.57
NM_001076552|ACSS2|chr20|+	chr20:33514889-33515767	33515295	1.00	NA	NA	0.66	1.00	1.00	1.00	0.96	0.81	0.82	0.85	0.77	0.81	1.00	0.99	0.71	0.79	0.78	0.97	0.34	1.00	1.00	0.96
NM_003116|SPAG4|chr20|+	chr20:34208797-34213467	34208947	0.02	NA	NA	0.03	0.01	0.01	0.01	0.01	NA	NA	0.01	NA	0.01	0.01	0.01	0.01	NA	NA	0.02	0.02	0.01	0.01	0.02
NM_144703|LSM14B|chr20|+	chr20:60709218-60710439	60709396	0.81	0.45	0.60	0.50	0.70	0.86	0.76	0.67	0.44	0.43	0.63	0.57	0.45	0.77	0.70	0.50	0.55	0.52	0.54	0.28	0.74	0.66	0.59
NM_015945|SLC35C2|chr20|-	chr20:44978251-44979163	44978633	0.74	0.78	0.81	0.57	1.00	1.00	1.00	0.98	0.74	0.71	0.62	0.45	0.64	0.87	0.49	0.40	0.46	0.71	0.55	NA	1.00	0.40	0.89
NM_001099339|COMMD7|chr20|-	chr20:31290459-31291260	31291110	1.00	0.94	1.00	1.00	1.00	1.00	1.00	1.00	0.98	0.95	1.00	0.98	1.00	1.00	1.00	0.95	1.00	0.99	1.00	0.60	1.00	1.00	1.00
NM_183047|ZMYND8|chr20|-	chr20:45837866-45839542	45839350	0.94	NA	0.91	0.85	0.71	0.98	0.87	0.85	NA	0.88	0.87	0.84	0.83	1.00	0.88	0.83	0.84	0.86	0.84	0.85	0.85	0.93	0.94
NM_018683|RNF114|chr20|+	chr20:48568612-48570429	48568762	0.81	0.77	0.77	0.68	0.76	0.77	0.71	0.74	0.78	0.81	0.88	0.75	0.57	0.48	0.91	0.84	0.75	0.85	0.89	0.36	0.85	0.56	0.61
NM_013248|NXT1|chr20|+	chr20:23334617-23335408	23334767	NA	NA	NA	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA
NM_001039467|RGS19|chr20|-	chr20:62704529-62705397	62705247	0.96	NA	NA	0.74	NA	NA	NA	0.93	0.77	NA	0.96	NA	0.76	NA	NA	0.93	0.92	NA	1.00	0.20	0.93	NA	0.86
NM_006363|SEC23B|chr20|+	chr20:18541294-18542029	18541447	0.46	0.23	0.29	0.22	0.78	0.76	0.69	0.36	0.25	0.30	0.38	0.39	0.17	0.80	0.58	0.30	0.33	0.37	0.53	0.06	0.71	0.32	0.39
NM_031231|NECAB3|chr20|-	chr20:32244831-32245663	32245513	1.00	1.00	0.90	0.98	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	0.87	1.00	1.00	1.00	NA	1.00	0.99	1.00	0.95	1.00	1.00
NM_015474|SAMHD1|chr20|-	chr20:35518224-35521469	35521319	0.82	0.79	0.85	0.75	NA	0.93	NA	NA	0.85	0.73	0.83	0.78	0.77	0.52	0.79	0.78	0.80	0.77	0.90	0.61	0.74	0.79	0.87
NM_001161766|AHCY|chr20|-	chr20:32868065-32868971	32868446	1.00	0.67	0.97	0.62	1.00	1.00	1.00	0.99	0.66	0.83	0.96	0.97	0.67	1.00	1.00	0.84	0.90	0.85	0.88	0.36	1.00	1.00	0.82
NM_012112|TPX2|chr20|+	chr20:30388772-30389607	30389003	0.96	0.67	0.68	0.55	1.00	1.00	1.00	NA	0.62	0.54	0.79	0.82	0.55	1.00	1.00	0.58	0.77	0.74	0.92	0.28	1.00	0.90	0.99
NM_004776|B4GALT5|chr20|-	chr20:48249456-48252996	48252406	NA	0.86	0.88	0.88	NA	NA	NA	NA	0.90	0.80	0.90	0.91	0.72	NA	0.91	0.86	0.86	0.79	0.89	0.62	NA	0.89	0.91
NR_038370|NDRG3|chr20|-	chr20:35280161-35282104	35281597	0.53	0.62	0.89	0.60	NA	NA	NA	NA	0.76	0.93	0.97	0.87	0.76	NA	0.96	0.92	0.97	0.87	0.55	0.54	NA	0.60	0.81
NM_006097|MYL9|chr20|+	chr20:35177479-35178229	35177629	1.00	0.96	0.94	1.00	1.00	NA	1.00	0.99	0.96	0.92	1.00	1.00	0.98	1.00	1.00	1.00	1.00	0.97	0.95	0.85	0.98	1.00	1.00
NM_003404|YWHAB|chr20|+	chr20:43535022-43537169	43535172	0.83	0.91	0.77	0.93	0.69	0.89	0.73	0.75	0.95	0.93	0.90	0.88	0.81	0.41	0.91	0.91	0.87	0.95	0.90	0.61	0.61	0.82	0.92
NM_015511|C20orf4|chr20|+	chr20:34843499-34844863	34843649	0.96	0.98	1.00	0.97	NA	NA	NA	NA	0.96	0.83	0.94	0.91	0.87	NA	0.94	0.90	0.91	0.90	0.98	0.63	NA	0.97	0.91
NM_015939|TRMT6|chr20|-	chr20:5918476-5919372	5919222	NA	0.74	0.78	0.77	NA	0.89	NA	NA	0.88	0.99	0.91	0.89	NA	NA	0.95	0.93	0.94	0.88	NA	NA	NA	0.95	1.00
NM_015352|POFUT1|chr20|+	chr20:30822275-30826456	30822636	NA	0.92	NA	0.84	NA	NA	NA	NA	0.78	0.81	0.94	0.98	0.86	NA	NA	0.93	0.93	0.91	0.81	0.64	NA	NA	0.84
NM_019095|CRLS1|chr20|+	chr20:6017719-6019381	6017967	0.24	0.14	0.24	0.30	0.16	0.29	0.25	0.25	0.24	0.29	0.22	0.19	0.12	0.24	0.27	0.30	0.23	0.28	0.29	0.19	0.31	0.12	0.25
NM_012325|MAPRE1|chr20|+	chr20:31436477-31438221	31436627	0.90	0.86	0.81	0.85	NA	0.87	NA	0.85	0.89	0.88	0.90	0.88	0.80	0.82	0.87	0.80	0.81	0.88	0.91	0.54	0.84	0.86	0.99
NM_003092|SNRPB2|chr20|+	chr20:16721490-16722409	16721796	0.10	0.10	0.09	0.11	0.10	0.15	0.15	0.10	0.11	0.06	0.11	0.09	0.07	0.14	0.11	0.11	0.11	0.09	0.06	0.03	0.08	0.07	0.10
NM_003286|TOP1|chr20|+	chr20:39751834-39753137	39751985	1.00	0.76	0.80	0.71	NA	1.00	NA	0.75	0.79	0.71	0.78	0.70	0.64	NA	0.90	0.59	0.74	0.87	0.93	0.55	1.00	0.81	1.00
NM_016470|C20orf111|chr20|-	chr20:42824589-42826379	42825574	0.46	0.23	0.36	0.37	NA	0.69	NA	0.38	0.34	0.32	0.58	0.45	0.29	NA	0.56	0.41	0.35	0.33	0.51	0.12	0.57	0.48	0.47
NM_018848|MKKS|chr20|-	chr20:10385732-10386335	10386053	0.65	0.62	0.78	0.79	0.93	NA	0.93	0.80	0.63	0.52	0.63	0.66	NA	1.00	0.78	0.70	0.60	0.75	0.74	0.67	0.94	0.73	0.87
NM_001145317|DSN1|chr20|-	chr20:35380203-35381300	35381132	NA	0.87	0.68	0.69	0.91	NA	NA	NA	0.72	0.86	0.94	0.93	0.78	0.98	0.98	0.76	0.87	NA	NA	NA	NA	1.00	NA
NM_181805|PKIG|chr20|+	chr20:43246925-43247689	43247237	0.97	0.79	0.87	0.76	0.99	1.00	1.00	0.89	0.96	0.49	0.80	0.83	0.71	1.00	1.00	0.64	0.73	0.80	0.93	0.46	1.00	0.99	1.00
NM_003600|AURKA|chr20|-	chr20:54944448-54945396	54944838	1.00	0.94	0.99	0.73	NA	NA	NA	NA	0.89	0.89	0.98	0.78	0.71	NA	NA	0.84	0.76	NA	NA	NA	1.00	0.83	NA
NM_002466|MYBL2|chr20|+	chr20:42344598-42345121	42344748	1.00	1.00	0.91	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	0.91	1.00	1.00	1.00	0.91	1.00	NA	1.00	0.87	1.00	1.00	1.00
NM_001197129|SYS1|chr20|+	chr20:43995514-43997857	43996683	0.40	0.47	0.48	0.32	NA	0.41	NA	NA	0.35	0.54	0.29	0.34	0.25	NA	0.70	0.43	0.29	0.48	0.31	0.25	0.49	0.30	0.38
NM_199129|TMEM189|chr20|-	chr20:48740307-48741716	48740838	0.66	0.32	0.51	0.19	NA	0.73	0.89	0.51	0.29	0.51	0.51	0.46	0.25	0.98	0.66	0.38	0.52	0.43	0.29	0.19	0.83	0.63	0.39
NM_030811|MRPS26|chr20|+	chr20:3028380-3028902	3028530	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.97	0.90	0.98	0.99	1.00	1.00	1.00	0.89	0.96	1.00	0.99	1.00	1.00	0.99	1.00
NM_018209|ARFGAP1|chr20|+	chr20:61918915-61921157	61919065	0.91	0.91	0.92	0.93	0.93	0.87	0.90	NA	0.90	1.00	0.88	0.91	0.95	0.93	0.86	0.89	0.88	0.98	0.90	1.00	0.92	0.90	NA
NM_006814|PSMF1|chr20|+	chr20:1145672-1147989	1146092	0.12	0.23	0.20	0.17	0.10	0.16	0.09	0.11	0.20	0.19	0.22	0.27	0.15	0.07	0.28	0.23	0.18	0.30	0.14	0.15	0.08	0.15	0.19
NM_019593|GPCPD1|chr20|-	chr20:5525057-5528496	5527178	0.95	NA	0.51	0.42	0.82	NA	0.79	0.77	NA	0.38	0.63	0.63	NA	NA	0.71	NA	0.39	NA	NA	NA	0.53	0.49	0.53
NM_015339|ADNP|chr20|-	chr20:49501715-49511049	49505622	NA	0.01	0.02	0.00	NA	NA	NA	NA	0.00	0.00	0.01	0.00	0.01	NA	0.01	0.01	0.01	0.01	0.01	NA	NA	0.02	0.01
NM_001202489|UBE2G2|chr21|-	chr21:46188881-46191404	46191195	0.99	0.74	0.64	0.69	0.75	NA	NA	0.69	0.80	0.72	0.85	0.82	0.65	0.88	0.90	0.69	0.81	0.74	0.97	0.25	NA	0.80	0.96
NM_032476|MRPS6|chr21|+	chr21:35514707-35515335	35515007	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	0.96	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001136006|GART|chr21|-	chr21:34875525-34876622	34876319	0.68	0.30	0.34	0.43	0.67	0.62	0.57	0.60	0.51	0.30	0.42	0.35	0.25	0.29	0.45	0.50	0.42	0.34	0.50	NA	0.68	0.20	0.53
NM_005049|PWP2|chr21|+	chr21:45550478-45551477	45550913	0.17	0.06	0.18	0.09	0.33	NA	NA	0.18	0.05	0.09	0.11	0.11	NA	0.22	0.18	0.10	0.12	0.16	0.15	0.03	0.27	0.12	NA
NR_038327|TEKT4P2|chr21|-	chr21:9907184-9908432	9908277	0.37	NA	0.52	0.63	0.59	0.87	NA	0.84	0.52	0.33	0.84	NA	NA	0.89	0.36	0.64	0.56	NA	0.75	0.40	0.76	0.55	NA
NM_101395|DYRK1A|chr21|+	chr21:38884213-38892173	38887455	NA	0.03	0.02	0.01	NA	NA	NA	NA	0.01	0.02	0.02	0.02	0.02	NA	0.03	0.01	0.01	0.01	0.02	0.01	NA	NA	0.02
NM_001535|PRMT2|chr21|+	chr21:48084206-48085590	48084799	0.07	0.06	0.07	0.04	0.13	0.22	NA	0.09	0.09	0.05	0.08	0.09	0.06	0.16	0.12	0.07	0.10	0.05	0.13	0.04	0.15	0.07	0.11
NM_013396|USP25|chr21|+	chr21:17250621-17252368	17251175	NA	NA	0.13	0.07	0.12	0.12	0.19	0.05	NA	NA	0.16	0.19	0.05	0.25	0.15	0.12	0.19	NA	NA	NA	0.14	0.17	0.19
NM_004965|HMGN1|chr21|-	chr21:40714237-40715085	40714929	0.99	0.84	0.87	0.84	0.93	1.00	1.00	0.94	0.97	0.77	0.92	0.77	0.92	1.00	0.96	0.88	0.77	0.98	0.92	0.76	0.98	0.93	1.00
NM_058182|FAM165B|chr21|+	chr21:35760926-35761451	35761146	1.00	NA	0.56	0.93	NA	NA	NA	NA	1.00	0.84	0.77	0.65	0.96	1.00	0.73	0.81	0.81	NA	NA	NA	1.00	0.80	NA
NM_001145445|SCAF4|chr21|-	chr21:33043289-33044667	33044432	0.92	0.65	0.92	0.70	0.90	0.82	NA	0.92	0.71	0.89	0.98	0.95	0.79	NA	1.00	0.93	0.96	0.88	0.58	0.69	0.91	0.99	0.47
NM_005239|ETS2|chr21|+	chr21:40194597-40196885	40195185	0.51	0.47	0.52	0.41	0.55	0.64	0.84	0.32	0.56	0.42	0.65	0.58	0.19	0.73	0.79	0.49	0.66	0.50	0.52	0.18	0.54	0.73	0.86
NM_138991|BACE2|chr21|+	chr21:42647297-42651493	42648465	0.02	NA	0.04	0.13	0.02	0.02	0.04	0.01	NA	0.08	0.02	0.02	0.02	0.01	0.09	0.08	0.07	0.04	0.04	0.03	0.03	0.01	0.04
NM_003681|PDXK|chr21|+	chr21:45175831-45182193	45176019	0.19	0.41	0.09	0.21	0.05	0.08	0.11	0.05	0.46	0.26	0.10	0.18	0.06	0.03	0.23	0.16	0.10	0.21	0.26	0.03	0.05	0.10	0.10
NM_130445|COL18A1|chr21|+	chr21:46932101-46933625	46932366	0.63	0.77	0.93	0.77	0.58	0.62	0.67	0.49	0.84	0.96	0.77	0.52	0.39	0.35	0.77	0.70	0.74	0.60	0.51	0.45	0.56	0.46	0.73
NM_001757|CBR1|chr21|+	chr21:37444743-37445464	37445120	0.96	0.94	1.00	0.87	1.00	1.00	NA	0.93	0.92	0.84	0.79	0.78	0.86	1.00	0.87	0.69	0.74	0.91	0.84	0.98	1.00	0.85	1.00
NM_018964|SLC37A1|chr21|+	chr21:44000454-44001545	44000604	NA	NA	NA	0.94	NA	0.99	NA	0.90	0.89	0.96	NA	0.93	NA	NA	0.92	0.93	0.93	0.96	0.79	0.88	0.99	NA	0.87
NR_024108|PFKL|chr21|+	chr21:45746597-45747267	45746768	1.00	1.00	0.83	1.00	1.00	1.00	1.00	1.00	1.00	0.80	0.93	0.91	0.98	1.00	1.00	0.89	0.98	0.97	1.00	0.60	1.00	1.00	1.00
NM_004649|C21orf33|chr21|+	chr21:45564702-45565597	45564856	0.83	0.68	0.53	0.56	0.78	NA	0.94	0.61	0.63	0.48	0.96	0.96	0.43	1.00	0.98	0.82	0.91	0.66	0.98	0.10	0.89	0.98	0.98
NM_014825|URB1|chr21|-	chr21:33685599-33687410	33686528	NA	0.19	0.35	0.22	NA	NA	NA	NA	0.27	NA	0.35	0.31	0.18	NA	0.42	0.23	0.34	0.22	NA	NA	0.39	0.41	0.36
NM_006988|ADAMTS1|chr21|-	chr21:28208048-28210597	28208793	NA	0.09	0.17	0.09	0.44	0.37	NA	NA	0.15	0.17	NA	0.25	NA	NA	0.39	0.19	0.19	0.14	NA	0.02	0.73	NA	NA
NM_004627|WRB|chr21|+	chr21:40768791-40769813	40769409	0.93	0.94	NA	0.78	1.00	NA	NA	NA	0.90	0.93	0.83	0.73	0.87	NA	1.00	0.80	0.78	0.68	0.80	NA	NA	1.00	1.00
NM_020132|AGPAT3|chr21|+	chr21:45402184-45407407	45404517	NA	0.60	NA	0.95	NA	NA	NA	NA	0.69	0.66	0.99	0.40	0.65	NA	0.95	0.87	0.78	0.96	NA	NA	NA	0.96	0.89
NM_021075|NDUFV3|chr21|+	chr21:44328973-44333167	44329187	0.07	0.12	0.13	0.12	0.06	0.06	0.06	0.06	0.12	0.22	0.07	0.14	0.09	0.08	0.11	0.08	0.08	0.08	0.13	0.06	0.07	0.03	0.07
NM_004928|C21orf2|chr21|-	chr21:45748674-45750209	45749834	NA	NA	NA	0.78	0.45	0.21	0.46	0.13	0.48	0.46	0.37	NA	NA	0.17	0.30	0.40	NA	0.24	0.41	0.19	0.19	0.36	NA
NM_001178046|MX1|chr21|+	chr21:42830454-42831142	42830604	0.86	1.00	NA	0.97	0.88	1.00	NA	1.00	NA	NA	0.98	1.00	1.00	1.00	0.99	0.98	0.97	0.97	0.98	1.00	0.94	1.00	0.95
NM_005534|IFNGR2|chr21|+	chr21:34809134-34809824	34809411	0.92	0.78	0.94	0.78	0.98	0.99	0.99	0.83	0.80	0.87	0.79	0.63	0.79	0.99	0.92	0.70	0.73	0.84	0.72	0.76	0.99	0.90	0.91
NM_207627|ABCG1|chr21|+	chr21:43716273-43719509	43717299	0.06	NA	NA	0.14	0.07	0.05	NA	0.05	0.08	NA	0.09	0.07	0.09	0.06	0.10	NA	0.11	0.10	0.07	0.08	0.06	0.07	0.04
NM_006936|SUMO3|chr21|-	chr21:46225519-46226955	46226796	0.97	0.67	0.83	0.66	0.91	NA	NA	0.64	0.78	0.49	0.80	0.80	0.50	0.89	0.81	0.67	0.66	0.59	0.97	0.24	0.93	0.79	0.95
NM_004339|PTTG1IP|chr21|-	chr21:46269488-46271542	46271392	0.96	0.84	0.86	0.85	0.98	0.98	0.97	0.91	0.86	0.79	0.90	0.91	0.87	0.99	0.95	0.83	0.87	0.86	1.00	0.77	1.00	0.97	1.00
NM_000628|IL10RB|chr21|+	chr21:34668488-34669533	34669124	1.00	0.84	NA	0.78	NA	NA	NA	0.92	0.73	NA	1.00	0.98	0.78	1.00	1.00	1.00	1.00	NA	0.85	0.85	0.98	1.00	0.87
NM_001136016|APP|chr21|-	chr21:27252855-27254082	27253300	0.32	0.19	0.41	0.16	0.79	0.54	0.91	0.21	0.18	0.19	0.36	0.38	0.14	0.90	0.49	0.25	0.31	0.21	0.28	0.05	0.59	0.50	0.27
NM_016940|RWDD2B|chr21|-	chr21:30377854-30378972	30378278	NA	NA	0.96	0.91	NA	NA	NA	NA	0.76	0.73	0.84	NA	0.88	NA	0.82	0.79	0.76	NA	0.66	NA	0.93	0.90	NA
NM_018944|MIS18A|chr21|-	chr21:33640536-33641428	33641125	1.00	0.84	0.82	0.66	NA	NA	NA	NA	0.76	0.93	0.91	0.87	0.63	1.00	0.99	0.74	0.85	0.75	0.96	NA	1.00	0.98	0.99
NM_058190|FAM207A|chr21|+	chr21:46396594-46398336	46396836	0.08	0.91	0.27	0.13	0.18	NA	NA	0.12	0.10	0.44	0.19	0.13	0.07	0.03	0.17	0.22	0.15	0.24	0.24	0.13	0.16	0.06	0.16
NM_001848|COL6A1|chr21|+	chr21:47423304-47424975	47423982	1.00	0.94	0.96	1.00	1.00	1.00	NA	0.90	1.00	0.97	1.00	1.00	0.93	1.00	1.00	0.98	0.97	0.88	1.00	0.38	1.00	0.99	1.00
NM_003316|TTC3|chr21|+	chr21:38573740-38575420	38574171	0.98	0.91	0.96	0.89	0.94	1.00	1.00	0.81	0.96	0.94	0.98	0.97	0.79	1.00	0.99	0.94	0.95	0.97	1.00	0.66	1.00	0.97	0.97
NM_000629|IFNAR1|chr21|+	chr21:34727621-34734283	34728304	0.25	0.66	0.32	0.64	0.16	0.26	0.20	0.29	0.53	0.38	0.21	0.21	0.28	0.09	0.45	0.42	0.33	0.49	0.37	NA	0.22	0.17	0.27
NM_032758|PHF5A|chr22|-	chr22:41855718-41856491	41856073	0.62	0.49	0.70	0.63	0.78	0.87	0.76	0.74	0.63	0.65	0.63	0.53	0.66	0.72	0.71	0.50	0.60	0.52	0.40	0.83	0.75	0.61	0.72
NM_001017964|YDJC|chr22|-	chr22:21982371-21983076	21982712	NA	NA	NA	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	NA	0.99	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	NA
NM_006486|FBLN1|chr22|+	chr22:45996186-45997020	45996364	0.84	0.58	0.83	0.53	1.00	NA	1.00	0.71	0.55	0.63	0.95	0.95	0.46	1.00	1.00	0.82	0.93	0.70	0.82	0.13	0.99	1.00	0.76
NM_022719|DGCR14|chr22|-	chr22:19117791-19121988	19121488	0.02	0.10	NA	0.11	0.02	0.01	0.01	0.02	0.09	0.12	0.03	0.04	0.03	0.01	0.02	0.07	0.05	0.02	0.07	0.06	0.01	0.03	0.02
NM_005137|DGCR2|chr22|-	chr22:19023772-19026634	19026457	NA	0.95	0.84	0.93	NA	NA	NA	0.99	0.91	0.87	0.92	0.97	0.93	NA	0.96	0.91	0.93	0.94	0.89	0.92	NA	0.94	0.99
NM_024313|NOL12|chr22|+	chr22:38087180-38088657	38087431	0.04	0.06	0.07	NA	0.08	0.05	0.07	0.07	0.09	0.15	0.06	0.15	0.10	0.07	0.08	0.09	0.09	0.09	0.09	NA	0.05	0.05	0.08
