event_id	loci	Proximal_Site	TCGA-CZ-5458-01A-01R-1503-07	TCGA-B2-5636-01A-02R-1541-07	TCGA-CZ-5462-01A-01R-1503-07	TCGA-B0-5696-01A-11R-1541-07	TCGA-CJ-6030-01A-11R-1672-07	TCGA-CJ-5679-01A-11R-1541-07	TCGA-B0-5709-01A-11R-1541-07	TCGA-B0-5705-01A-11R-1541-07	TCGA-CZ-5985-01A-11R-1672-07	TCGA-CZ-5452-01A-01R-1503-07	TCGA-B0-5706-01A-11R-1541-07	TCGA-B0-5701-01A-11R-1541-07	TCGA-CW-5580-01A-01R-1672-07	TCGA-CJ-5680-01A-11R-1541-07	TCGA-B0-5697-01A-11R-1541-07	TCGA-B0-4700-01A-02R-1541-07	TCGA-B8-5552-01B-11R-1672-07	TCGA-CZ-5984-01A-11R-1672-07	TCGA-CZ-5461-01A-01R-1503-07	TCGA-CZ-4865-01A-02R-1503-07	TCGA-B0-4712-01A-01R-1503-07	TCGA-CZ-5463-01A-01R-1503-07	TCGA-CW-5581-01A-02R-1541-07	TCGA-CZ-5456-01A-01R-1503-07	TCGA-CW-6090-01A-11R-1672-07	TCGA-CZ-5987-01A-11R-1672-07	TCGA-CZ-5455-01A-01R-1503-07	TCGA-CZ-5989-01A-11R-1672-07	TCGA-CZ-5453-01A-01R-1503-07	TCGA-CJ-5676-01A-11R-1541-07	TCGA-CW-5585-01A-01R-1541-07	TCGA-CZ-5466-01A-01R-1503-07	TCGA-CZ-5470-01A-01R-1503-07	TCGA-B0-5694-01A-11R-1541-07	TCGA-A3-3387-01A-01R-1541-07	TCGA-CW-6087-01A-11R-1672-07	TCGA-CZ-5451-01A-01R-1503-07	TCGA-A3-3358-01A-01R-1541-07	TCGA-CJ-5678-01A-11R-1541-07	TCGA-B0-5690-01A-11R-1541-07	TCGA-B0-5691-01A-11R-1541-07	TCGA-CJ-5672-01A-11R-1541-07	TCGA-CW-5584-01A-01R-1541-07	TCGA-B8-4620-01A-02R-1325-07	TCGA-B0-5699-01A-11R-1541-07	TCGA-B8-4622-01A-02R-1277-07	TCGA-B0-5402-01A-01R-1503-07	TCGA-CZ-5457-01A-01R-1503-07	TCGA-CZ-5986-01A-11R-1672-07	TCGA-CW-5587-01A-01R-1541-07	TCGA-CZ-4864-01A-01R-1503-07	TCGA-CZ-5988-01A-11R-1672-07	TCGA-B0-5711-01A-11R-1672-07	TCGA-CJ-5689-01A-11R-1541-07	TCGA-B0-5703-01A-11R-1541-07	TCGA-B0-5712-01A-11R-1672-07	TCGA-CZ-5469-01A-01R-1503-07	TCGA-CZ-4863-01A-01R-1503-07	TCGA-B2-5641-01A-01R-1541-07	TCGA-CZ-5465-01A-01R-1503-07	TCGA-CJ-5677-01A-11R-1541-07	TCGA-CZ-5982-01A-11R-1672-07	TCGA-CW-6088-01A-11R-1672-07	TCGA-CZ-5468-01A-01R-1503-07	TCGA-CZ-5467-01A-01R-1503-07	TCGA-CZ-5454-01A-01R-1503-07	TCGA-CJ-5681-01A-11R-1541-07	TCGA-CW-5591-01A-01R-1541-07	TCGA-B8-5549-01A-01R-1541-07	TCGA-B8-4619-01A-02R-1325-07	TCGA-CW-5589-01A-01R-1541-07	TCGA-CJ-6033-01A-11R-1672-07
NM_006470|TRIM16|chr17|-	chr17:15531286-15532512	15531760	0.89	0.56	0.50	0.83	0.85	0.93	0.52	0.53	0.71	NA	NA	0.82	0.77	0.62	0.70	0.88	0.71	0.66	0.57	0.97	0.82	0.72	0.61	0.86	0.88	1.00	0.66	NA	0.96	NA	0.62	0.71	0.89	0.83	0.55	0.76	0.78	0.63	NA	0.61	0.49	0.83	0.68	0.88	0.63	0.60	0.54	0.92	0.73	0.43	0.65	0.76	0.75	0.85	0.78	0.87	NA	0.63	0.55	0.83	NA	0.71	0.84	0.90	0.92	0.76	0.68	0.75	0.59	0.62	0.63	0.90
NM_003010|MAP2K4|chr17|+	chr17:12044463-12047147	12045062	0.91	0.86	0.91	0.99	0.98	0.92	0.86	0.88	0.91	0.94	0.89	0.85	0.95	0.96	0.93	0.90	0.86	0.94	0.94	0.96	0.92	0.88	0.87	0.91	0.95	0.93	0.89	0.98	0.94	NA	0.93	0.94	0.92	0.94	0.87	0.88	0.95	0.79	NA	0.91	0.90	0.84	0.84	0.95	0.95	0.93	0.85	0.96	0.87	0.90	0.95	0.94	0.94	0.93	0.94	0.97	NA	0.87	0.72	0.95	NA	0.89	0.86	NA	0.90	0.91	0.91	0.89	0.92	0.90	0.91	0.94
NM_005702|ERAL1|chr17|+	chr17:27187448-27188075	27187750	0.88	0.92	0.75	0.88	0.91	0.98	0.87	0.86	0.76	0.84	0.91	0.89	0.90	0.84	0.93	0.99	0.85	0.83	0.81	0.87	0.95	0.75	0.74	0.92	0.90	0.91	0.78	0.96	0.75	1.00	0.93	0.86	0.98	0.99	0.82	0.86	0.93	0.84	1.00	0.91	0.87	0.99	0.85	0.72	0.93	0.86	0.84	0.96	0.70	0.89	0.73	0.78	0.81	0.99	0.98	0.83	0.96	0.89	0.83	0.84	0.99	0.72	0.85	0.87	0.73	0.70	0.88	0.86	0.78	0.76	0.94	0.97
NM_001166301|DHX40|chr17|+	chr17:57684393-57685714	57684706	0.61	0.46	0.57	0.57	0.62	0.64	0.46	0.49	0.45	0.58	0.56	0.54	0.55	0.54	0.55	0.64	0.51	0.57	0.54	0.58	0.69	0.45	0.42	0.47	0.74	0.66	0.49	1.00	0.57	0.60	0.55	0.50	0.58	0.71	0.46	0.48	0.51	0.47	0.73	0.58	0.63	0.57	0.46	0.47	0.50	0.43	0.44	0.60	0.43	0.45	0.44	0.46	0.54	0.54	0.59	0.62	0.81	0.47	0.43	0.54	0.64	0.56	0.44	0.60	0.54	0.49	0.52	0.53	0.40	0.44	0.54	0.78
NM_080822|OVCA2|chr17|+	chr17:1945898-1947464	1946681	0.17	0.19	0.08	0.12	0.14	0.06	0.09	0.10	0.12	0.10	0.13	0.03	0.08	0.09	0.12	0.08	0.16	0.09	0.09	0.15	0.06	0.13	0.07	0.04	0.12	0.12	0.14	NA	0.20	0.07	0.11	0.07	0.12	0.11	0.07	0.12	0.08	0.07	0.19	0.12	0.13	0.10	0.07	0.26	0.11	0.09	0.10	0.14	0.19	0.16	0.11	0.16	0.12	0.13	0.11	0.10	0.12	0.08	0.07	0.10	0.13	0.12	0.15	0.07	0.18	0.23	0.10	0.11	0.09	0.05	0.12	0.16
NM_031430|RILP|chr17|-	chr17:1549304-1549913	1549626	0.51	0.58	0.63	0.48	0.54	0.54	0.37	0.51	0.47	0.50	0.59	0.51	0.58	0.49	0.42	0.52	0.57	0.45	0.52	0.53	0.61	0.46	0.50	0.48	0.48	0.45	0.53	NA	0.42	0.61	0.56	0.48	0.58	0.54	0.51	0.52	0.56	0.49	0.55	0.53	0.55	0.56	0.45	0.54	0.43	0.56	0.48	0.33	0.38	0.46	0.55	0.39	0.45	0.52	0.47	0.52	0.68	0.50	0.48	0.48	0.48	0.49	0.52	0.53	0.52	0.47	0.47	0.53	0.45	0.52	0.46	0.45
NM_014230|SRP68|chr17|-	chr17:74034880-74036014	74035307	0.41	0.27	0.37	0.38	0.39	0.42	0.27	0.28	0.34	0.43	0.24	0.32	0.32	0.35	0.40	0.44	0.31	0.37	0.32	0.40	0.41	0.33	0.29	0.29	0.39	0.42	0.35	0.72	0.42	0.51	0.35	0.34	0.47	0.41	0.28	0.33	0.32	0.33	0.59	0.35	0.25	0.35	0.26	0.38	0.33	0.31	0.30	0.37	0.29	0.29	0.28	0.30	0.33	0.39	0.38	0.38	0.56	0.30	0.26	0.33	0.46	0.36	0.33	0.46	0.32	0.38	0.31	0.35	0.30	0.34	0.30	0.46
NM_013276|SHPK|chr17|-	chr17:3511860-3514266	3512967	0.92	0.81	0.91	0.98	NA	1.00	NA	0.82	0.86	NA	0.97	0.87	NA	0.98	0.98	NA	0.85	0.95	0.85	NA	NA	0.84	0.83	0.78	NA	NA	0.89	NA	1.00	NA	0.93	0.86	NA	NA	0.72	0.86	0.97	0.81	NA	0.98	0.92	NA	0.78	0.98	0.86	0.78	0.87	0.98	0.93	0.68	0.79	0.92	0.91	NA	1.00	NA	NA	0.81	0.83	0.99	NA	0.84	0.83	NA	0.91	NA	0.79	0.86	0.81	0.91	0.93	NA
NM_001282|AP2B1|chr17|+	chr17:34050643-34053373	34050977	0.86	0.90	0.90	0.84	0.88	0.86	0.85	0.89	0.94	0.89	0.80	0.92	0.94	0.92	0.94	0.76	0.89	0.96	0.86	0.83	0.71	0.88	0.72	0.88	0.93	0.94	0.88	0.98	0.83	0.77	0.84	0.87	0.76	0.83	0.89	0.87	0.84	0.79	0.58	0.91	0.87	0.82	0.88	0.81	0.86	0.93	0.82	0.85	0.84	0.80	0.93	0.85	0.94	0.86	0.79	0.96	0.64	0.83	0.83	0.91	0.82	0.91	0.86	0.83	0.89	0.80	0.79	0.87	0.78	0.94	0.88	0.82
NM_018428|UTP6|chr17|-	chr17:30189523-30190535	30190255	0.07	0.10	0.12	0.08	0.06	0.09	0.10	0.08	0.09	0.08	0.11	0.10	0.10	0.09	0.09	0.04	0.10	0.10	0.09	0.07	0.05	0.08	0.08	0.12	0.07	0.08	0.11	0.09	0.09	0.05	0.06	0.09	0.05	0.06	0.09	0.09	0.09	0.07	0.04	0.11	0.08	0.09	0.10	0.08	0.07	0.07	0.07	0.06	0.08	0.07	0.08	0.07	0.11	0.06	0.07	0.06	0.05	0.10	0.07	0.08	0.04	0.10	0.11	0.05	0.07	0.05	0.12	0.14	0.09	0.11	0.08	0.05
NM_004645|COIL|chr17|-	chr17:55015562-55016515	55016365	0.99	0.90	0.87	0.96	0.97	NA	0.83	0.87	0.95	0.97	0.67	0.94	0.96	0.96	0.97	1.00	0.92	0.99	0.93	0.98	0.99	0.93	0.86	0.88	0.96	0.92	0.95	0.96	0.91	0.97	0.91	NA	1.00	0.89	0.90	0.93	0.84	0.92	1.00	0.91	0.94	0.90	0.83	0.93	0.84	0.78	0.88	0.98	0.87	0.90	0.94	0.98	0.98	0.91	0.83	0.96	1.00	0.89	0.85	0.98	1.00	0.88	0.89	NA	1.00	0.97	0.92	NA	NA	0.92	0.91	1.00
NM_133373|PLCD3|chr17|-	chr17:43189014-43190072	43189426	1.00	0.87	0.83	1.00	0.94	1.00	0.81	0.84	0.87	1.00	0.97	0.82	0.97	0.76	0.96	1.00	0.90	1.00	0.97	1.00	0.97	0.95	0.79	0.82	NA	0.96	0.93	NA	1.00	1.00	0.96	0.73	1.00	0.97	0.84	0.80	0.85	0.75	NA	0.92	0.65	0.99	0.75	1.00	0.87	0.97	NA	1.00	1.00	NA	0.97	0.98	0.91	1.00	0.88	0.96	1.00	0.94	0.70	1.00	1.00	0.95	0.85	1.00	0.94	1.00	0.95	0.89	0.98	NA	0.87	0.87
NM_015276|USP22|chr17|-	chr17:20902890-20906386	20905684	1.00	0.99	1.00	1.00	1.00	1.00	0.99	0.99	1.00	1.00	0.99	0.99	1.00	0.99	0.99	1.00	1.00	1.00	0.98	1.00	0.99	0.98	0.98	1.00	1.00	1.00	1.00	NA	0.99	0.99	0.99	1.00	0.99	1.00	0.99	1.00	0.99	0.98	NA	0.98	0.98	1.00	0.98	1.00	0.99	0.99	0.99	1.00	1.00	0.98	0.99	1.00	1.00	0.99	0.99	1.00	NA	0.99	0.98	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.99	0.99	0.99	1.00	0.99	1.00
NM_173627|ENDOV|chr17|+	chr17:78409932-78411869	78410137	NA	0.51	NA	NA	NA	NA	0.48	0.61	NA	0.59	NA	0.54	0.77	0.60	NA	NA	NA	NA	0.53	NA	0.44	NA	0.56	0.48	NA	NA	NA	NA	0.68	NA	NA	0.45	0.62	0.57	NA	NA	0.72	0.52	0.62	0.63	0.42	0.45	0.40	NA	0.55	0.64	0.53	0.77	0.70	0.34	0.74	NA	NA	NA	0.67	0.71	0.75	0.63	NA	0.68	NA	0.69	NA	0.67	0.53	NA	NA	NA	0.46	NA	0.80	NA
NM_013975|LIG3|chr17|+	chr17:33331291-33333651	33331745	0.23	0.29	0.28	0.13	0.21	0.17	0.30	0.30	0.33	0.17	0.21	NA	0.33	0.22	0.18	0.16	0.30	0.32	0.23	0.17	0.16	0.37	0.28	0.30	0.15	0.25	0.38	NA	0.21	0.21	0.24	0.24	0.22	0.26	NA	0.23	NA	0.23	0.12	0.22	0.32	0.21	NA	0.18	NA	0.24	0.20	0.23	0.34	0.23	0.29	0.25	0.32	0.20	0.16	NA	0.21	0.27	NA	0.25	0.14	0.25	NA	0.16	0.20	0.18	0.24	0.33	0.21	NA	NA	0.15
NM_002086|GRB2|chr17|-	chr17:73314157-73316634	73316440	0.85	0.80	0.80	0.86	0.84	0.82	0.77	0.78	0.76	0.87	0.71	0.80	0.82	0.86	0.82	0.84	0.82	0.80	0.79	0.90	0.78	0.83	0.79	0.80	0.92	0.89	0.80	0.69	0.85	0.87	0.81	0.83	0.82	0.85	0.78	0.78	0.83	0.78	0.80	0.84	0.81	0.82	0.80	0.81	0.82	0.88	0.82	0.89	0.85	0.75	0.85	0.85	0.82	0.82	0.79	0.91	0.86	0.79	0.79	0.90	0.86	0.82	0.85	0.88	0.89	0.79	0.77	0.79	0.76	0.81	0.85	0.91
NM_003161|RPS6KB1|chr17|+	chr17:58023911-58027796	58024638	0.50	0.57	0.53	0.50	0.53	0.59	0.47	0.45	0.40	0.40	0.53	0.42	0.51	0.48	0.51	0.58	0.46	0.57	0.50	0.48	0.49	0.53	0.47	0.52	0.50	0.51	0.49	0.99	0.56	0.54	0.49	0.50	0.33	0.58	0.46	0.49	0.45	0.54	0.42	0.49	0.55	0.43	0.47	0.56	0.52	0.52	0.54	0.46	0.45	0.52	0.52	0.50	0.57	0.46	0.51	0.50	0.45	0.54	0.49	0.60	0.41	0.59	0.51	0.59	0.69	0.53	0.62	0.66	0.49	0.64	0.51	0.53
NM_005310|GRB7|chr17|+	chr17:37903003-37903533	37903178	0.70	0.75	0.89	0.85	0.94	NA	0.80	0.89	0.88	0.69	NA	NA	NA	0.78	0.83	NA	NA	0.91	0.85	0.86	NA	0.71	NA	0.57	NA	0.86	NA	NA	0.70	0.98	0.90	0.64	1.00	0.88	0.82	NA	0.82	0.79	1.00	1.00	0.84	0.97	0.65	NA	0.89	NA	NA	NA	1.00	NA	0.82	NA	0.79	NA	1.00	0.96	0.89	0.81	0.78	0.84	1.00	NA	0.87	NA	NA	0.74	0.84	0.78	NA	0.68	0.93	NA
NM_005173|ATP2A3|chr17|-	chr17:3827159-3828735	3828534	0.95	0.98	0.99	0.99	0.96	NA	0.96	0.92	0.91	0.99	0.93	0.88	0.93	NA	0.91	0.98	0.94	0.93	0.97	0.98	0.92	NA	0.95	0.88	0.97	0.99	0.88	NA	0.95	0.99	0.93	0.96	0.99	0.97	0.95	0.90	0.95	0.98	1.00	0.89	0.88	0.91	0.94	0.99	0.92	0.96	0.99	0.94	NA	0.93	0.95	0.89	0.87	0.98	0.92	0.99	NA	0.99	0.90	0.99	NA	0.97	0.97	NA	0.96	NA	0.97	NA	0.91	NA	0.97	0.97
NM_021079|NMT1|chr17|+	chr17:43182986-43186386	43183296	0.51	0.85	0.65	0.54	0.60	0.78	0.66	0.77	0.75	0.57	0.54	0.72	0.77	0.83	0.65	0.38	0.75	0.60	0.54	0.54	0.41	0.68	0.72	0.63	0.45	0.65	0.63	0.49	0.58	0.52	0.74	0.62	0.37	0.61	0.76	0.54	0.78	0.62	0.16	0.65	0.67	0.50	0.66	0.53	0.71	0.75	0.64	0.57	0.67	0.69	0.78	0.60	0.76	0.45	0.65	0.58	0.30	0.70	0.68	0.58	0.55	0.78	0.78	0.58	0.66	0.61	0.68	0.63	0.62	0.59	0.69	0.50
NM_001080779|MYO1C|chr17|-	chr17:1367477-1369046	1368896	0.95	0.85	0.91	0.94	0.94	0.91	0.81	0.88	0.89	0.95	0.88	0.92	0.86	0.90	0.91	0.95	0.85	0.89	0.91	0.94	0.97	0.91	0.86	0.87	0.98	0.95	0.91	0.95	0.92	0.95	0.88	0.94	0.95	0.93	0.87	0.83	0.90	0.87	0.99	0.91	0.84	0.88	0.85	0.86	0.90	0.90	0.90	0.95	0.91	0.81	0.87	0.93	0.88	0.91	0.89	0.94	0.98	0.86	0.81	0.95	0.95	0.89	0.87	0.97	0.93	0.92	0.90	0.92	0.84	0.84	0.89	0.96
NM_001113492|SEPT9|chr17|+	chr17:75494604-75496684	75494754	0.90	0.89	0.88	0.93	0.91	0.93	0.87	0.89	0.91	0.93	0.90	0.91	0.91	0.91	0.88	0.93	0.91	0.88	0.91	0.91	0.92	0.79	0.83	0.86	0.93	0.92	0.83	0.34	0.95	0.92	0.91	0.90	0.91	0.93	0.89	0.87	0.90	0.88	0.96	0.91	0.89	0.92	0.88	0.90	0.90	0.89	0.83	0.92	0.65	0.88	0.91	0.74	0.91	0.91	0.92	0.92	0.94	0.90	0.86	0.88	0.93	0.87	0.85	0.93	0.91	0.87	0.91	0.96	0.84	0.85	0.90	0.94
NM_006373|VAT1|chr17|-	chr17:41166615-41168161	41168011	0.98	0.93	0.93	0.98	0.97	0.99	0.90	0.92	0.92	1.00	0.84	0.97	0.95	0.98	0.97	1.00	0.94	0.96	0.94	0.98	0.98	0.91	0.91	0.90	0.99	0.99	0.93	0.83	1.00	1.00	0.97	0.95	0.95	0.97	0.92	0.94	0.94	0.93	1.00	0.97	0.84	0.99	0.95	0.97	0.97	0.91	0.91	0.96	0.89	0.91	0.92	0.93	0.95	0.98	1.00	0.99	1.00	0.90	0.87	0.95	1.00	0.94	0.91	0.99	0.94	0.94	0.94	0.95	0.93	0.93	0.95	0.98
NR_036474|GPATCH8|chr17|-	chr17:42471348-42478821	42477551	NA	0.99	NA	NA	1.00	NA	0.98	1.00	0.97	NA	NA	1.00	0.99	NA	NA	NA	1.00	0.98	0.98	NA	NA	0.96	0.99	1.00	NA	NA	0.99	0.71	NA	NA	NA	NA	NA	NA	1.00	0.97	NA	1.00	NA	1.00	0.97	NA	NA	NA	1.00	1.00	0.99	NA	0.97	0.98	1.00	1.00	0.99	NA	NA	NA	NA	0.99	0.99	1.00	NA	0.98	0.96	NA	NA	1.00	NA	0.99	0.97	0.99	NA	NA
NM_145255|MRPL10|chr17|-	chr17:45900812-45901824	45901224	0.99	0.92	0.99	1.00	0.99	1.00	0.93	0.95	0.98	0.98	0.98	0.95	0.99	0.99	0.99	1.00	0.97	0.98	0.96	1.00	1.00	0.93	0.94	0.92	0.98	0.97	0.95	NA	0.99	1.00	0.97	0.98	1.00	1.00	0.92	0.97	0.99	0.95	1.00	0.98	0.91	1.00	0.92	0.97	0.96	0.92	0.94	0.97	0.96	0.97	0.94	0.95	0.98	1.00	1.00	1.00	1.00	0.95	0.92	0.97	1.00	0.96	0.92	1.00	0.95	0.97	0.95	0.94	0.93	0.91	0.96	1.00
NM_001076680|C17orf108|chr17|-	chr17:26205353-26206516	26206279	0.95	0.88	0.89	0.91	0.85	0.95	0.94	0.92	0.91	0.96	0.97	0.94	0.90	0.96	0.96	0.95	0.95	0.89	0.92	0.98	NA	0.85	0.94	0.91	0.86	0.88	0.83	0.85	0.96	NA	0.91	0.92	0.97	0.89	0.83	NA	0.95	0.89	0.98	0.92	0.84	0.91	0.90	0.82	0.92	0.94	0.89	0.85	0.80	0.92	0.92	0.79	0.95	0.91	0.96	0.95	0.99	0.94	0.80	0.93	0.92	0.81	0.94	1.00	0.86	0.86	0.95	0.87	0.92	0.86	0.94	0.94
NM_004774|MED1|chr17|-	chr17:37560527-37566974	37563747	NA	0.89	NA	NA	NA	NA	0.90	0.92	0.92	NA	1.00	0.91	0.92	0.96	NA	NA	0.94	0.95	0.89	NA	NA	0.94	0.90	0.90	NA	NA	0.92	NA	0.99	NA	NA	NA	NA	NA	0.93	0.94	NA	NA	NA	0.93	0.91	NA	0.93	NA	0.96	NA	0.93	NA	0.90	0.91	0.94	0.95	0.95	NA	NA	NA	NA	0.94	0.89	NA	NA	0.95	0.92	NA	0.97	NA	0.93	0.94	0.86	0.93	NA	NA
NM_001145526|AFMID|chr17|+	chr17:76202991-76203785	76203338	0.74	0.74	0.59	0.83	0.78	0.70	0.60	0.60	0.71	0.79	0.57	0.79	0.66	0.71	0.65	0.88	0.60	0.65	0.81	0.87	0.79	0.69	0.67	0.83	0.79	0.89	0.62	0.52	0.80	0.88	0.61	0.60	0.82	0.74	0.59	0.58	0.58	0.67	0.91	0.78	0.62	0.75	0.60	0.65	0.65	0.71	0.71	0.81	0.68	0.50	0.76	0.77	0.76	0.85	0.75	0.80	0.85	0.55	0.58	0.82	0.74	0.70	0.68	0.74	0.76	0.69	0.57	0.73	0.60	0.88	0.66	0.77
NM_030938|VMP1|chr17|+	chr17:57917128-57918944	57917874	0.08	0.13	0.07	0.08	0.10	0.08	0.06	0.07	0.08	0.09	0.09	0.07	0.09	0.06	0.07	0.12	0.13	0.08	0.07	0.08	0.11	0.08	0.05	0.08	0.09	0.11	0.07	0.19	0.12	0.11	0.06	0.08	0.08	0.10	0.09	0.08	0.07	0.09	0.12	0.08	0.07	0.10	0.06	0.24	0.06	0.08	0.12	0.09	0.13	0.07	0.07	0.10	0.09	0.08	0.15	0.09	0.15	0.07	0.07	0.10	0.09	0.14	0.08	0.12	0.11	0.09	0.06	0.07	0.06	0.07	0.07	0.15
NM_004871|GOSR1|chr17|+	chr17:28849271-28855335	28853637	0.36	0.43	0.32	0.29	0.32	0.40	0.30	0.22	0.27	0.31	0.30	0.23	0.23	0.37	0.37	0.40	0.28	0.34	0.27	0.34	0.28	0.27	0.20	0.30	0.54	0.37	0.23	0.99	0.26	0.47	0.29	0.20	0.37	0.48	0.28	0.26	0.18	0.28	0.42	0.36	0.33	0.32	0.30	0.18	0.34	0.29	0.18	0.24	0.20	0.25	0.34	0.23	0.39	0.38	0.44	0.45	0.42	0.29	0.27	0.32	0.50	0.25	0.28	0.36	0.30	0.33	0.28	0.28	0.25	0.23	0.38	0.49
NM_080677|DYNLL2|chr17|+	chr17:56166502-56172787	56168552	0.07	0.10	0.07	0.05	0.06	0.07	0.07	0.08	0.11	0.03	0.07	0.09	0.13	0.08	0.06	0.06	0.12	0.14	0.08	0.07	0.07	0.08	0.11	0.13	0.04	0.07	0.11	0.09	0.05	0.05	0.11	0.08	0.07	0.08	0.12	0.13	0.07	0.08	0.04	0.09	0.12	0.05	0.09	0.07	0.09	0.10	0.07	0.06	0.11	0.05	0.06	0.10	0.09	0.06	0.06	0.05	0.04	0.09	0.10	0.08	0.06	0.08	0.15	0.09	0.07	0.05	0.06	0.07	0.13	0.09	0.06	0.04
NM_000049|ASPA|chr17|+	chr17:3402184-3406706	3402490	0.50	NA	0.39	0.26	0.27	0.48	0.48	0.35	0.37	0.40	0.37	0.29	0.39	0.27	NA	0.19	0.43	0.47	0.43	0.26	0.19	0.31	0.32	0.43	NA	0.36	0.34	0.34	0.34	0.24	0.28	0.26	0.17	0.26	0.39	NA	0.31	0.35	0.11	0.34	0.49	0.19	0.29	0.33	0.34	0.42	0.39	0.16	0.41	0.38	0.56	0.31	0.38	0.28	0.28	0.21	0.36	0.35	0.32	0.40	0.20	0.38	0.45	0.25	0.36	0.29	0.38	NA	0.33	NA	0.34	0.22
NM_002401|MAP3K3|chr17|+	chr17:61770908-61774790	61773635	0.09	0.03	0.05	0.04	0.08	0.05	0.10	0.07	0.10	0.30	0.08	0.10	0.05	0.03	0.09	0.33	0.08	0.11	0.05	0.14	0.14	0.06	0.05	0.07	0.09	0.16	0.08	NA	0.04	0.17	0.03	0.07	0.14	0.03	0.06	0.18	0.04	0.13	NA	0.06	0.04	0.11	0.03	0.08	0.05	0.05	0.03	0.09	0.03	0.09	0.09	0.06	0.07	0.06	0.11	0.07	NA	0.16	0.14	0.03	0.11	0.05	0.03	0.06	0.04	0.05	0.02	0.06	0.04	0.03	0.04	0.08
NM_004295|TRAF4|chr17|+	chr17:27075962-27078712	27076929	0.08	0.09	0.10	0.15	0.09	0.09	0.08	0.08	0.09	0.06	0.07	0.09	0.09	0.08	0.09	0.13	0.08	0.10	0.05	0.14	0.09	0.10	0.09	0.07	0.12	0.11	0.10	NA	0.07	0.14	0.11	0.05	0.15	0.12	0.07	0.10	0.09	0.06	0.12	0.09	0.08	0.09	0.08	0.06	0.09	0.14	0.07	0.10	0.09	0.10	0.08	0.09	0.10	0.10	0.12	0.08	0.12	0.09	0.07	0.09	0.12	0.11	0.10	0.08	0.08	0.08	0.09	0.10	0.09	0.11	0.09	0.10
NM_003457|ZNF207|chr17|+	chr17:30696617-30697977	30697298	0.09	0.14	0.10	0.10	0.10	0.12	0.10	0.10	0.11	0.10	0.15	0.12	0.10	0.10	0.11	0.12	0.11	0.11	0.10	0.10	0.13	0.13	0.09	0.13	0.13	0.13	0.12	0.75	0.11	0.12	0.09	0.10	0.12	0.13	0.13	0.10	0.10	0.12	0.13	0.11	0.11	0.09	0.11	0.12	0.11	0.13	0.08	0.12	0.10	0.09	0.12	0.08	0.11	0.10	0.12	0.11	0.13	0.10	0.09	0.12	0.12	0.12	0.12	0.11	0.12	0.11	0.11	0.10	0.08	0.11	0.11	0.15
NM_018672|ABCA5|chr17|-	chr17:67242670-67243785	67243538	0.33	NA	0.18	0.13	0.20	0.14	NA	0.23	0.14	NA	0.16	NA	0.19	NA	0.16	NA	0.20	0.19	NA	0.23	NA	0.22	NA	NA	0.22	0.16	0.21	0.29	0.16	0.23	0.22	NA	0.13	0.16	0.17	NA	0.17	0.19	0.15	0.18	0.13	0.16	0.21	0.13	0.18	0.16	0.20	0.21	0.15	0.22	0.24	NA	0.21	0.11	0.20	0.19	0.33	0.16	0.16	0.19	0.17	0.23	0.22	0.19	0.21	0.16	NA	0.19	0.18	0.12	0.18	0.13
NM_006937|SUMO2|chr17|-	chr17:73163829-73164496	73164162	1.00	0.99	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.99	1.00	1.00	0.96	0.95	0.91	1.00	1.00	0.99	1.00	1.00	1.00	1.00	0.94	1.00	1.00	0.99	1.00	0.94	1.00	1.00	1.00	0.98	1.00	0.99	0.88	1.00	0.99	1.00	1.00	0.96	1.00	0.97	0.98	1.00	1.00	1.00	1.00	1.00	1.00	0.95	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.91	0.91	1.00	1.00
NM_001193466|KANSL1|chr17|-	chr17:44105992-44109069	44107354	0.01	0.02	0.02	0.05	0.04	0.04	0.01	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.04	0.07	0.02	0.02	0.01	0.03	NA	0.02	0.02	0.01	NA	0.06	0.01	NA	0.01	0.07	0.02	0.02	0.05	0.06	0.03	0.02	0.02	0.02	NA	0.02	0.03	0.04	0.02	0.02	0.02	0.02	0.02	0.03	NA	0.01	0.01	NA	0.02	0.05	0.04	0.04	0.06	0.01	0.01	0.02	0.06	0.01	0.01	NA	0.01	0.02	0.03	0.02	0.01	0.02	0.03	0.06
NM_017775|TTC19|chr17|+	chr17:15930687-15932111	15930837	1.00	0.92	0.91	1.00	0.98	1.00	0.94	0.92	0.83	1.00	0.99	0.98	0.91	0.98	0.98	1.00	0.96	0.95	0.96	0.98	0.94	0.87	0.80	0.92	1.00	1.00	0.88	0.96	1.00	1.00	0.95	1.00	1.00	1.00	0.87	0.87	0.93	0.91	1.00	0.97	0.91	0.98	0.89	0.90	0.98	0.95	0.83	0.98	0.77	0.90	0.90	0.90	0.91	0.98	1.00	1.00	1.00	0.93	0.81	0.95	0.99	0.87	0.84	0.99	0.94	0.93	0.94	0.98	0.85	0.94	0.97	1.00
