event_id	loci	Proximal_Site	TCGA-GC-A3BM-01A-11R-A22U-07	TCGA-CU-A0YN-01A-21R-A10U-07	TCGA-K4-A3WV-01A-11R-A22U-07	TCGA-GC-A6I3-01A-11R-A31N-07	TCGA-BT-A20R-01A-12R-A16R-07	TCGA-BT-A20W-01A-21R-A14Y-07	TCGA-BL-A13J-01A-11R-A277-07	TCGA-BL-A13J-01A-11R-A10U-07	TCGA-BL-A13J-01B-04R-A277-07	TCGA-K4-A54R-01A-11R-A26T-07	TCGA-BT-A20Q-01A-11R-A14Y-07	TCGA-BT-A2LA-01A-11R-A18C-07	TCGA-K4-A5RI-01A-11R-A28M-07	TCGA-BT-A20U-01A-11R-A14Y-07	TCGA-GD-A3OP-01A-21R-A220-07	TCGA-GD-A3OQ-01A-32R-A220-07	TCGA-CU-A0YR-01A-12R-A10U-07	TCGA-GD-A2C5-01A-12R-A180-07	TCGA-GC-A3WC-01A-31R-A22U-07	TCGA-BT-A20N-01A-11R-A14Y-07	TCGA-BT-A2LB-01A-11R-A18C-07
NM_002639|SERPINB5|chr18|+	chr18:61170562-61172323	61170795	0.88	0.89	0.92	0.87	0.91	NA	0.78	0.95	1.00	0.87	0.93	NA	0.98	0.83	0.91	0.90	NA	0.97	0.90	0.85	0.88
NM_016097|IER3IP1|chr18|-	chr18:44681395-44682603	44682417	0.81	0.69	0.69	0.42	0.84	0.81	0.76	0.76	0.96	0.68	0.72	0.89	0.80	0.69	0.80	0.77	0.83	0.72	0.68	0.65	0.82
NM_145055|C18orf25|chr18|+	chr18:43842891-43846949	43843115	0.76	NA	NA	0.19	0.61	NA	0.66	0.74	NA	0.68	0.70	0.61	NA	0.69	0.68	0.75	0.69	0.66	0.69	0.70	NA
NM_017947|MOCOS|chr18|+	chr18:33848495-33852122	33848645	0.36	NA	0.14	0.04	0.15	0.44	NA	NA	NA	0.23	0.52	NA	0.35	0.34	NA	0.49	NA	0.15	0.37	0.19	0.39
NM_001135937|SMAD2|chr18|-	chr18:45358217-45368321	45366659	0.27	0.12	0.13	0.06	0.13	0.17	0.34	0.15	NA	0.14	0.16	0.15	0.11	0.26	0.17	0.20	0.24	0.09	0.19	0.19	0.14
NM_001943|DSG2|chr18|+	chr18:29125683-29128961	29128005	0.81	0.96	0.96	NA	1.00	0.99	0.39	0.91	0.80	1.00	0.92	1.00	0.98	0.87	0.70	0.90	1.00	1.00	0.76	0.93	1.00
NM_000140|FECH|chr18|-	chr18:55215531-55218078	55216841	0.24	NA	0.16	0.45	0.41	NA	NA	NA	NA	0.12	0.38	0.26	0.21	0.25	0.31	NA	0.37	0.23	0.31	0.21	0.30
NM_020412|CHMP1B|chr18|+	chr18:11851388-11854442	11852685	0.52	0.31	0.45	0.50	0.59	0.34	0.40	0.46	NA	0.39	0.37	0.63	0.56	0.42	0.49	0.43	0.42	0.49	0.50	0.44	0.53
NM_015295|SMCHD1|chr18|+	chr18:2802525-2805065	2803179	0.46	0.49	0.47	0.47	0.59	0.51	0.30	0.48	NA	0.45	0.53	0.56	0.55	0.42	0.47	0.51	0.49	0.47	0.46	0.45	0.60
NM_001168335|ME2|chr18|+	chr18:48473386-48474287	48473903	0.65	0.74	0.86	1.00	1.00	0.90	0.57	0.80	NA	0.88	0.92	0.77	0.94	0.74	0.67	0.80	0.76	1.00	0.72	0.81	0.98
NM_005433|YES1|chr18|-	chr18:721679-724632	724143	0.92	0.98	1.00	NA	0.98	0.97	0.69	0.96	0.80	1.00	1.00	0.97	0.98	0.94	0.91	0.92	0.93	0.96	0.94	0.96	0.98
NM_001105244|PTPRM|chr18|+	chr18:8406106-8406911	8406542	0.57	NA	0.72	1.00	0.99	0.85	0.69	0.64	NA	0.46	0.68	0.78	NA	NA	0.64	0.49	0.93	1.00	0.76	0.63	0.90
NM_152352|FAM210A|chr18|-	chr18:13663342-13666712	13665841	0.52	0.28	0.42	NA	NA	0.53	0.30	0.39	NA	0.36	0.49	0.39	NA	0.50	NA	0.40	0.67	NA	0.43	0.40	NA
NM_024805|RBFA|chr18|+	chr18:77805773-77806811	77806300	0.14	0.11	0.13	0.24	0.16	0.10	NA	0.07	NA	0.15	0.13	0.12	0.14	0.13	0.14	0.12	0.13	0.13	0.12	0.11	0.11
NM_020474|GALNT1|chr18|+	chr18:33289587-33291800	33290811	0.30	0.41	0.45	0.82	0.59	0.53	0.24	0.38	0.36	0.53	0.44	0.50	0.43	0.41	0.29	0.34	0.52	0.58	0.34	0.36	0.53
NM_014214|IMPA2|chr18|+	chr18:12030341-12031729	12030842	0.09	0.06	0.04	0.04	0.06	0.05	0.10	0.05	NA	0.05	0.06	0.12	0.04	0.10	0.06	0.07	NA	0.03	0.05	0.05	0.05
NM_003574|VAPA|chr18|+	chr18:9954049-9956699	9954767	0.12	0.06	0.07	0.09	0.07	0.10	0.09	0.06	0.18	0.08	0.09	0.09	0.12	0.14	0.12	0.11	0.11	0.06	0.13	0.08	0.06
NM_031216|SEH1L|chr18|+	chr18:12985238-12987598	12985627	0.66	0.51	0.47	0.28	0.62	0.53	0.25	0.68	NA	0.40	0.61	0.65	0.51	0.63	0.56	0.70	0.56	0.40	0.48	0.57	0.51
NM_004539|NARS|chr18|-	chr18:55267882-55269015	55268765	0.82	0.86	0.82	1.00	0.96	0.88	0.72	0.85	1.00	0.89	0.84	0.90	0.88	0.80	0.75	0.81	0.85	1.00	0.81	0.85	0.95
NM_020648|TWSG1|chr18|+	chr18:9399343-9402421	9400726	0.93	0.94	0.89	NA	0.94	1.00	0.73	0.93	0.86	1.00	1.00	0.91	0.81	0.94	0.75	0.91	0.99	0.96	NA	0.92	1.00
NM_173211|TGIF1|chr18|+	chr18:3457362-3458409	3457982	0.80	0.87	0.93	1.00	1.00	0.92	0.45	0.78	1.00	0.89	0.86	0.96	0.95	0.80	0.74	0.80	0.90	1.00	0.80	0.90	1.00
NM_018181|ZNF532|chr18|+	chr18:56651203-56653690	56651706	0.80	0.85	0.85	NA	0.92	0.85	0.55	0.83	NA	0.88	0.87	0.89	0.83	0.86	0.79	0.79	0.82	0.91	0.72	0.80	0.95
NM_018170|RPRD1A|chr18|-	chr18:33569793-33573263	33573074	0.60	0.72	NA	NA	0.63	0.70	0.43	0.65	NA	NA	0.70	0.78	0.73	0.62	0.63	0.67	0.61	NA	0.61	0.68	0.74
NM_021127|PMAIP1|chr18|+	chr18:57569878-57571524	57570758	NA	0.71	0.73	NA	NA	0.69	0.54	0.78	NA	0.90	0.89	0.86	0.62	NA	NA	0.72	NA	NA	0.56	0.58	0.93
NR_027368|POP4|chr19|+	chr19:30106150-30108133	30106558	0.07	0.11	0.18	0.10	0.09	0.10	0.09	0.12	0.12	0.06	0.10	0.75	0.06	0.07	0.12	0.06	0.08	0.06	0.11	0.04	0.05
NM_001784|CD97|chr19|+	chr19:14518903-14519529	14519132	0.63	0.75	0.86	1.00	0.81	0.79	0.79	0.71	0.85	0.73	0.67	NA	0.78	0.81	0.72	0.68	0.74	0.93	0.71	0.75	0.82
NM_015260|SIN3B|chr19|+	chr19:16989307-16991234	16989457	0.94	0.94	0.96	NA	0.91	0.98	NA	0.91	0.84	0.95	0.94	0.96	0.96	0.95	0.95	0.97	0.90	0.96	0.99	0.93	0.95
NM_003370|VASP|chr19|+	chr19:46029397-46030251	46029738	0.74	0.88	0.78	0.95	0.95	0.87	0.64	0.85	1.00	0.82	0.87	0.88	0.90	0.82	0.70	0.73	0.84	0.95	0.75	0.88	0.92
NM_001256647|NR1H2|chr19|+	chr19:50885712-50886492	50886136	0.13	0.10	0.13	0.18	0.17	0.13	0.25	0.15	0.32	0.16	0.19	0.19	0.12	0.13	0.13	0.13	0.13	0.18	0.13	0.16	0.11
NM_006003|UQCRFS1|chr19|-	chr19:29698173-29699065	29698551	0.97	0.96	1.00	1.00	1.00	0.97	0.95	0.94	1.00	0.95	0.95	0.97	1.00	0.95	0.96	0.98	0.99	1.00	0.98	0.95	0.98
NM_032139|ANKRD27|chr19|-	chr19:33087903-33089284	33089089	1.00	0.93	0.99	1.00	0.97	1.00	0.89	0.97	0.97	0.98	0.99	0.99	0.99	0.98	0.97	0.99	0.99	0.99	0.96	0.97	1.00
NM_001536|PRMT1|chr19|+	chr19:50191418-50192321	50191584	0.01	0.02	0.03	0.02	0.01	0.04	0.02	0.05	0.41	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.04	0.02	0.03	0.02	0.01
NM_024656|GLT25D1|chr19|+	chr19:17691985-17693979	17692183	0.86	0.92	0.91	0.97	0.94	0.90	0.79	0.86	0.96	0.89	0.92	0.94	0.90	0.87	0.84	0.80	0.89	0.90	0.85	0.89	0.93
NM_133180|EPS8L1|chr19|+	chr19:55598895-55599726	55599245	0.13	0.05	0.08	0.07	0.05	0.09	NA	0.06	NA	0.09	0.09	NA	0.09	0.06	0.08	0.07	0.12	0.06	NA	NA	0.05
NM_016246|HSD17B14|chr19|-	chr19:49314321-49316605	49316303	NA	NA	0.02	0.02	0.02	0.10	NA	NA	NA	0.03	0.03	NA	0.02	NA	0.06	NA	0.03	0.05	NA	0.05	0.03
NM_013333|EPN1|chr19|+	chr19:56206513-56208258	56207095	0.06	0.02	0.01	0.03	0.01	0.03	NA	0.02	NA	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.02	0.05	0.02	0.01
NM_015683|ARRDC2|chr19|+	chr19:18123721-18124916	18124411	1.00	1.00	1.00	NA	NA	1.00	0.66	0.99	1.00	1.00	1.00	NA	1.00	1.00	0.99	0.99	1.00	1.00	0.99	1.00	1.00
NM_173481|C19orf21|chr19|+	chr19:763500-764321	763650	NA	0.98	NA	NA	NA	NA	NA	NA	NA	0.98	1.00	NA	0.96	0.91	0.96	0.98	1.00	0.99	NA	0.88	0.97
NM_031918|KLF16|chr19|-	chr19:1852380-1854759	1854609	0.88	0.91	NA	NA	0.81	0.84	NA	NA	NA	0.90	NA	NA	0.88	0.97	NA	0.89	NA	NA	0.88	0.87	0.93
NM_001129995|KCTD15|chr19|+	chr19:34303694-34306670	34303847	0.99	0.99	1.00	NA	NA	0.87	NA	NA	NA	NA	1.00	1.00	0.91	1.00	NA	NA	NA	NA	0.89	1.00	1.00
NM_015603|CCDC9|chr19|+	chr19:47774530-47775205	47774870	0.33	0.54	0.51	0.66	0.41	0.35	0.34	0.45	NA	0.42	0.40	0.47	0.38	0.33	0.28	0.31	0.51	0.46	0.36	0.46	0.54
NM_006339|HMG20B|chr19|+	chr19:3578506-3579078	3578764	0.96	0.96	0.99	1.00	1.00	0.96	0.96	1.00	1.00	0.92	0.95	0.93	0.99	0.97	0.90	0.99	0.95	0.99	0.92	0.99	0.98
NM_005858|AKAP8|chr19|-	chr19:15464285-15466181	15465601	0.76	0.73	0.66	0.70	NA	0.91	0.56	0.66	NA	0.70	0.81	0.84	0.80	0.68	0.90	0.72	0.85	0.80	0.74	0.65	0.87
NM_024327|ZNF576|chr19|+	chr19:44102982-44105324	44103492	0.35	0.18	0.17	0.17	0.28	0.34	0.26	0.24	NA	0.26	0.22	NA	0.18	0.24	0.26	0.23	0.30	0.25	0.30	0.26	0.21
NM_001142465|ECSIT|chr19|-	chr19:11616742-11617243	11617042	0.66	0.75	0.72	0.90	0.87	0.80	0.73	0.73	0.62	0.79	0.82	0.81	0.73	0.67	0.76	0.72	0.73	0.83	0.75	0.77	0.83
NM_001146083|MBOAT7|chr19|-	chr19:54677093-54678125	54677975	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_005027|PIK3R2|chr19|+	chr19:18279896-18281380	18280046	0.99	0.99	1.00	NA	NA	0.99	0.94	0.98	NA	0.94	0.98	0.99	0.97	1.00	0.99	0.99	0.96	1.00	1.00	1.00	1.00
NM_207518|PRKACA|chr19|-	chr19:14202493-14204049	14203899	0.93	0.94	1.00	NA	0.93	0.99	0.33	0.96	0.43	0.94	0.96	0.98	0.98	0.92	0.92	0.95	0.94	0.97	0.95	0.93	0.90
NM_020650|RCN3|chr19|+	chr19:50046362-50046884	50046553	0.92	0.94	0.89	1.00	1.00	0.88	0.66	1.00	NA	0.83	0.91	0.95	0.89	1.00	0.89	0.90	0.80	1.00	1.00	0.99	0.99
NM_001145971|RDH13|chr19|-	chr19:55550365-55556677	55555731	NA	0.46	0.17	0.03	0.24	0.38	0.33	0.23	0.77	0.18	0.38	NA	0.16	0.29	0.29	0.26	0.17	0.18	NA	0.25	0.11
NR_002166|TRAPPC2P1|chr19|+	chr19:57876182-57876728	57876419	0.43	0.64	0.61	0.72	0.70	0.62	0.58	0.56	NA	0.57	0.48	0.60	0.53	0.61	0.51	0.48	0.50	0.67	0.51	0.51	0.68
NM_001099638|ZNF146|chr19|+	chr19:36726560-36735938	36729608	0.01	0.01	0.01	NA	0.02	0.01	0.01	0.01	0.08	0.02	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.00	0.01	0.02
NM_001136191|KANK2|chr19|-	chr19:11270440-11277287	11274976	0.01	0.01	NA	NA	0.01	0.01	0.01	0.00	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01
NM_006184|NUCB1|chr19|+	chr19:49425574-49427609	49426499	0.04	0.03	0.04	0.05	0.04	0.06	0.08	0.04	0.20	0.04	0.03	0.08	0.05	0.04	0.04	0.03	0.04	0.04	0.03	0.08	0.03
NM_017908|ZNF446|chr19|+	chr19:58991542-58993927	58992545	0.04	0.04	0.02	0.05	NA	0.06	NA	NA	NA	0.01	NA	0.10	0.02	NA	0.03	NA	NA	NA	0.03	NA	0.04
NM_052925|LENG8|chr19|+	chr19:54971945-54973196	54972184	0.89	0.84	0.91	0.91	0.89	0.83	NA	0.82	0.64	0.84	0.81	0.79	0.82	0.84	0.85	0.81	0.79	0.86	0.85	0.82	0.86
NM_024881|SLC35E1|chr19|-	chr19:16656005-16664720	16660779	0.03	0.03	0.04	NA	0.03	0.03	0.02	0.02	0.12	0.03	0.03	0.05	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.02	0.03
NM_003089|SNRNP70|chr19|+	chr19:49611051-49611865	49611233	0.48	0.47	0.53	0.66	0.69	0.42	0.59	0.48	0.61	0.41	0.47	0.48	0.44	0.47	0.41	0.35	0.47	0.61	0.40	0.36	0.53
NM_005370|RAB8A|chr19|+	chr19:16243021-16245042	16244391	0.14	0.19	0.29	0.61	0.16	0.19	0.10	0.17	0.27	0.32	0.13	0.86	0.27	0.10	0.16	0.11	0.22	0.25	0.17	0.10	0.19
NM_002096|GTF2F1|chr19|-	chr19:6378977-6380496	6379675	0.05	0.08	0.07	0.09	0.08	0.09	0.05	0.07	0.18	0.06	0.09	0.12	0.07	0.08	0.09	0.09	0.08	0.09	0.07	0.06	0.06
NM_003367|USF2|chr19|+	chr19:35770069-35770721	35770219	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.97	1.00	1.00	1.00	1.00	1.00	1.00
NM_032375|AKT1S1|chr19|-	chr19:50372309-50373317	50373167	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001319|CSNK1G2|chr19|+	chr19:1980147-1983922	1981299	0.02	0.01	0.01	0.02	0.01	0.03	0.03	0.03	0.30	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.03	0.03	0.02	0.02	0.01
NR_015379|UCA1|chr19|+	chr19:15945311-15949007	15946202	0.24	0.22	NA	NA	0.14	0.32	NA	0.20	NA	0.38	0.13	NA	NA	NA	0.18	0.22	0.23	0.24	NA	NA	NA
NM_003926|MBD3|chr19|-	chr19:1575125-1578537	1576703	0.02	0.06	0.04	0.03	0.03	0.07	0.01	0.06	NA	0.04	0.03	0.36	0.03	0.04	0.02	0.02	0.03	0.03	0.03	0.07	0.02
NM_012289|KEAP1|chr19|-	chr19:10596795-10597494	10597135	0.90	0.92	0.97	1.00	0.97	0.87	0.82	0.85	1.00	0.86	0.89	0.88	0.91	0.83	0.89	0.89	0.96	1.00	0.90	0.84	0.98
NM_013403|STRN4|chr19|-	chr19:47222057-47223595	47222794	0.02	0.02	0.02	0.02	0.02	0.03	0.07	0.03	0.50	0.01	0.02	0.02	0.01	0.02	0.01	0.01	0.03	0.02	0.03	0.03	0.02
NM_018083|ZNF358|chr19|+	chr19:7584090-7585928	7584538	0.63	0.46	0.84	0.99	0.78	0.59	0.37	0.42	0.48	0.51	0.56	0.67	0.55	0.59	0.73	0.51	0.46	0.73	0.65	0.44	0.70
NM_202469|GIPC1|chr19|-	chr19:14588436-14589379	14588825	0.74	0.80	0.84	0.99	0.91	0.87	0.75	0.83	0.80	0.73	0.85	0.85	0.79	0.82	0.65	0.75	0.89	0.91	0.66	0.83	0.85
NR_026712|RPL13AP5|chr19|+	chr19:49994985-49995932	49995513	0.02	0.03	0.03	0.07	0.05	0.03	0.04	0.03	0.09	0.04	0.03	0.03	0.05	0.03	0.03	0.03	0.03	0.06	0.02	0.03	0.03
NM_001111035|ACP5|chr19|-	chr19:11685485-11686067	11685801	0.81	0.93	NA	0.99	0.96	0.96	0.94	0.88	0.94	0.89	0.95	NA	0.91	0.95	0.92	0.78	0.92	0.93	0.93	0.92	0.92
NM_079834|SCAMP4|chr19|+	chr19:1924106-1926000	1924256	0.95	0.93	0.94	NA	0.94	0.93	0.67	0.94	0.92	0.95	0.93	0.96	0.97	0.95	0.98	0.95	0.96	0.93	0.94	0.96	0.98
NM_018381|C19orf66|chr19|+	chr19:10202745-10203923	10202910	0.85	0.99	0.88	0.87	0.89	0.86	0.62	0.82	NA	0.86	0.85	0.94	0.88	0.72	0.88	0.80	0.87	0.92	0.88	NA	0.92
NM_015321|CRTC1|chr19|+	chr19:18887980-18893104	18888177	0.17	NA	0.11	NA	NA	0.12	NA	NA	NA	NA	0.11	0.18	0.07	0.15	0.22	0.13	0.05	0.10	0.09	NA	0.08
NM_004343|CALR|chr19|+	chr19:13054526-13055318	13054715	0.62	0.55	0.69	0.83	0.79	0.60	0.73	0.57	0.93	0.76	0.56	0.61	0.83	0.54	0.64	0.62	0.60	0.79	0.71	0.57	0.63
NM_014681|DHX34|chr19|+	chr19:47885236-47886006	47885414	0.61	0.57	0.59	0.52	0.47	0.61	NA	0.58	NA	0.36	0.46	0.51	0.52	0.68	0.47	0.32	0.53	0.64	0.57	0.68	0.56
NM_001299|CNN1|chr19|+	chr19:11660364-11661135	11660605	NA	NA	0.96	1.00	0.98	NA	0.93	1.00	NA	0.97	0.98	NA	0.98	0.97	0.99	NA	0.93	0.98	1.00	NA	1.00
NM_004596|SNRPA|chr19|+	chr19:41270912-41271422	41271120	0.43	0.51	0.50	0.67	0.50	0.50	0.64	0.53	0.66	0.54	0.46	0.48	0.53	0.50	0.47	0.45	0.50	0.53	0.51	0.49	0.55
NM_019070|DDX49|chr19|+	chr19:19038936-19039513	19039181	0.68	0.63	0.68	0.95	0.72	0.75	0.74	0.69	NA	0.81	0.68	0.70	0.77	0.65	0.67	0.54	0.78	0.86	0.65	0.73	0.77
NM_139159|DPP9|chr19|-	chr19:4675236-4676668	4676518	0.93	1.00	0.98	1.00	0.97	1.00	0.91	1.00	0.63	1.00	0.99	0.99	0.99	0.96	0.93	0.98	1.00	0.95	0.97	1.00	0.98
NM_133644|GTPBP3|chr19|+	chr19:17452286-17453545	17452765	0.89	0.97	0.92	NA	0.78	0.95	NA	0.94	NA	0.96	0.98	0.96	0.92	1.00	0.85	0.86	0.98	0.98	0.76	0.96	NA
NM_014077|FAM32A|chr19|+	chr19:16301697-16302856	16301847	0.95	0.96	1.00	1.00	1.00	1.00	0.95	0.99	0.91	1.00	0.98	1.00	1.00	0.95	0.94	0.95	0.98	1.00	0.97	0.97	1.00
NM_014256|B3GNT3|chr19|+	chr19:17922379-17927549	17923864	0.34	0.37	NA	NA	0.20	0.53	0.21	0.24	0.37	0.19	0.32	NA	0.35	0.29	0.36	0.48	0.28	0.24	NA	0.16	0.19
NM_133452|RAVER1|chr19|-	chr19:10426880-10428276	10428126	0.95	0.99	0.98	NA	0.98	0.98	0.41	0.96	0.64	0.96	0.96	0.96	0.98	0.94	0.94	0.95	0.99	1.00	0.98	0.95	0.96
NM_152289|ZNF561|chr19|-	chr19:9717587-9722012	9720812	0.88	0.83	0.82	NA	NA	0.87	0.40	0.77	0.55	0.83	0.95	NA	NA	0.84	0.81	0.81	NA	0.79	0.78	0.69	0.88
NM_020719|PRR12|chr19|+	chr19:50128717-50130602	50129056	0.16	0.16	0.13	0.20	0.17	0.17	NA	0.16	NA	0.12	0.16	0.21	0.17	0.12	0.15	0.14	0.16	0.21	0.13	0.17	0.16
NM_001031734|FDX1L|chr19|-	chr19:10420264-10421318	10420915	0.10	0.06	0.07	0.04	0.06	0.12	0.06	0.05	NA	0.03	0.06	0.06	0.08	0.04	0.11	0.06	0.08	0.08	0.13	0.07	0.04
NM_001243028|AKT2|chr19|-	chr19:40735933-40739858	40738396	0.20	0.06	0.09	0.50	0.12	0.19	0.23	0.25	0.87	0.10	0.09	0.07	0.07	0.06	0.09	0.07	0.12	0.22	0.12	0.12	0.09
NM_052848|CCDC97|chr19|+	chr19:41828499-41831351	41830553	0.48	0.66	0.78	NA	0.82	0.79	NA	0.72	NA	NA	0.73	0.79	0.80	0.58	0.65	0.73	0.59	0.83	0.64	0.69	0.79
NM_002229|JUNB|chr19|+	chr19:12902309-12904387	12903237	1.00	0.98	1.00	1.00	0.99	0.98	0.93	0.98	0.98	1.00	0.97	1.00	0.99	0.98	1.00	0.97	0.98	0.97	1.00	0.97	1.00
NM_030973|MED25|chr19|+	chr19:50340103-50341230	50340253	0.11	NA	0.03	0.00	0.01	0.02	NA	NA	NA	0.02	0.01	0.01	0.00	0.04	0.02	0.04	0.02	0.03	0.04	0.01	0.01
NM_018154|ASF1B|chr19|-	chr19:14230328-14231477	14231319	0.93	1.00	1.00	NA	1.00	1.00	0.80	0.98	NA	0.96	1.00	1.00	1.00	1.00	1.00	0.95	0.99	1.00	1.00	1.00	1.00
NM_015675|GADD45B|chr19|+	chr19:2477485-2478258	2477635	0.95	1.00	0.94	1.00	0.96	0.99	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	0.93	0.94	1.00	0.96	0.98	1.00	1.00
NM_018074|CCDC94|chr19|+	chr19:4268580-4269086	4268737	0.88	0.91	0.96	0.99	0.92	0.97	0.77	1.00	NA	0.89	0.91	0.93	0.96	0.96	0.87	0.93	0.98	0.99	0.97	1.00	0.90
NM_000208|INSR|chr19|-	chr19:7112264-7117421	7117233	0.63	0.71	0.73	NA	0.81	0.77	0.64	0.80	0.85	NA	0.89	NA	NA	0.58	0.67	0.61	0.72	NA	NA	0.72	NA
NM_002659|PLAUR|chr19|-	chr19:44152726-44153295	44153040	0.83	0.86	0.83	1.00	0.91	0.91	0.72	0.75	0.97	0.92	0.84	NA	0.87	0.88	0.68	0.77	0.86	0.90	0.87	0.98	0.87
NM_018035|ATP5SL|chr19|-	chr19:41937204-41938313	41938131	0.90	0.88	0.98	0.99	1.00	0.97	0.61	0.99	NA	0.99	0.99	0.97	0.99	0.98	0.92	0.97	1.00	0.99	0.94	0.95	0.97
NM_175871|SWSAP1|chr19|+	chr19:11486188-11486850	11486453	0.60	0.73	0.66	NA	NA	0.87	NA	NA	NA	0.51	0.69	NA	0.69	NA	0.66	0.71	NA	0.85	NA	0.58	NA
NM_020933|ZNF317|chr19|+	chr19:9270789-9278803	9274057	0.07	0.06	0.07	NA	NA	NA	0.03	0.07	NA	NA	0.08	NA	NA	0.08	0.06	0.08	0.04	NA	0.03	0.03	NA
NM_033362|MRPS12|chr19|+	chr19:39422972-39423783	39423294	0.93	1.00	0.99	1.00	0.98	1.00	0.79	1.00	0.99	0.98	0.97	0.98	0.99	0.89	0.84	0.98	1.00	1.00	0.92	0.99	0.97
NM_001163377|QPCTL|chr19|+	chr19:46206161-46207221	46206550	0.22	0.30	NA	0.77	0.26	0.28	0.20	0.25	NA	0.25	0.21	NA	0.39	0.27	0.25	0.24	0.24	0.32	0.21	0.20	0.24
NM_001294|CLPTM1|chr19|+	chr19:45495868-45496588	45496236	0.61	0.61	0.70	0.95	0.77	0.71	0.80	0.73	NA	0.72	0.73	0.66	0.66	0.71	0.61	0.58	0.61	0.84	0.67	0.67	0.79
NM_017592|MED29|chr19|+	chr19:39888096-39891225	39888327	0.89	0.79	0.85	0.10	0.81	0.81	0.57	0.78	NA	0.61	0.69	0.92	0.78	0.85	0.78	0.74	0.81	0.59	0.75	0.59	0.62
NM_004516|ILF3|chr19|+	chr19:10795091-10798020	10796396	0.03	0.02	0.04	0.04	0.02	0.05	0.04	0.03	0.13	0.03	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.05	0.04	0.04	0.02
NM_017550|MIER2|chr19|-	chr19:305554-306711	306560	0.79	0.69	0.87	0.93	0.83	0.76	0.60	0.61	0.57	0.68	0.73	0.75	0.73	0.78	0.88	0.62	0.64	0.75	0.84	0.70	0.84
NM_004058|CAPS|chr19|+	chr19:5915231-5915877	5915502	0.88	0.95	1.00	1.00	0.97	0.95	0.86	0.91	1.00	0.91	0.91	NA	1.00	0.90	0.85	0.90	0.99	1.00	0.92	0.85	1.00
NM_058243|BRD4|chr19|-	chr19:15346349-15349256	15347666	0.55	0.21	0.35	NA	0.19	0.42	0.15	0.23	0.29	0.31	0.31	0.25	0.28	0.28	0.36	0.37	0.57	0.29	0.20	0.24	0.25
NM_014330|PPP1R15A|chr19|+	chr19:49378870-49380411	49379283	0.00	0.01	0.01	0.01	0.01	0.01	0.06	0.01	0.57	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.03	0.01	0.01	0.02	0.01
NM_031310|PLVAP|chr19|-	chr19:17462255-17463177	17463027	1.00	1.00	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_002850|PTPRS|chr19|-	chr19:5205510-5206853	5206703	0.74	NA	0.76	NA	0.76	0.79	NA	NA	NA	0.76	0.86	0.84	0.81	0.78	0.71	NA	0.78	0.75	0.69	0.81	NA
NM_020695|REXO1|chr19|-	chr19:1815244-1816153	1815945	0.59	0.46	0.61	0.82	0.66	0.61	NA	0.45	NA	0.70	0.72	0.67	0.62	0.70	0.64	0.54	0.51	0.66	0.66	0.65	0.70
NM_004368|CNN2|chr19|+	chr19:1037623-1039077	1037783	0.98	0.99	0.99	0.99	0.98	0.99	0.67	0.98	0.81	0.97	0.98	0.98	0.98	0.98	0.95	0.97	0.98	0.97	0.97	0.99	0.98
NM_001142555|ADCK4|chr19|-	chr19:41197403-41198278	41197778	0.97	0.91	0.99	1.00	1.00	0.98	0.96	1.00	NA	0.96	1.00	0.99	0.98	1.00	0.94	0.92	0.96	1.00	0.95	0.96	0.99
NM_002812|PSMD8|chr19|+	chr19:38873892-38874482	38874057	0.31	0.29	0.33	0.46	0.41	0.36	0.19	0.22	0.38	0.33	0.33	0.38	0.33	0.31	0.40	0.32	0.32	0.40	0.34	0.24	0.33
NM_024104|C19orf42|chr19|-	chr19:16754617-16758072	16757383	0.10	0.07	0.06	0.11	0.07	0.10	0.08	0.06	0.29	0.08	0.08	0.08	0.07	0.11	0.07	0.07	0.07	0.08	0.12	0.07	0.09
NM_013376|SERTAD1|chr19|-	chr19:40928408-40929453	40929292	0.94	0.94	0.96	0.99	0.95	0.91	0.74	0.93	NA	1.00	0.97	0.93	0.96	0.97	0.97	0.95	0.97	0.99	0.97	0.85	0.98
