event_id	loci	Proximal_Site	TCGA-77-8008-01A-21R-2187-07	TCGA-51-4081-01A-01R-1100-07	TCGA-90-6837-01A-11R-1949-07	TCGA-56-8201-01A-11R-2247-07	TCGA-77-7138-01A-41R-2045-07	TCGA-22-5482-01A-01R-1635-07	TCGA-51-4079-01A-01R-1100-07	TCGA-56-8083-01A-11R-2247-07	TCGA-77-7338-01A-11R-2045-07	TCGA-56-7731-01A-11R-2125-07	TCGA-77-7335-01A-11R-2045-07	TCGA-33-6737-01A-11R-1820-07	TCGA-58-8386-01A-11R-2296-07	TCGA-56-8623-01A-11R-A28V-07	TCGA-85-7710-01A-11R-2125-07	TCGA-22-4609-01A-21R-2125-07	TCGA-43-6647-01A-11R-1820-07	TCGA-22-5472-01A-01R-1635-07	TCGA-77-7337-01A-21R-2045-07	TCGA-43-7657-01A-31R-2125-07	TCGA-22-5481-01A-31R-1949-07	TCGA-22-5478-01A-01R-1635-07	TCGA-22-5483-01A-01R-1820-07	TCGA-22-5489-01A-01R-1635-07	TCGA-77-7142-01A-11R-2045-07	TCGA-43-7658-01A-11R-2125-07	TCGA-56-7582-01A-11R-2045-07	TCGA-43-6143-01A-11R-1820-07	TCGA-39-5040-01A-21R-2125-07	TCGA-43-3394-01A-01R-0980-07	TCGA-56-8309-01A-11R-2296-07	TCGA-22-5491-01A-01R-1635-07	TCGA-90-7767-01A-11R-2125-07	TCGA-92-7340-01A-21R-2045-07	TCGA-43-6773-01A-41R-1949-07	TCGA-56-7730-01A-11R-2125-07	TCGA-34-8454-01A-11R-2326-07	TCGA-33-4587-01A-11R-2125-07	TCGA-43-6771-01A-11R-1820-07	TCGA-60-2709-01A-21R-1820-07	TCGA-56-7580-01A-11R-2045-07	TCGA-77-8007-01A-11R-2187-07	TCGA-56-7823-01B-11R-2247-07	TCGA-51-4080-01A-01R-1100-07	TCGA-43-5670-01A-21R-2125-07	TCGA-22-4593-01A-21R-1820-07	TCGA-56-7579-01A-11R-2045-07	TCGA-22-5471-01A-01R-1635-07	TCGA-34-7107-01A-11R-1949-07	TCGA-56-8082-01A-11R-2247-07	TCGA-56-7222-01A-11R-2045-07
NM_001130517|MPST|chr22|+	chr22:37425256-37425852	37425480	0.96	0.85	0.95	0.80	1.00	0.88	0.85	0.84	0.98	1.00	1.00	0.96	0.91	0.89	0.91	0.92	0.84	0.88	0.94	0.99	0.89	0.86	0.90	0.87	0.96	0.93	0.83	0.90	0.88	0.84	0.95	0.85	0.98	0.96	0.86	1.00	0.90	1.00	0.88	0.83	0.96	0.93	0.80	0.81	0.99	0.90	0.98	0.94	0.89	0.91	0.94
NM_016426|GTSE1|chr22|+	chr22:46725943-46727676	46726561	NA	0.27	0.40	0.33	0.37	0.29	0.25	0.41	NA	NA	0.27	0.29	0.34	NA	0.44	NA	NA	0.26	0.27	0.45	0.38	0.39	0.24	NA	0.24	0.39	0.28	0.27	0.46	0.26	NA	0.19	0.36	0.18	NA	0.25	0.40	0.36	0.44	0.19	0.37	0.40	0.31	0.22	0.40	0.26	0.47	0.20	0.24	0.21	0.41
NM_007326|CYB5R3|chr22|-	chr22:43014822-43015951	43015298	1.00	0.97	1.00	1.00	1.00	0.98	1.00	0.87	1.00	1.00	1.00	1.00	0.79	0.95	0.89	1.00	0.89	1.00	0.94	1.00	1.00	0.98	0.84	0.95	1.00	1.00	0.98	0.85	1.00	1.00	1.00	0.95	0.99	1.00	1.00	1.00	0.97	1.00	0.91	0.93	1.00	0.99	0.95	0.99	1.00	0.92	1.00	1.00	0.89	0.87	1.00
NR_026981|RPL23AP82|chr22|+	chr22:51237082-51243457	51237567	0.09	0.18	0.10	0.07	0.07	0.12	0.06	0.25	0.15	0.10	0.09	0.06	0.11	0.11	0.08	0.17	0.07	0.14	0.07	0.08	0.10	0.08	0.12	0.09	0.26	0.25	0.25	0.14	0.17	0.08	0.12	0.09	0.14	0.11	0.06	0.10	0.10	0.23	0.05	0.14	0.16	0.08	0.07	0.15	0.10	0.09	0.08	0.08	0.12	0.13	0.06
NM_030573|THAP7|chr22|-	chr22:21354060-21354721	21354392	0.85	0.77	0.80	0.73	0.94	0.83	0.73	0.70	0.73	1.00	0.98	0.88	0.78	0.96	0.95	0.87	0.76	0.77	0.70	1.00	0.82	0.81	0.71	0.77	0.69	0.95	0.84	0.78	0.94	0.68	0.92	0.75	0.95	0.97	0.77	1.00	0.91	0.87	0.90	0.78	0.80	0.91	0.77	0.75	1.00	0.71	0.93	0.98	0.76	0.78	0.75
NR_024210|RNF185|chr22|+	chr22:31600474-31603005	31600788	0.97	0.98	0.96	1.00	1.00	0.98	0.99	1.00	0.99	1.00	1.00	0.98	0.95	1.00	0.98	0.97	0.95	0.96	0.99	0.98	0.99	0.98	0.95	0.96	1.00	0.98	0.99	0.94	1.00	0.98	1.00	0.95	1.00	1.00	NA	0.99	0.98	1.00	0.92	0.97	1.00	0.97	1.00	0.99	0.99	0.96	1.00	0.99	0.96	0.99	1.00
NR_024195|TOM1|chr22|+	chr22:35743047-35743977	35743591	0.99	0.86	1.00	0.88	0.93	0.98	0.92	0.82	0.87	1.00	1.00	1.00	0.91	0.97	0.99	0.95	0.85	0.96	0.83	0.91	0.98	0.96	0.86	0.97	0.98	1.00	0.91	0.94	0.98	0.94	0.97	0.89	0.94	1.00	0.97	1.00	0.99	0.99	1.00	0.90	0.98	0.96	0.83	0.91	0.98	0.92	1.00	1.00	0.91	0.94	0.89
NM_002751|MAPK11|chr22|-	chr22:50702145-50703456	50702652	NA	0.62	0.78	0.69	0.72	0.71	NA	NA	0.64	0.85	NA	0.78	0.62	0.78	NA	NA	0.61	0.67	NA	0.73	NA	0.74	0.77	NA	NA	NA	0.53	NA	NA	0.56	0.74	0.70	NA	NA	0.76	0.79	0.79	NA	0.82	NA	NA	0.63	0.67	0.66	0.90	0.61	0.57	NA	NA	0.61	0.81
NM_015330|SPECC1L|chr22|+	chr22:24810501-24813690	24810696	0.91	0.91	0.86	0.91	0.92	0.92	0.96	0.76	0.84	0.93	0.89	0.89	0.80	0.90	0.85	0.87	0.86	0.87	0.78	0.93	0.96	0.93	0.84	NA	0.74	0.93	0.81	0.79	0.91	0.93	0.97	0.85	0.87	0.85	0.93	0.92	0.82	0.87	0.90	0.83	0.97	0.89	0.89	0.91	0.91	0.84	0.88	0.92	0.86	0.92	0.88
NM_001127|AP1B1|chr22|-	chr22:29723686-29724884	29724734	1.00	0.95	0.99	0.98	1.00	1.00	0.97	0.93	1.00	1.00	1.00	1.00	0.99	0.99	1.00	1.00	0.98	0.99	1.00	1.00	1.00	0.99	0.96	0.98	0.95	1.00	1.00	1.00	0.99	0.95	0.99	0.96	1.00	1.00	1.00	1.00	0.97	1.00	1.00	0.99	1.00	1.00	0.96	0.94	1.00	0.99	1.00	1.00	0.98	0.98	1.00
NM_001196|BID|chr22|-	chr22:18216223-18218357	18218189	0.25	0.22	0.26	0.29	0.28	0.24	0.21	0.21	0.32	0.23	0.36	0.15	0.26	0.37	0.19	0.31	0.20	0.36	0.25	0.38	0.28	0.19	0.17	0.21	0.31	0.29	0.31	0.16	0.27	0.18	0.29	0.12	0.21	0.24	0.27	0.23	0.29	0.33	0.23	0.22	0.23	0.27	0.13	0.19	0.20	0.26	0.27	0.18	0.21	0.22	0.20
NR_027780|HMGXB4|chr22|+	chr22:35689599-35691791	35689749	0.84	0.89	0.79	0.90	0.90	0.84	0.89	0.87	0.87	0.85	NA	0.82	0.81	0.84	0.82	0.83	NA	0.85	0.84	0.85	0.85	0.82	0.76	NA	0.87	0.84	0.90	0.80	0.83	0.85	NA	0.84	0.87	0.84	NA	0.85	0.81	0.86	0.77	0.83	0.90	0.83	0.90	0.88	0.85	0.80	0.88	0.84	0.77	0.88	0.93
NM_004286|GTPBP1|chr22|+	chr22:39126616-39130339	39129297	0.83	0.76	0.87	0.83	0.88	0.77	0.86	0.62	0.83	0.90	0.94	0.91	0.59	0.83	0.71	0.73	0.68	0.76	0.68	0.89	0.87	0.79	0.73	0.66	0.90	0.84	0.78	0.67	0.83	0.72	0.80	0.73	0.76	0.95	0.82	0.90	0.70	0.88	0.71	0.67	0.91	0.76	0.79	0.80	0.89	0.74	0.90	0.90	0.69	0.72	0.88
NM_033200|LMF2|chr22|-	chr22:50941378-50942128	50941728	0.95	0.83	1.00	0.82	1.00	0.94	0.82	0.63	1.00	1.00	1.00	1.00	0.79	0.98	0.89	0.94	0.88	0.87	0.80	0.97	0.89	0.99	0.92	0.86	0.83	1.00	0.78	0.92	0.95	0.87	0.88	0.89	0.94	0.99	0.93	0.97	0.88	0.94	1.00	0.84	0.95	0.89	0.63	0.80	0.95	0.94	0.97	0.97	0.94	0.83	1.00
NM_003405|YWHAH|chr22|+	chr22:32352125-32353595	32353068	0.97	0.99	1.00	1.00	1.00	0.99	1.00	0.98	1.00	1.00	1.00	1.00	0.87	0.99	0.87	0.97	0.94	1.00	1.00	0.98	1.00	0.96	0.94	0.95	1.00	0.99	1.00	0.91	0.97	1.00	0.99	0.91	0.97	1.00	0.99	1.00	0.97	0.99	0.92	0.99	1.00	0.92	1.00	0.99	1.00	0.92	1.00	1.00	0.85	0.96	1.00
NM_005877|SF3A1|chr22|-	chr22:30728009-30730684	30730116	0.21	0.26	0.25	0.28	0.22	0.26	0.23	0.22	0.31	0.29	0.29	0.24	0.29	0.34	0.24	0.32	0.24	0.28	0.23	0.30	0.24	0.20	0.19	0.23	0.27	0.28	0.28	0.23	0.26	0.18	0.24	0.24	0.28	0.25	0.25	0.30	0.29	0.20	0.22	0.28	0.27	0.26	0.24	0.28	0.24	0.27	0.24	0.26	0.24	0.27	0.22
NM_025204|TRABD|chr22|+	chr22:50636773-50638242	50636951	0.83	0.88	0.91	0.90	0.87	0.89	0.95	0.83	0.95	0.78	0.90	0.83	0.88	0.91	0.82	0.80	0.94	0.97	0.86	0.80	0.95	0.71	0.87	0.78	0.86	0.87	0.85	0.70	0.82	0.93	0.89	0.80	0.78	0.75	0.89	0.77	0.84	0.90	0.84	0.89	0.82	0.89	0.49	0.78	0.69	0.95	0.88	0.64	0.87	0.84	0.86
NM_000487|ARSA|chr22|-	chr22:51061589-51063892	51063489	0.08	0.20	0.09	0.10	0.16	0.14	0.17	0.16	0.20	0.06	0.04	0.05	0.20	0.10	0.09	NA	0.09	0.11	0.09	0.08	0.16	0.07	0.18	0.05	0.08	0.19	0.11	0.40	0.12	0.19	0.11	0.17	0.15	0.05	0.07	0.16	0.11	0.49	0.08	0.10	0.15	0.08	0.07	0.12	0.10	0.11	0.21	0.08	0.07	0.07	0.11
NM_022719|DGCR14|chr22|-	chr22:19117791-19121988	19121535	0.03	0.03	0.04	0.03	0.03	0.04	0.04	0.04	0.07	0.05	0.02	0.04	0.10	0.04	0.10	0.06	0.03	0.04	0.03	0.16	0.03	0.03	0.07	0.02	0.04	0.14	0.05	0.07	0.07	0.05	0.03	0.05	0.02	0.02	0.09	0.02	0.04	0.09	0.03	0.03	0.04	0.02	0.04	0.04	0.03	0.04	0.07	0.03	0.07	0.02	0.06
NM_138435|FAM83F|chr22|+	chr22:40425519-40428334	40425979	NA	0.12	NA	0.02	0.08	0.13	0.07	0.14	0.22	0.06	NA	0.06	0.12	NA	0.28	NA	0.18	0.15	0.04	0.18	0.10	NA	0.24	NA	0.08	0.44	0.11	NA	NA	0.13	NA	0.09	0.10	0.03	NA	0.05	0.22	0.31	NA	NA	0.04	NA	0.08	0.04	0.03	0.15	0.05	0.03	0.18	0.03	0.11
NM_014292|CBX6|chr22|-	chr22:39257436-39263206	39263013	0.68	0.61	NA	NA	NA	0.72	0.56	0.57	0.75	0.65	NA	NA	0.62	0.60	0.69	0.69	0.65	0.61	NA	0.70	0.58	0.71	0.68	NA	0.58	0.72	0.59	0.61	0.58	0.63	0.57	0.69	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	0.66	0.56	NA	0.70	0.66	NA	0.70	0.70	NA
NM_145343|APOL1|chr22|+	chr22:36661196-36663580	36662118	0.76	0.61	0.66	0.59	0.68	0.62	0.55	0.57	0.56	0.84	0.46	0.72	0.54	0.67	0.56	0.60	0.53	0.60	0.46	0.71	0.74	0.66	0.49	0.62	0.41	0.74	0.53	0.53	0.68	0.49	0.70	0.61	0.64	0.54	0.67	0.83	0.64	0.72	0.64	0.63	0.72	0.64	0.67	0.54	0.81	0.53	0.62	0.75	0.59	0.68	0.65
NM_001172687|GGA1|chr22|+	chr22:38028607-38029571	38028757	0.96	0.91	0.93	0.95	0.97	0.81	0.91	0.82	0.87	0.97	1.00	0.86	0.74	0.97	0.81	0.91	0.80	0.97	0.94	0.97	0.91	0.79	0.75	0.85	0.87	0.94	0.81	0.79	0.88	0.77	0.94	0.86	0.88	0.92	0.92	0.95	0.99	0.88	0.93	0.90	0.99	0.89	0.94	0.73	0.98	0.86	0.99	0.93	0.83	0.89	0.94
NM_018006|TRMU|chr22|+	chr22:46752738-46753464	46753035	0.48	0.44	0.54	0.44	0.36	0.46	NA	0.42	0.35	0.41	0.59	0.41	0.33	0.44	0.44	0.55	NA	0.40	NA	0.41	0.54	0.40	0.33	NA	NA	0.42	0.57	0.33	0.52	0.40	0.37	0.41	0.45	NA	NA	0.47	0.41	0.41	0.44	0.40	0.58	0.46	0.53	0.47	0.48	NA	0.48	0.47	0.35	0.40	0.39
NM_001164502|EIF4ENIF1|chr22|-	chr22:31835350-31836107	31835763	0.71	0.76	0.77	0.73	0.95	0.71	0.78	0.56	0.95	0.91	1.00	0.79	0.69	0.76	0.73	0.67	NA	0.81	0.82	0.70	0.83	0.82	0.86	NA	0.86	0.91	0.93	0.71	0.85	0.78	0.73	0.80	0.72	0.98	NA	0.81	0.66	0.82	0.75	0.67	0.95	0.64	0.63	0.81	0.92	0.70	0.94	0.91	0.78	0.74	0.92
NM_001190326|DGCR8|chr22|+	chr22:20097547-20099396	20097908	0.88	0.98	0.98	1.00	1.00	0.91	0.99	0.97	0.99	1.00	NA	0.95	0.75	0.96	0.93	0.96	NA	0.96	1.00	1.00	0.94	0.94	0.89	NA	1.00	0.95	0.99	0.89	0.98	0.94	0.99	0.89	0.97	NA	NA	0.97	0.94	1.00	0.95	0.91	1.00	0.93	0.99	0.92	1.00	0.90	1.00	0.99	0.89	0.92	1.00
NM_032204|ASCC2|chr22|-	chr22:30184600-30185173	30184915	0.95	0.91	0.94	0.99	1.00	0.93	0.96	0.96	0.94	0.99	1.00	0.83	0.83	0.90	0.86	0.94	0.79	0.89	0.91	0.91	0.95	0.91	0.80	0.81	1.00	0.93	0.93	0.78	0.85	0.88	0.86	0.87	0.91	1.00	0.89	0.93	0.91	0.88	0.92	0.89	0.97	0.91	0.99	0.86	0.99	0.86	0.99	0.95	0.80	0.89	0.96
NM_003932|ST13|chr22|-	chr22:41220618-41222670	41222362	0.30	0.43	0.30	0.34	0.34	0.36	0.44	0.38	0.41	0.36	0.33	0.18	0.30	0.38	0.32	0.37	0.40	0.37	0.35	0.37	0.23	0.35	0.37	0.32	0.37	0.42	0.41	0.30	0.34	0.44	0.34	0.40	0.36	0.36	0.35	0.33	0.35	0.33	0.26	0.35	0.47	0.30	0.34	0.45	0.42	0.34	0.38	0.35	0.31	0.43	0.37
NM_015704|PPPDE2|chr22|-	chr22:41994782-41997194	41996943	0.27	0.20	0.27	0.23	0.18	0.21	0.20	0.37	0.39	0.15	0.07	0.12	0.41	0.35	0.22	0.27	0.17	0.29	0.18	0.37	0.22	0.27	0.31	0.21	0.27	0.48	0.21	0.31	0.34	0.23	0.36	0.20	0.18	0.24	0.27	0.13	0.42	0.38	0.25	0.35	0.19	0.16	0.09	0.15	0.13	0.39	0.25	0.09	0.25	0.23	0.25
NM_032311|POLDIP3|chr22|-	chr22:42979726-42981974	42981711	0.91	0.97	0.90	0.96	0.98	0.96	0.96	0.95	0.95	0.94	0.98	0.95	0.96	0.98	0.96	0.94	0.97	0.98	0.88	0.98	0.98	0.97	0.97	0.94	0.95	0.98	0.97	0.93	0.93	0.98	0.98	0.96	0.90	0.96	0.91	0.91	0.97	0.97	0.91	0.98	0.98	0.91	0.92	0.96	0.87	0.97	0.97	0.93	0.93	0.96	0.97
NM_001242896|DEPDC5|chr22|+	chr22:32302190-32303074	32302597	NA	0.74	NA	0.71	0.86	0.83	NA	0.75	NA	0.73	NA	0.71	NA	0.76	0.82	NA	NA	0.83	NA	NA	0.79	0.70	NA	NA	0.73	0.70	0.74	0.78	0.80	0.66	0.87	NA	0.54	0.75	NA	0.73	0.82	0.81	NA	NA	0.73	NA	NA	NA	0.78	NA	0.78	NA	0.72	0.81	0.73
NM_016418|NF2|chr22|+	chr22:30090740-30094609	30090939	0.64	0.69	0.62	0.53	0.64	0.72	0.73	0.63	0.69	0.44	0.45	0.64	0.59	0.76	0.67	0.65	0.76	0.79	0.66	0.70	0.77	0.67	0.74	NA	0.67	0.76	0.75	0.70	NA	0.63	0.71	0.69	0.54	0.45	NA	0.38	0.78	0.66	0.58	0.65	NA	0.46	0.56	0.60	0.42	0.74	0.54	0.57	0.76	0.38	0.45
NM_004175|SNRPD3|chr22|+	chr22:24967883-24970908	24968080	0.10	0.21	0.15	0.11	0.10	0.17	0.18	0.18	0.18	0.07	0.05	0.07	0.19	0.16	0.14	0.22	0.17	0.21	0.18	0.19	0.14	0.13	0.17	0.17	0.17	0.19	0.27	0.19	0.16	0.14	0.15	0.15	0.10	0.10	0.13	0.06	0.18	0.16	0.13	0.20	0.10	0.11	0.09	0.25	0.03	0.23	0.08	0.04	0.20	0.13	0.18
NM_031910|C1QTNF6|chr22|-	chr22:37576196-37578775	37577705	1.00	1.00	1.00	1.00	1.00	0.98	NA	0.98	1.00	1.00	1.00	1.00	NA	NA	0.98	0.97	0.99	0.95	0.98	0.99	NA	0.99	0.97	0.99	0.85	0.97	NA	NA	0.96	0.92	0.97	NA	0.97	1.00	NA	0.99	0.98	1.00	0.98	0.99	1.00	0.99	1.00	0.75	1.00	0.99	1.00	1.00	0.97	0.95	NA
NM_024955|FOXRED2|chr22|-	chr22:36883218-36886314	36884905	NA	0.53	0.51	NA	0.74	0.69	0.67	0.44	0.57	0.82	NA	0.51	0.46	NA	0.50	0.61	0.47	0.58	0.52	0.67	0.68	0.58	0.40	NA	0.67	0.57	0.54	0.39	0.54	0.47	0.74	0.59	0.62	0.66	NA	0.75	0.55	0.50	0.46	0.49	0.74	0.56	0.62	0.58	0.66	0.51	0.60	0.64	0.47	0.54	0.57
NM_015140|TTLL12|chr22|-	chr22:43562625-43564165	43563353	0.75	0.76	0.75	0.91	0.97	0.74	0.88	0.75	0.85	0.94	1.00	0.86	0.55	0.87	0.73	0.79	0.61	0.80	0.89	0.93	0.84	0.72	0.72	0.63	0.94	0.87	0.83	0.62	0.82	0.74	0.90	0.65	0.90	0.98	0.70	0.95	0.70	0.92	0.66	0.66	1.00	0.73	0.87	0.79	0.99	0.66	0.94	0.92	0.61	0.78	0.92
NM_181335|ARHGAP8|chr22|+	chr22:45258154-45258657	45258356	0.82	0.82	0.70	0.59	0.96	0.76	0.74	0.68	NA	0.86	0.77	0.85	0.75	0.92	0.90	0.72	0.65	0.68	NA	0.65	0.72	NA	0.64	NA	0.75	0.91	0.92	0.84	0.83	0.81	0.75	0.74	0.85	0.91	NA	0.88	0.71	0.82	0.72	0.70	0.84	0.81	0.73	0.78	0.95	0.78	0.85	0.93	0.69	0.87	0.79
NM_003634|NIPSNAP1|chr22|-	chr22:29950796-29951988	29951273	0.94	0.85	0.90	1.00	1.00	0.96	0.92	0.95	1.00	1.00	1.00	1.00	0.91	1.00	0.97	0.91	0.79	0.86	0.96	1.00	0.93	0.96	0.89	0.86	1.00	1.00	0.94	0.85	0.97	0.85	1.00	0.86	0.97	1.00	0.87	1.00	0.99	1.00	0.95	0.85	1.00	0.94	0.96	0.89	1.00	0.86	1.00	1.00	0.83	0.94	1.00
NM_001039570|KREMEN1|chr22|+	chr22:29537931-29544507	29542666	0.10	0.15	0.16	0.20	0.26	0.12	0.20	0.13	0.18	0.18	0.33	NA	0.10	0.15	0.21	0.13	0.10	0.16	0.14	0.19	NA	0.11	0.11	0.08	0.26	NA	0.20	0.12	NA	0.27	0.14	0.15	0.11	0.17	0.13	0.13	0.11	0.10	0.11	0.14	0.28	0.07	0.15	0.21	0.14	0.08	0.19	0.18	0.08	0.17	0.21
NM_173566|PRR14L|chr22|-	chr22:32077310-32081789	32081482	0.83	0.86	NA	0.87	0.89	0.87	NA	0.89	0.88	0.87	NA	0.76	0.87	0.92	0.81	0.79	NA	0.92	0.80	0.88	0.89	0.89	0.90	NA	0.87	0.87	0.87	0.89	0.84	0.89	0.90	0.94	0.87	0.86	NA	0.88	NA	0.90	0.82	NA	0.92	0.79	0.90	0.90	0.84	0.85	0.82	NA	0.85	0.87	0.80
NM_031488|L3MBTL2|chr22|+	chr22:41626142-41627312	41626294	0.97	0.92	0.94	0.94	0.84	0.87	0.94	0.83	0.97	0.93	0.99	0.96	0.86	0.87	0.86	0.78	0.92	0.88	0.91	0.92	0.94	0.85	0.90	0.86	0.91	0.91	0.90	0.83	0.95	0.89	0.85	0.83	0.94	0.92	0.89	0.92	0.75	0.92	0.95	0.91	0.97	0.90	0.90	0.88	0.98	0.87	0.92	0.93	0.91	0.85	0.95
NM_002133|HMOX1|chr22|+	chr22:35789460-35790181	35789837	0.97	0.83	0.92	0.85	1.00	0.91	0.93	0.76	1.00	0.99	1.00	1.00	0.89	0.94	0.95	0.93	0.83	0.91	0.90	1.00	0.85	0.92	0.93	0.94	0.96	0.95	0.91	0.90	0.94	0.75	0.97	0.93	0.90	1.00	0.90	0.94	0.95	1.00	0.94	0.84	1.00	0.93	0.74	0.75	0.97	0.91	0.97	0.98	0.92	0.91	0.92
NM_005207|CRKL|chr22|+	chr22:21303998-21308462	21304292	0.92	0.94	0.91	0.96	0.95	0.92	0.95	0.95	0.95	0.95	0.94	0.92	0.89	0.93	0.90	0.92	0.93	0.93	0.94	0.96	0.93	0.94	0.91	0.90	0.97	0.96	0.97	0.87	0.90	0.87	0.96	0.92	0.94	0.94	0.94	0.98	0.94	0.95	0.91	0.94	0.96	0.90	0.94	0.92	0.96	0.89	0.97	0.93	0.89	0.97	0.93
NM_001002862|DERL3|chr22|-	chr22:24177536-24179149	24178999	0.21	0.46	0.10	0.14	0.10	0.10	0.07	NA	0.07	0.04	0.06	0.06	0.21	0.13	0.17	0.06	0.08	NA	0.06	0.08	0.11	0.10	0.10	0.06	NA	0.86	NA	0.21	0.13	0.12	0.11	0.10	0.20	0.06	0.03	NA	0.09	0.25	0.23	0.10	0.10	0.12	NA	NA	NA	0.12	0.12	0.07	0.10	0.11	0.08
NR_002323|TUG1|chr22|+	chr22:31371155-31375362	31371448	0.89	0.93	0.88	0.95	0.96	0.93	0.92	0.91	0.91	0.92	0.97	0.91	0.84	0.92	0.86	0.88	0.87	0.93	0.92	0.92	0.91	0.91	0.90	0.89	0.92	0.92	0.93	0.88	0.88	0.94	0.92	0.88	0.91	0.93	0.88	0.91	0.92	0.91	0.90	0.93	0.94	0.88	0.94	0.91	0.93	0.87	0.94	0.93	0.87	0.94	0.92
NM_001197|BIK|chr22|+	chr22:43525218-43525773	43525368	NA	1.00	NA	1.00	NA	1.00	1.00	NA	NA	1.00	1.00	1.00	NA	NA	1.00	1.00	NA	1.00	NA	NA	1.00	NA	1.00	NA	1.00	1.00	NA	NA	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00
NM_012473|TXN2|chr22|-	chr22:36863093-36863964	36863771	0.82	0.71	0.75	0.79	0.63	0.65	0.76	0.71	0.61	0.84	1.00	0.79	0.57	0.71	0.65	0.70	0.60	0.69	0.58	0.78	0.78	0.67	0.53	0.66	0.88	0.74	0.69	0.61	0.74	0.70	0.74	0.59	0.69	0.73	0.64	0.89	0.75	0.73	0.64	0.66	0.74	0.84	0.78	0.73	0.86	0.59	0.76	0.87	0.59	0.74	0.60
NM_001199579|SUN2|chr22|-	chr22:39130716-39132385	39131329	0.57	0.48	0.56	0.55	0.69	0.53	0.56	0.43	0.61	0.78	0.76	0.55	0.48	0.70	0.62	0.59	0.43	0.50	0.41	0.68	0.48	0.49	0.60	0.46	0.48	0.72	0.48	0.45	0.67	0.40	0.56	0.44	0.64	0.59	0.52	0.83	0.52	0.67	0.48	0.47	0.70	0.57	0.50	0.45	0.77	0.45	0.63	0.66	0.47	0.52	0.76
NM_017436|A4GALT|chr22|-	chr22:43087848-43090003	43088537	0.87	0.71	0.75	0.75	NA	0.68	0.78	0.63	0.42	1.00	0.77	0.85	0.65	0.78	0.87	0.73	0.64	0.72	0.21	0.80	NA	0.74	0.99	NA	0.14	NA	0.27	0.66	0.88	0.59	0.77	0.67	0.88	0.33	0.74	0.99	0.73	0.76	0.65	0.70	0.58	0.72	0.74	0.72	1.00	0.69	0.41	0.84	0.68	0.59	1.00
NM_012323|MAFF|chr22|+	chr22:38610426-38612725	38610576	0.84	0.84	0.78	0.84	0.81	0.84	0.84	0.81	0.82	0.84	NA	0.81	0.82	0.84	0.83	0.80	0.83	0.84	NA	0.81	0.85	0.84	0.79	NA	NA	0.85	0.85	0.81	0.82	0.83	0.85	0.85	0.80	NA	0.81	0.81	0.82	0.83	0.81	0.83	NA	0.85	0.84	0.83	0.83	0.82	0.82	0.83	0.84	0.83	0.84
NM_004782|SNAP29|chr22|+	chr22:21241966-21245547	21242130	0.26	0.36	0.21	0.26	0.16	0.31	0.30	0.31	0.39	0.22	0.19	0.17	0.38	0.29	0.30	0.36	0.22	0.38	0.22	0.30	0.27	0.29	0.33	0.35	0.40	0.50	0.46	0.35	0.35	0.20	0.21	0.25	0.32	0.25	0.29	0.28	0.33	0.09	0.15	0.49	0.27	0.26	0.45	0.19	0.19	0.31	0.23	0.18	0.36	0.28	0.21
NM_002473|MYH9|chr22|-	chr22:36677322-36678831	36677944	0.74	0.81	0.82	0.85	1.00	0.81	0.95	0.56	0.92	0.93	1.00	0.88	0.51	0.84	0.74	0.79	0.67	0.79	0.98	0.83	0.88	0.74	0.73	0.66	1.00	0.93	0.92	0.57	0.78	0.83	0.74	0.70	0.82	0.98	0.77	0.90	0.68	0.87	0.70	0.70	1.00	0.73	0.66	0.83	0.96	0.73	0.92	0.94	0.62	0.76	0.93
NM_022727|TRMT2A|chr22|-	chr22:20099432-20100317	20099852	0.23	0.32	0.23	0.32	0.23	0.35	0.20	0.26	0.20	0.25	0.21	0.19	0.30	0.32	0.27	0.28	0.23	0.24	0.22	0.21	0.26	0.36	0.31	0.21	0.10	0.41	0.21	0.23	0.24	0.26	0.32	0.18	0.38	0.24	0.17	0.35	0.26	0.38	0.13	0.34	0.33	0.25	0.18	0.25	0.37	0.24	0.20	0.26	0.23	0.31	0.29
NM_001033024|FBXO7|chr22|+	chr22:32894130-32894818	32894473	0.83	0.86	0.87	0.87	0.94	0.86	0.75	0.81	0.91	0.91	0.97	0.89	0.74	0.91	0.84	0.77	0.82	0.87	0.83	0.85	0.88	0.87	0.75	0.84	0.82	0.89	0.81	0.78	0.76	0.83	0.91	0.85	0.85	0.92	0.90	0.88	0.90	0.89	0.81	0.81	0.91	0.81	0.81	0.76	0.92	0.84	0.95	0.96	0.80	0.90	0.90
